	('cellCount 0',)	('percentApoptoticCells 1',)
('2103 1784', 'recordedWell: H17', 'day_timepoint: 3', 'cell_clName: IST-MEL1', 'smallmolecule_smName: XMD-12', 'assayCompoundConcentration: 0.001696667')	645.0	4.496124
('2104 1785', 'recordedWell: H18', 'day_timepoint: 1', 'cell_clName: IST-MEL1', 'smallmolecule_smName: Taxol', 'assayCompoundConcentration: 3.703706667')	123.0	2.439024
('2105 1786', 'recordedWell: H18', 'day_timepoint: 2', 'cell_clName: IST-MEL1', 'smallmolecule_smName: Taxol', 'assayCompoundConcentration: 3.703706667')	180.0	18.333334
('2106 1787', 'recordedWell: H18', 'day_timepoint: 3', 'cell_clName: IST-MEL1', 'smallmolecule_smName: Taxol', 'assayCompoundConcentration: 3.703706667')	198.0	19.191919
('2107 1788', 'recordedWell: H19', 'day_timepoint: 1', 'cell_clName: IST-MEL1', 'smallmolecule_smName: XMD-12', 'assayCompoundConcentration: 0.001696667')	293.0	2.047781
('2108 1789', 'recordedWell: H19', 'day_timepoint: 2', 'cell_clName: IST-MEL1', 'smallmolecule_smName: XMD-12', 'assayCompoundConcentration: 0.001696667')	489.0	1.840491
('2109 1790', 'recordedWell: H19', 'day_timepoint: 3', 'cell_clName: IST-MEL1', 'smallmolecule_smName: XMD-12', 'assayCompoundConcentration: 0.001696667')	666.0	6.006006
('2110 1791', 'recordedWell: H20', 'day_timepoint: 1', 'cell_clName: IST-MEL1', 'smallmolecule_smName: Taxol', 'assayCompoundConcentration: 0.005083333')	272.0	1.470588
('2111 1792', 'recordedWell: H20', 'day_timepoint: 2', 'cell_clName: IST-MEL1', 'smallmolecule_smName: Taxol', 'assayCompoundConcentration: 0.005083333')	315.0	6.666667
('2112 1793', 'recordedWell: H20', 'day_timepoint: 3', 'cell_clName: IST-MEL1', 'smallmolecule_smName: Taxol', 'assayCompoundConcentration: 0.005083333')	318.0	32.704403
('2113 1794', 'recordedWell: H21', 'day_timepoint: 1', 'cell_clName: IST-MEL1', 'smallmolecule_smName: ', 'assayCompoundConcentration: ')	318.0	1.572327
('2114 1795', 'recordedWell: H21', 'day_timepoint: 2', 'cell_clName: IST-MEL1', 'smallmolecule_smName: ', 'assayCompoundConcentration: ')	492.0	1.422764
('2115 1796', 'recordedWell: H21', 'day_timepoint: 3', 'cell_clName: IST-MEL1', 'smallmolecule_smName: ', 'assayCompoundConcentration: ')	712.0	4.213483
('2116 1797', 'recordedWell: H22', 'day_timepoint: 1', 'cell_clName: IST-MEL1', 'smallmolecule_smName: Taxol', 'assayCompoundConcentration: 0.005083333')	258.0	2.713178
('2117 1798', 'recordedWell: H22', 'day_timepoint: 2', 'cell_clName: IST-MEL1', 'smallmolecule_smName: Taxol', 'assayCompoundConcentration: 0.005083333')	299.0	6.020067
('2118 1799', 'recordedWell: H22', 'day_timepoint: 3', 'cell_clName: IST-MEL1', 'smallmolecule_smName: Taxol', 'assayCompoundConcentration: 0.005083333')	339.0	42.477875
('2119 1800', 'recordedWell: I03', 'day_timepoint: 1', 'cell_clName: IST-MEL1', 'smallmolecule_smName: RO-3306', 'assayCompoundConcentration: 1.23457')	133.0	0.0
('2120 1801', 'recordedWell: I03', 'day_timepoint: 2', 'cell_clName: IST-MEL1', 'smallmolecule_smName: RO-3306', 'assayCompoundConcentration: 1.23457')	386.0	4.92228
('2121 1802', 'recordedWell: I03', 'day_timepoint: 3', 'cell_clName: IST-MEL1', 'smallmolecule_smName: RO-3306', 'assayCompoundConcentration: 1.23457')	458.0	13.100436
('2122 1803', 'recordedWell: I04', 'day_timepoint: 1', 'cell_clName: IST-MEL1', 'smallmolecule_smName: ', 'assayCompoundConcentration: ')	271.0	2.583026
('2123 1804', 'recordedWell: I04', 'day_timepoint: 2', 'cell_clName: IST-MEL1', 'smallmolecule_smName: ', 'assayCompoundConcentration: ')	496.0	2.822581
('2124 1805', 'recordedWell: I04', 'day_timepoint: 3', 'cell_clName: IST-MEL1', 'smallmolecule_smName: ', 'assayCompoundConcentration: ')	659.0	2.883156
('2125 1806', 'recordedWell: I05', 'day_timepoint: 1', 'cell_clName: IST-MEL1', 'smallmolecule_smName: RO-3306', 'assayCompoundConcentration: 1.23457')	222.0	2.252252
('2126 1807', 'recordedWell: I05', 'day_timepoint: 2', 'cell_clName: IST-MEL1', 'smallmolecule_smName: RO-3306', 'assayCompoundConcentration: 1.23457')	388.0	5.154639
('2127 1808', 'recordedWell: I05', 'day_timepoint: 3', 'cell_clName: IST-MEL1', 'smallmolecule_smName: RO-3306', 'assayCompoundConcentration: 1.23457')	528.0	10.037879
('2128 1809', 'recordedWell: I06', 'day_timepoint: 1', 'cell_clName: IST-MEL1', 'smallmolecule_smName: BI-2536', 'assayCompoundConcentration: 1.23457')	133.0	8.270677
('2129 1810', 'recordedWell: I06', 'day_timepoint: 2', 'cell_clName: IST-MEL1', 'smallmolecule_smName: BI-2536', 'assayCompoundConcentration: 1.23457')	111.0	53.153152
('2130 1811', 'recordedWell: I06', 'day_timepoint: 3', 'cell_clName: IST-MEL1', 'smallmolecule_smName: BI-2536', 'assayCompoundConcentration: 1.23457')	134.0	59.701492
('2131 1812', 'recordedWell: I07', 'day_timepoint: 1', 'cell_clName: IST-MEL1', 'smallmolecule_smName: RO-3306', 'assayCompoundConcentration: 0.001696667')	347.0	0.288184
('2132 1813', 'recordedWell: I07', 'day_timepoint: 2', 'cell_clName: IST-MEL1', 'smallmolecule_smName: RO-3306', 'assayCompoundConcentration: 0.001696667')	564.0	1.77305
('2133 1814', 'recordedWell: I07', 'day_timepoint: 3', 'cell_clName: IST-MEL1', 'smallmolecule_smName: RO-3306', 'assayCompoundConcentration: 0.001696667')	609.0	5.747127
('2134 1815', 'recordedWell: I08', 'day_timepoint: 1', 'cell_clName: IST-MEL1', 'smallmolecule_smName: BI-2536', 'assayCompoundConcentration: 1.23457')	149.0	2.684564
('2135 1816', 'recordedWell: I08', 'day_timepoint: 2', 'cell_clName: IST-MEL1', 'smallmolecule_smName: BI-2536', 'assayCompoundConcentration: 1.23457')	133.0	53.383457
('2136 1817', 'recordedWell: I08', 'day_timepoint: 3', 'cell_clName: IST-MEL1', 'smallmolecule_smName: BI-2536', 'assayCompoundConcentration: 1.23457')	145.0	62.068966
('2137 1818', 'recordedWell: I09', 'day_timepoint: 1', 'cell_clName: IST-MEL1', 'smallmolecule_smName: RO-3306', 'assayCompoundConcentration: 0.001696667')	334.0	1.197605
('2138 1819', 'recordedWell: I09', 'day_timepoint: 2', 'cell_clName: IST-MEL1', 'smallmolecule_smName: RO-3306', 'assayCompoundConcentration: 0.001696667')	511.0	2.152642
('2139 1820', 'recordedWell: I09', 'day_timepoint: 3', 'cell_clName: IST-MEL1', 'smallmolecule_smName: RO-3306', 'assayCompoundConcentration: 0.001696667')	622.0	3.054662
('2140 1821', 'recordedWell: I10', 'day_timepoint: 1', 'cell_clName: IST-MEL1', 'smallmolecule_smName: BI-2536', 'assayCompoundConcentration: 0.001696667')	293.0	1.365188
('2141 1822', 'recordedWell: I10', 'day_timepoint: 2', 'cell_clName: IST-MEL1', 'smallmolecule_smName: BI-2536', 'assayCompoundConcentration: 0.001696667')	504.0	2.380952
('2142 1823', 'recordedWell: I10', 'day_timepoint: 3', 'cell_clName: IST-MEL1', 'smallmolecule_smName: BI-2536', 'assayCompoundConcentration: 0.001696667')	634.0	4.416404
('2143 1824', 'recordedWell: I11', 'day_timepoint: 1', 'cell_clName: IST-MEL1', 'smallmolecule_smName: ', 'assayCompoundConcentration: ')	268.0	1.865672
('2144 1825', 'recordedWell: I11', 'day_timepoint: 2', 'cell_clName: IST-MEL1', 'smallmolecule_smName: ', 'assayCompoundConcentration: ')	446.0	3.139014
('2145 1826', 'recordedWell: I11', 'day_timepoint: 3', 'cell_clName: IST-MEL1', 'smallmolecule_smName: ', 'assayCompoundConcentration: ')	626.0	5.271565
('2146 1827', 'recordedWell: I12', 'day_timepoint: 1', 'cell_clName: IST-MEL1', 'smallmolecule_smName: BI-2536', 'assayCompoundConcentration: 0.001696667')	312.0	1.282051
('2147 1828', 'recordedWell: I12', 'day_timepoint: 2', 'cell_clName: IST-MEL1', 'smallmolecule_smName: BI-2536', 'assayCompoundConcentration: 0.001696667')	546.0	1.831502
('2148 1829', 'recordedWell: I12', 'day_timepoint: 3', 'cell_clName: IST-MEL1', 'smallmolecule_smName: BI-2536', 'assayCompoundConcentration: 0.001696667')	672.0	4.761905
('2149 1830', 'recordedWell: I13', 'day_timepoint: 1', 'cell_clName: IST-MEL1', 'smallmolecule_smName: MPS-1-IN-1', 'assayCompoundConcentration: 0.411523333')	185.0	3.783784
('2150 1831', 'recordedWell: I13', 'day_timepoint: 2', 'cell_clName: IST-MEL1', 'smallmolecule_smName: MPS-1-IN-1', 'assayCompoundConcentration: 0.411523333')	203.0	17.73399
('2151 1832', 'recordedWell: I13', 'day_timepoint: 3', 'cell_clName: IST-MEL1', 'smallmolecule_smName: MPS-1-IN-1', 'assayCompoundConcentration: 0.411523333')	251.0	31.474104
('2152 1833', 'recordedWell: I14', 'day_timepoint: 1', 'cell_clName: IST-MEL1', 'smallmolecule_smName: ', 'assayCompoundConcentration: ')	223.0	1.345291
('2153 1834', 'recordedWell: I14', 'day_timepoint: 2', 'cell_clName: IST-MEL1', 'smallmolecule_smName: ', 'assayCompoundConcentration: ')	490.0	2.244898
('2154 1835', 'recordedWell: I14', 'day_timepoint: 3', 'cell_clName: IST-MEL1', 'smallmolecule_smName: ', 'assayCompoundConcentration: ')	686.0	4.51895
('2155 1836', 'recordedWell: I15', 'day_timepoint: 1', 'cell_clName: IST-MEL1', 'smallmolecule_smName: MPS-1-IN-1', 'assayCompoundConcentration: 0.411523333')	168.0	3.571429
('2156 1837', 'recordedWell: I15', 'day_timepoint: 2', 'cell_clName: IST-MEL1', 'smallmolecule_smName: MPS-1-IN-1', 'assayCompoundConcentration: 0.411523333')	219.0	16.894978
('2157 1838', 'recordedWell: I15', 'day_timepoint: 3', 'cell_clName: IST-MEL1', 'smallmolecule_smName: MPS-1-IN-1', 'assayCompoundConcentration: 0.411523333')	263.0	35.741444
('2158 1839', 'recordedWell: I16', 'day_timepoint: 1', 'cell_clName: IST-MEL1', 'smallmolecule_smName: Staurosporine', 'assayCompoundConcentration: 1.23457')	172.0	1.162791
('2159 1840', 'recordedWell: I16', 'day_timepoint: 2', 'cell_clName: IST-MEL1', 'smallmolecule_smName: Staurosporine', 'assayCompoundConcentration: 1.23457')	265.0	3.396226
('2160 1841', 'recordedWell: I16', 'day_timepoint: 3', 'cell_clName: IST-MEL1', 'smallmolecule_smName: Staurosporine', 'assayCompoundConcentration: 1.23457')	236.0	5.084746
('2161 1842', 'recordedWell: I17', 'day_timepoint: 1', 'cell_clName: IST-MEL1', 'smallmolecule_smName: MPS-1-IN-1', 'assayCompoundConcentration: 0.000566667')	290.0	1.034483
('2162 1843', 'recordedWell: I17', 'day_timepoint: 2', 'cell_clName: IST-MEL1', 'smallmolecule_smName: MPS-1-IN-1', 'assayCompoundConcentration: 0.000566667')	573.0	1.745201
('2163 1844', 'recordedWell: I17', 'day_timepoint: 3', 'cell_clName: IST-MEL1', 'smallmolecule_smName: MPS-1-IN-1', 'assayCompoundConcentration: 0.000566667')	650.0	5.538462
('2164 1845', 'recordedWell: I18', 'day_timepoint: 1', 'cell_clName: IST-MEL1', 'smallmolecule_smName: Staurosporine', 'assayCompoundConcentration: 1.23457')	223.0	3.139014
('2165 1846', 'recordedWell: I18', 'day_timepoint: 2', 'cell_clName: IST-MEL1', 'smallmolecule_smName: Staurosporine', 'assayCompoundConcentration: 1.23457')	218.0	7.798165
('2166 1847', 'recordedWell: I18', 'day_timepoint: 3', 'cell_clName: IST-MEL1', 'smallmolecule_smName: Staurosporine', 'assayCompoundConcentration: 1.23457')	252.0	13.095238
('2167 1848', 'recordedWell: I19', 'day_timepoint: 1', 'cell_clName: IST-MEL1', 'smallmolecule_smName: MPS-1-IN-1', 'assayCompoundConcentration: 0.000566667')	292.0	0.342466
('2168 1849', 'recordedWell: I19', 'day_timepoint: 2', 'cell_clName: IST-MEL1', 'smallmolecule_smName: MPS-1-IN-1', 'assayCompoundConcentration: 0.000566667')	513.0	1.169591
('2169 1850', 'recordedWell: I19', 'day_timepoint: 3', 'cell_clName: IST-MEL1', 'smallmolecule_smName: MPS-1-IN-1', 'assayCompoundConcentration: 0.000566667')	703.0	4.836415
('2170 1851', 'recordedWell: I20', 'day_timepoint: 1', 'cell_clName: IST-MEL1', 'smallmolecule_smName: Staurosporine', 'assayCompoundConcentration: 0.005083333')	326.0	0.920245
('2171 1852', 'recordedWell: I20', 'day_timepoint: 2', 'cell_clName: IST-MEL1', 'smallmolecule_smName: Staurosporine', 'assayCompoundConcentration: 0.005083333')	561.0	1.960784
('2172 1853', 'recordedWell: I20', 'day_timepoint: 3', 'cell_clName: IST-MEL1', 'smallmolecule_smName: Staurosporine', 'assayCompoundConcentration: 0.005083333')	683.0	3.367496
('2173 1854', 'recordedWell: I21', 'day_timepoint: 1', 'cell_clName: IST-MEL1', 'smallmolecule_smName: ', 'assayCompoundConcentration: ')	316.0	2.21519
('2174 1855', 'recordedWell: I21', 'day_timepoint: 2', 'cell_clName: IST-MEL1', 'smallmolecule_smName: ', 'assayCompoundConcentration: ')	571.0	2.276708
('2175 1856', 'recordedWell: I21', 'day_timepoint: 3', 'cell_clName: IST-MEL1', 'smallmolecule_smName: ', 'assayCompoundConcentration: ')	664.0	5.120482
('2176 1857', 'recordedWell: I22', 'day_timepoint: 1', 'cell_clName: IST-MEL1', 'smallmolecule_smName: Staurosporine', 'assayCompoundConcentration: 0.005083333')	302.0	1.986755
('2177 1858', 'recordedWell: I22', 'day_timepoint: 2', 'cell_clName: IST-MEL1', 'smallmolecule_smName: Staurosporine', 'assayCompoundConcentration: 0.005083333')	525.0	1.333333
('2178 1859', 'recordedWell: I22', 'day_timepoint: 3', 'cell_clName: IST-MEL1', 'smallmolecule_smName: Staurosporine', 'assayCompoundConcentration: 0.005083333')	706.0	4.532578
('2179 1860', 'recordedWell: J03', 'day_timepoint: 1', 'cell_clName: IST-MEL1', 'smallmolecule_smName: GW843682', 'assayCompoundConcentration: 1.23457')	215.0	1.395349
('2180 1861', 'recordedWell: J03', 'day_timepoint: 2', 'cell_clName: IST-MEL1', 'smallmolecule_smName: GW843682', 'assayCompoundConcentration: 1.23457')	488.0	0.614754
('2181 1862', 'recordedWell: J03', 'day_timepoint: 3', 'cell_clName: IST-MEL1', 'smallmolecule_smName: GW843682', 'assayCompoundConcentration: 1.23457')	618.0	2.10356
('2182 1863', 'recordedWell: J04', 'day_timepoint: 1', 'cell_clName: IST-MEL1', 'smallmolecule_smName: ', 'assayCompoundConcentration: ')	247.0	1.214575
('2183 1864', 'recordedWell: J04', 'day_timepoint: 2', 'cell_clName: IST-MEL1', 'smallmolecule_smName: ', 'assayCompoundConcentration: ')	445.0	1.123595
('2184 1865', 'recordedWell: J04', 'day_timepoint: 3', 'cell_clName: IST-MEL1', 'smallmolecule_smName: ', 'assayCompoundConcentration: ')	698.0	3.438396
('2185 1866', 'recordedWell: J05', 'day_timepoint: 1', 'cell_clName: IST-MEL1', 'smallmolecule_smName: GW843682', 'assayCompoundConcentration: 1.23457')	329.0	0.607903
('2186 1867', 'recordedWell: J05', 'day_timepoint: 2', 'cell_clName: IST-MEL1', 'smallmolecule_smName: GW843682', 'assayCompoundConcentration: 1.23457')	513.0	1.559454
('2187 1868', 'recordedWell: J05', 'day_timepoint: 3', 'cell_clName: IST-MEL1', 'smallmolecule_smName: GW843682', 'assayCompoundConcentration: 1.23457')	686.0	2.623907
('2188 1869', 'recordedWell: J06', 'day_timepoint: 1', 'cell_clName: IST-MEL1', 'smallmolecule_smName: Tozasertib', 'assayCompoundConcentration: 1.23457')	310.0	0.322581
('2189 1870', 'recordedWell: J06', 'day_timepoint: 2', 'cell_clName: IST-MEL1', 'smallmolecule_smName: Tozasertib', 'assayCompoundConcentration: 1.23457')	392.0	1.530612
('2190 1871', 'recordedWell: J06', 'day_timepoint: 3', 'cell_clName: IST-MEL1', 'smallmolecule_smName: Tozasertib', 'assayCompoundConcentration: 1.23457')	586.0	3.583618
('2191 1872', 'recordedWell: J07', 'day_timepoint: 1', 'cell_clName: IST-MEL1', 'smallmolecule_smName: GW843682', 'assayCompoundConcentration: 0.001696667')	314.0	0.636943
('2192 1873', 'recordedWell: J07', 'day_timepoint: 2', 'cell_clName: IST-MEL1', 'smallmolecule_smName: GW843682', 'assayCompoundConcentration: 0.001696667')	536.0	1.865672
('2193 1874', 'recordedWell: J07', 'day_timepoint: 3', 'cell_clName: IST-MEL1', 'smallmolecule_smName: GW843682', 'assayCompoundConcentration: 0.001696667')	719.0	4.172462
('2194 1875', 'recordedWell: J08', 'day_timepoint: 1', 'cell_clName: IST-MEL1', 'smallmolecule_smName: Tozasertib', 'assayCompoundConcentration: 1.23457')	307.0	0.0
('2195 1876', 'recordedWell: J08', 'day_timepoint: 2', 'cell_clName: IST-MEL1', 'smallmolecule_smName: Tozasertib', 'assayCompoundConcentration: 1.23457')	405.0	1.481481
('2196 1877', 'recordedWell: J08', 'day_timepoint: 3', 'cell_clName: IST-MEL1', 'smallmolecule_smName: Tozasertib', 'assayCompoundConcentration: 1.23457')	575.0	1.565217
('2197 1878', 'recordedWell: J09', 'day_timepoint: 1', 'cell_clName: IST-MEL1', 'smallmolecule_smName: GW843682', 'assayCompoundConcentration: 0.001696667')	266.0	0.75188
('2198 1879', 'recordedWell: J09', 'day_timepoint: 2', 'cell_clName: IST-MEL1', 'smallmolecule_smName: GW843682', 'assayCompoundConcentration: 0.001696667')	458.0	1.965065
('2199 1880', 'recordedWell: J09', 'day_timepoint: 3', 'cell_clName: IST-MEL1', 'smallmolecule_smName: GW843682', 'assayCompoundConcentration: 0.001696667')	690.0	2.753623
('2200 1881', 'recordedWell: J10', 'day_timepoint: 1', 'cell_clName: IST-MEL1', 'smallmolecule_smName: Tozasertib', 'assayCompoundConcentration: 0.001696667')	261.0	2.298851
('2201 1882', 'recordedWell: J10', 'day_timepoint: 2', 'cell_clName: IST-MEL1', 'smallmolecule_smName: Tozasertib', 'assayCompoundConcentration: 0.001696667')	516.0	0.581395
('2202 1883', 'recordedWell: J10', 'day_timepoint: 3', 'cell_clName: IST-MEL1', 'smallmolecule_smName: Tozasertib', 'assayCompoundConcentration: 0.001696667')	712.0	4.353932
('2203 1884', 'recordedWell: J11', 'day_timepoint: 1', 'cell_clName: IST-MEL1', 'smallmolecule_smName: ', 'assayCompoundConcentration: ')	271.0	0.738007
('2204 1885', 'recordedWell: J11', 'day_timepoint: 2', 'cell_clName: IST-MEL1', 'smallmolecule_smName: ', 'assayCompoundConcentration: ')	510.0	1.960784
('2205 1886', 'recordedWell: J11', 'day_timepoint: 3', 'cell_clName: IST-MEL1', 'smallmolecule_smName: ', 'assayCompoundConcentration: ')	693.0	4.040404
('2206 1887', 'recordedWell: J12', 'day_timepoint: 1', 'cell_clName: IST-MEL1', 'smallmolecule_smName: Tozasertib', 'assayCompoundConcentration: 0.001696667')	271.0	0.738007
('2207 1888', 'recordedWell: J12', 'day_timepoint: 2', 'cell_clName: IST-MEL1', 'smallmolecule_smName: Tozasertib', 'assayCompoundConcentration: 0.001696667')	471.0	2.335456
('2208 1889', 'recordedWell: J12', 'day_timepoint: 3', 'cell_clName: IST-MEL1', 'smallmolecule_smName: Tozasertib', 'assayCompoundConcentration: 0.001696667')	645.0	4.031008
('2209 1890', 'recordedWell: J13', 'day_timepoint: 1', 'cell_clName: IST-MEL1', 'smallmolecule_smName: XMD-12', 'assayCompoundConcentration: 0.411523333')	123.0	1.626016
('2210 1891', 'recordedWell: J13', 'day_timepoint: 2', 'cell_clName: IST-MEL1', 'smallmolecule_smName: XMD-12', 'assayCompoundConcentration: 0.411523333')	207.0	2.898551
('2211 1892', 'recordedWell: J13', 'day_timepoint: 3', 'cell_clName: IST-MEL1', 'smallmolecule_smName: XMD-12', 'assayCompoundConcentration: 0.411523333')	239.0	6.276151
('2212 1893', 'recordedWell: J14', 'day_timepoint: 1', 'cell_clName: IST-MEL1', 'smallmolecule_smName: ', 'assayCompoundConcentration: ')	243.0	0.411523
('2213 1894', 'recordedWell: J14', 'day_timepoint: 2', 'cell_clName: IST-MEL1', 'smallmolecule_smName: ', 'assayCompoundConcentration: ')	542.0	1.660517
('2214 1895', 'recordedWell: J14', 'day_timepoint: 3', 'cell_clName: IST-MEL1', 'smallmolecule_smName: ', 'assayCompoundConcentration: ')	656.0	4.878049
('2215 1896', 'recordedWell: J15', 'day_timepoint: 1', 'cell_clName: IST-MEL1', 'smallmolecule_smName: XMD-12', 'assayCompoundConcentration: 0.411523333')	191.0	0.52356
('2216 1897', 'recordedWell: J15', 'day_timepoint: 2', 'cell_clName: IST-MEL1', 'smallmolecule_smName: XMD-12', 'assayCompoundConcentration: 0.411523333')	214.0	4.205607
('2217 1898', 'recordedWell: J15', 'day_timepoint: 3', 'cell_clName: IST-MEL1', 'smallmolecule_smName: XMD-12', 'assayCompoundConcentration: 0.411523333')	245.0	8.163265
('2218 1899', 'recordedWell: J16', 'day_timepoint: 1', 'cell_clName: IST-MEL1', 'smallmolecule_smName: Taxol', 'assayCompoundConcentration: 1.23457')	95.0	3.157895
('2219 1900', 'recordedWell: J16', 'day_timepoint: 2', 'cell_clName: IST-MEL1', 'smallmolecule_smName: Taxol', 'assayCompoundConcentration: 1.23457')	127.0	12.598425
('2220 1901', 'recordedWell: J16', 'day_timepoint: 3', 'cell_clName: IST-MEL1', 'smallmolecule_smName: Taxol', 'assayCompoundConcentration: 1.23457')	176.0	20.454546
