	('cellCount 0',)	('percentApoptoticCells 1',)	('percentDeadCells 2',)
('5072 1633', 'smCenterCompoundID: 10014.0', 'smSalt: 101.0', 'smLincsID: LSM-1014', 'smName: GW843682', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: N07', 'controlType: ', 'assayCompoundConcentration: 0.00019', 'day: 2.0')	1733.0	2.8852	
('5073 1634', 'smCenterCompoundID: 10014.0', 'smSalt: 101.0', 'smLincsID: LSM-1014', 'smName: GW843682', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: N07', 'controlType: ', 'assayCompoundConcentration: 0.00019', 'day: 3.0')	3650.0	6.8219	
('5074 1635', 'smCenterCompoundID: 10021.0', 'smSalt: 101.0', 'smLincsID: LSM-1021', 'smName: Tozasertib', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: N08', 'controlType: ', 'assayCompoundConcentration: 0.137176667', 'day: 1.0')	743.0	6.8641	
('5075 1636', 'smCenterCompoundID: 10021.0', 'smSalt: 101.0', 'smLincsID: LSM-1021', 'smName: Tozasertib', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: N08', 'controlType: ', 'assayCompoundConcentration: 0.137176667', 'day: 2.0')	2071.0	2.9937	
('5076 1637', 'smCenterCompoundID: 10021.0', 'smSalt: 101.0', 'smLincsID: LSM-1021', 'smName: Tozasertib', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: N08', 'controlType: ', 'assayCompoundConcentration: 0.137176667', 'day: 3.0')	3323.0	9.7201	
('5077 1638', 'smCenterCompoundID: 10014.0', 'smSalt: 101.0', 'smLincsID: LSM-1014', 'smName: GW843682', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: N09', 'controlType: ', 'assayCompoundConcentration: 0.00019', 'day: 1.0')	757.0	6.4729	
('5078 1639', 'smCenterCompoundID: 10014.0', 'smSalt: 101.0', 'smLincsID: LSM-1014', 'smName: GW843682', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: N09', 'controlType: ', 'assayCompoundConcentration: 0.00019', 'day: 2.0')	1732.0	2.8291	
('5079 1640', 'smCenterCompoundID: 10014.0', 'smSalt: 101.0', 'smLincsID: LSM-1014', 'smName: GW843682', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: N09', 'controlType: ', 'assayCompoundConcentration: 0.00019', 'day: 3.0')	3840.0	7.1615	
('5080 1641', 'smCenterCompoundID: 10021.0', 'smSalt: 101.0', 'smLincsID: LSM-1021', 'smName: Tozasertib', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: N10', 'controlType: ', 'assayCompoundConcentration: 0.00019', 'day: 1.0')	784.0	6.1224	
('5081 1642', 'smCenterCompoundID: 10021.0', 'smSalt: 101.0', 'smLincsID: LSM-1021', 'smName: Tozasertib', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: N10', 'controlType: ', 'assayCompoundConcentration: 0.00019', 'day: 2.0')	2067.0	2.9511	
('5082 1643', 'smCenterCompoundID: 10021.0', 'smSalt: 101.0', 'smLincsID: LSM-1021', 'smName: Tozasertib', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: N10', 'controlType: ', 'assayCompoundConcentration: 0.00019', 'day: 3.0')	3290.0	8.7234	
('5083 1644', 'smCenterCompoundID: ', 'smSalt: ', 'smLincsID: ', 'smName: ', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: N11', 'controlType: N', 'assayCompoundConcentration: ', 'day: 1.0')	898.0	5.2339	
('5084 1645', 'smCenterCompoundID: ', 'smSalt: ', 'smLincsID: ', 'smName: ', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: N11', 'controlType: N', 'assayCompoundConcentration: ', 'day: 2.0')	1655.0	3.3233	
('5085 1646', 'smCenterCompoundID: ', 'smSalt: ', 'smLincsID: ', 'smName: ', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: N11', 'controlType: N', 'assayCompoundConcentration: ', 'day: 3.0')	3797.0	7.822	
('5086 1647', 'smCenterCompoundID: 10021.0', 'smSalt: 101.0', 'smLincsID: LSM-1021', 'smName: Tozasertib', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: N12', 'controlType: ', 'assayCompoundConcentration: 0.00019', 'day: 1.0')	1002.0	7.8842	
('5087 1648', 'smCenterCompoundID: 10021.0', 'smSalt: 101.0', 'smLincsID: LSM-1021', 'smName: Tozasertib', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: N12', 'controlType: ', 'assayCompoundConcentration: 0.00019', 'day: 2.0')	1995.0	3.4586	
('5088 1649', 'smCenterCompoundID: 10021.0', 'smSalt: 101.0', 'smLincsID: LSM-1021', 'smName: Tozasertib', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: N12', 'controlType: ', 'assayCompoundConcentration: 0.00019', 'day: 3.0')	4075.0	7.5337	
('5089 1650', 'smCenterCompoundID: 10106.0', 'smSalt: 101.0', 'smLincsID: LSM-1106', 'smName: XMD-12', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: N13', 'controlType: ', 'assayCompoundConcentration: 0.045726667', 'day: 1.0')	515.0	13.398	
('5090 1651', 'smCenterCompoundID: 10106.0', 'smSalt: 101.0', 'smLincsID: LSM-1106', 'smName: XMD-12', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: N13', 'controlType: ', 'assayCompoundConcentration: 0.045726667', 'day: 2.0')	413.0	19.128	
('5091 1652', 'smCenterCompoundID: 10106.0', 'smSalt: 101.0', 'smLincsID: LSM-1106', 'smName: XMD-12', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: N13', 'controlType: ', 'assayCompoundConcentration: 0.045726667', 'day: 3.0')	505.0	46.139	
('5092 1653', 'smCenterCompoundID: ', 'smSalt: ', 'smLincsID: ', 'smName: ', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: N14', 'controlType: N', 'assayCompoundConcentration: ', 'day: 1.0')	948.0	4.8523	
('5093 1654', 'smCenterCompoundID: ', 'smSalt: ', 'smLincsID: ', 'smName: ', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: N14', 'controlType: N', 'assayCompoundConcentration: ', 'day: 2.0')	2049.0	2.5866	
('5094 1655', 'smCenterCompoundID: ', 'smSalt: ', 'smLincsID: ', 'smName: ', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: N14', 'controlType: N', 'assayCompoundConcentration: ', 'day: 3.0')	4050.0	6.0741	
('5095 1656', 'smCenterCompoundID: 10106.0', 'smSalt: 101.0', 'smLincsID: LSM-1106', 'smName: XMD-12', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: N15', 'controlType: ', 'assayCompoundConcentration: 0.045726667', 'day: 1.0')	664.0	11.295	
('5096 1657', 'smCenterCompoundID: 10106.0', 'smSalt: 101.0', 'smLincsID: LSM-1106', 'smName: XMD-12', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: N15', 'controlType: ', 'assayCompoundConcentration: 0.045726667', 'day: 2.0')	569.0	14.763	
('5097 1658', 'smCenterCompoundID: 10106.0', 'smSalt: 101.0', 'smLincsID: LSM-1106', 'smName: XMD-12', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: N15', 'controlType: ', 'assayCompoundConcentration: 0.045726667', 'day: 3.0')	1052.0	32.985	
('5098 1659', 'smCenterCompoundID: 10102.0', 'smSalt: 101.0', 'smLincsID: LSM-1102', 'smName: Taxol', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: N16', 'controlType: ', 'assayCompoundConcentration: 0.137176667', 'day: 1.0')	346.0	49.133	
('5099 1660', 'smCenterCompoundID: 10102.0', 'smSalt: 101.0', 'smLincsID: LSM-1102', 'smName: Taxol', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: N16', 'controlType: ', 'assayCompoundConcentration: 0.137176667', 'day: 2.0')	251.0	50.996	
('5100 1661', 'smCenterCompoundID: 10102.0', 'smSalt: 101.0', 'smLincsID: LSM-1102', 'smName: Taxol', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: N16', 'controlType: ', 'assayCompoundConcentration: 0.137176667', 'day: 3.0')	274.0	68.248	
('5101 1662', 'smCenterCompoundID: 10106.0', 'smSalt: 101.0', 'smLincsID: LSM-1106', 'smName: XMD-12', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: N17', 'controlType: ', 'assayCompoundConcentration: 6.33333e-05', 'day: 1.0')	921.0	6.2975	
('5102 1663', 'smCenterCompoundID: 10106.0', 'smSalt: 101.0', 'smLincsID: LSM-1106', 'smName: XMD-12', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: N17', 'controlType: ', 'assayCompoundConcentration: 6.33333e-05', 'day: 2.0')	1550.0	3.1613	
('5103 1664', 'smCenterCompoundID: 10106.0', 'smSalt: 101.0', 'smLincsID: LSM-1106', 'smName: XMD-12', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: N17', 'controlType: ', 'assayCompoundConcentration: 6.33333e-05', 'day: 3.0')	4364.0	9.1201	
('5104 1665', 'smCenterCompoundID: 10102.0', 'smSalt: 101.0', 'smLincsID: LSM-1102', 'smName: Taxol', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: N18', 'controlType: ', 'assayCompoundConcentration: 0.137176667', 'day: 1.0')	348.0	43.391	
('5105 1666', 'smCenterCompoundID: 10102.0', 'smSalt: 101.0', 'smLincsID: LSM-1102', 'smName: Taxol', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: N18', 'controlType: ', 'assayCompoundConcentration: 0.137176667', 'day: 2.0')	308.0	58.442	
('5106 1667', 'smCenterCompoundID: 10102.0', 'smSalt: 101.0', 'smLincsID: LSM-1102', 'smName: Taxol', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: N18', 'controlType: ', 'assayCompoundConcentration: 0.137176667', 'day: 3.0')	367.0	72.207	
('5107 1668', 'smCenterCompoundID: 10106.0', 'smSalt: 101.0', 'smLincsID: LSM-1106', 'smName: XMD-12', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: N19', 'controlType: ', 'assayCompoundConcentration: 6.33333e-05', 'day: 1.0')	1117.0	4.8344	
('5108 1669', 'smCenterCompoundID: 10106.0', 'smSalt: 101.0', 'smLincsID: LSM-1106', 'smName: XMD-12', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: N19', 'controlType: ', 'assayCompoundConcentration: 6.33333e-05', 'day: 2.0')	1635.0	3.792	
('5109 1670', 'smCenterCompoundID: 10106.0', 'smSalt: 101.0', 'smLincsID: LSM-1106', 'smName: XMD-12', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: N19', 'controlType: ', 'assayCompoundConcentration: 6.33333e-05', 'day: 3.0')	4149.0	7.6645	
('5110 1671', 'smCenterCompoundID: 10102.0', 'smSalt: 101.0', 'smLincsID: LSM-1102', 'smName: Taxol', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: N20', 'controlType: ', 'assayCompoundConcentration: 0.00019', 'day: 1.0')	906.0	5.9603	
('5111 1672', 'smCenterCompoundID: 10102.0', 'smSalt: 101.0', 'smLincsID: LSM-1102', 'smName: Taxol', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: N20', 'controlType: ', 'assayCompoundConcentration: 0.00019', 'day: 2.0')	1551.0	4.7066	
('5112 1673', 'smCenterCompoundID: 10102.0', 'smSalt: 101.0', 'smLincsID: LSM-1102', 'smName: Taxol', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: N20', 'controlType: ', 'assayCompoundConcentration: 0.00019', 'day: 3.0')	4214.0	9.7769	
('5113 1674', 'smCenterCompoundID: ', 'smSalt: ', 'smLincsID: ', 'smName: ', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: N21', 'controlType: N', 'assayCompoundConcentration: ', 'day: 1.0')	943.0	8.4836	
('5114 1675', 'smCenterCompoundID: ', 'smSalt: ', 'smLincsID: ', 'smName: ', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: N21', 'controlType: N', 'assayCompoundConcentration: ', 'day: 2.0')	1793.0	4.0156	
('5115 1676', 'smCenterCompoundID: ', 'smSalt: ', 'smLincsID: ', 'smName: ', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: N21', 'controlType: N', 'assayCompoundConcentration: ', 'day: 3.0')	4385.0	8.073	
('5116 1677', 'smCenterCompoundID: 10102.0', 'smSalt: 101.0', 'smLincsID: LSM-1102', 'smName: Taxol', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: N22', 'controlType: ', 'assayCompoundConcentration: 0.00019', 'day: 1.0')	986.0	5.9838	
('5117 1678', 'smCenterCompoundID: 10102.0', 'smSalt: 101.0', 'smLincsID: LSM-1102', 'smName: Taxol', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: N22', 'controlType: ', 'assayCompoundConcentration: 0.00019', 'day: 2.0')	1428.0	4.5518	
('5118 1679', 'smCenterCompoundID: 10102.0', 'smSalt: 101.0', 'smLincsID: LSM-1102', 'smName: Taxol', 'clName: HUTU-80', 'clCenterSpecificID: 50016', 'recordedWell: N22', 'controlType: ', 'assayCompoundConcentration: 0.00019', 'day: 3.0')	3461.0	7.31	
('5119 1680', 'smCenterCompoundID: 10104.0', 'smSalt: 101.0', 'smLincsID: LSM-1104', 'smName: RO-3306', 'clName: KYSE-140', 'clCenterSpecificID: 50024', 'recordedWell: C03', 'controlType: ', 'assayCompoundConcentration: 33.33333333', 'day: 1.0')	238.0	17.201126	36.328564
('5120 1681', 'smCenterCompoundID: 10104.0', 'smSalt: 101.0', 'smLincsID: LSM-1104', 'smName: RO-3306', 'clName: KYSE-140', 'clCenterSpecificID: 50024', 'recordedWell: C03', 'controlType: ', 'assayCompoundConcentration: 33.33333333', 'day: 2.0')	170.0	22.443682	32.536484
('5121 1682', 'smCenterCompoundID: ', 'smSalt: ', 'smLincsID: ', 'smName: ', 'clName: KYSE-140', 'clCenterSpecificID: 50024', 'recordedWell: C04', 'controlType: N', 'assayCompoundConcentration: ', 'day: 1.0')	386.0	4.717489	9.776884
('5122 1683', 'smCenterCompoundID: ', 'smSalt: ', 'smLincsID: ', 'smName: ', 'clName: KYSE-140', 'clCenterSpecificID: 50024', 'recordedWell: C04', 'controlType: N', 'assayCompoundConcentration: ', 'day: 2.0')	275.0	9.04774	11.332074
('5123 1684', 'smCenterCompoundID: 10104.0', 'smSalt: 101.0', 'smLincsID: LSM-1104', 'smName: RO-3306', 'clName: KYSE-140', 'clCenterSpecificID: 50024', 'recordedWell: C05', 'controlType: ', 'assayCompoundConcentration: 33.33333333', 'day: 1.0')	226.0	15.121796	38.756889
('5124 1685', 'smCenterCompoundID: 10104.0', 'smSalt: 101.0', 'smLincsID: LSM-1104', 'smName: RO-3306', 'clName: KYSE-140', 'clCenterSpecificID: 50024', 'recordedWell: C05', 'controlType: ', 'assayCompoundConcentration: 33.33333333', 'day: 2.0')	156.0	27.912296	38.599632
('5125 1686', 'smCenterCompoundID: 10041.0', 'smSalt: 101.0', 'smLincsID: LSM-1041', 'smName: BI-2536', 'clName: KYSE-140', 'clCenterSpecificID: 50024', 'recordedWell: C06', 'controlType: ', 'assayCompoundConcentration: 33.33333333', 'day: 1.0')	188.0	19.400679	39.582905
('5126 1687', 'smCenterCompoundID: 10041.0', 'smSalt: 101.0', 'smLincsID: LSM-1041', 'smName: BI-2536', 'clName: KYSE-140', 'clCenterSpecificID: 50024', 'recordedWell: C06', 'controlType: ', 'assayCompoundConcentration: 33.33333333', 'day: 2.0')	124.0	70.26609	72.639351
('5127 1688', 'smCenterCompoundID: 10104.0', 'smSalt: 101.0', 'smLincsID: LSM-1104', 'smName: RO-3306', 'clName: KYSE-140', 'clCenterSpecificID: 50024', 'recordedWell: C07', 'controlType: ', 'assayCompoundConcentration: 0.045726667', 'day: 1.0')	367.0	5.631514	11.754011
('5128 1689', 'smCenterCompoundID: 10104.0', 'smSalt: 101.0', 'smLincsID: LSM-1104', 'smName: RO-3306', 'clName: KYSE-140', 'clCenterSpecificID: 50024', 'recordedWell: C07', 'controlType: ', 'assayCompoundConcentration: 0.045726667', 'day: 2.0')	410.0	8.745016	9.70832
('5129 1690', 'smCenterCompoundID: 10041.0', 'smSalt: 101.0', 'smLincsID: LSM-1041', 'smName: BI-2536', 'clName: KYSE-140', 'clCenterSpecificID: 50024', 'recordedWell: C08', 'controlType: ', 'assayCompoundConcentration: 33.33333333', 'day: 1.0')	180.0	20.698252	37.626266
('5130 1691', 'smCenterCompoundID: 10041.0', 'smSalt: 101.0', 'smLincsID: LSM-1041', 'smName: BI-2536', 'clName: KYSE-140', 'clCenterSpecificID: 50024', 'recordedWell: C08', 'controlType: ', 'assayCompoundConcentration: 33.33333333', 'day: 2.0')	152.0	75.25029	70.616158
('5131 1692', 'smCenterCompoundID: 10104.0', 'smSalt: 101.0', 'smLincsID: LSM-1104', 'smName: RO-3306', 'clName: KYSE-140', 'clCenterSpecificID: 50024', 'recordedWell: C09', 'controlType: ', 'assayCompoundConcentration: 0.045726667', 'day: 1.0')	383.0	4.064342	8.714744
('5132 1693', 'smCenterCompoundID: 10104.0', 'smSalt: 101.0', 'smLincsID: LSM-1104', 'smName: RO-3306', 'clName: KYSE-140', 'clCenterSpecificID: 50024', 'recordedWell: C09', 'controlType: ', 'assayCompoundConcentration: 0.045726667', 'day: 2.0')	407.0	9.49437	10.56968
('5133 1694', 'smCenterCompoundID: 10041.0', 'smSalt: 101.0', 'smLincsID: LSM-1041', 'smName: BI-2536', 'clName: KYSE-140', 'clCenterSpecificID: 50024', 'recordedWell: C10', 'controlType: ', 'assayCompoundConcentration: 0.045726667', 'day: 1.0')	199.0	8.72901	19.642153
('5134 1695', 'smCenterCompoundID: 10041.0', 'smSalt: 101.0', 'smLincsID: LSM-1041', 'smName: BI-2536', 'clName: KYSE-140', 'clCenterSpecificID: 50024', 'recordedWell: C10', 'controlType: ', 'assayCompoundConcentration: 0.045726667', 'day: 2.0')	190.0	25.207352	25.05876
('5135 1696', 'smCenterCompoundID: ', 'smSalt: ', 'smLincsID: ', 'smName: ', 'clName: KYSE-140', 'clCenterSpecificID: 50024', 'recordedWell: C11', 'controlType: N', 'assayCompoundConcentration: ', 'day: 1.0')	368.0	3.099801	6.987978
('5136 1697', 'smCenterCompoundID: ', 'smSalt: ', 'smLincsID: ', 'smName: ', 'clName: KYSE-140', 'clCenterSpecificID: 50024', 'recordedWell: C11', 'controlType: N', 'assayCompoundConcentration: ', 'day: 2.0')	375.0	10.9513	12.785632
('5137 1698', 'smCenterCompoundID: 10041.0', 'smSalt: 101.0', 'smLincsID: LSM-1041', 'smName: BI-2536', 'clName: KYSE-140', 'clCenterSpecificID: 50024', 'recordedWell: C12', 'controlType: ', 'assayCompoundConcentration: 0.045726667', 'day: 1.0')	192.0	6.500513	18.91003
('5138 1699', 'smCenterCompoundID: 10041.0', 'smSalt: 101.0', 'smLincsID: LSM-1041', 'smName: BI-2536', 'clName: KYSE-140', 'clCenterSpecificID: 50024', 'recordedWell: C12', 'controlType: ', 'assayCompoundConcentration: 0.045726667', 'day: 2.0')	191.0	30.41584	28.963432
('5139 1700', 'smCenterCompoundID: 10105.0', 'smSalt: 101.0', 'smLincsID: LSM-1105', 'smName: MPS-1-IN-1', 'clName: KYSE-140', 'clCenterSpecificID: 50024', 'recordedWell: C13', 'controlType: ', 'assayCompoundConcentration: 11.11111333', 'day: 1.0')	223.0	11.572975	41.187134
('5140 1701', 'smCenterCompoundID: 10105.0', 'smSalt: 101.0', 'smLincsID: LSM-1105', 'smName: MPS-1-IN-1', 'clName: KYSE-140', 'clCenterSpecificID: 50024', 'recordedWell: C13', 'controlType: ', 'assayCompoundConcentration: 11.11111333', 'day: 2.0')	170.0	28.150837	38.499123
('5141 1702', 'smCenterCompoundID: ', 'smSalt: ', 'smLincsID: ', 'smName: ', 'clName: KYSE-140', 'clCenterSpecificID: 50024', 'recordedWell: C14', 'controlType: N', 'assayCompoundConcentration: ', 'day: 1.0')	345.0	5.809711	9.891199
('5142 1703', 'smCenterCompoundID: ', 'smSalt: ', 'smLincsID: ', 'smName: ', 'clName: KYSE-140', 'clCenterSpecificID: 50024', 'recordedWell: C14', 'controlType: N', 'assayCompoundConcentration: ', 'day: 2.0')	325.0	13.131034	13.220228
('5143 1704', 'smCenterCompoundID: 10105.0', 'smSalt: 101.0', 'smLincsID: LSM-1105', 'smName: MPS-1-IN-1', 'clName: KYSE-140', 'clCenterSpecificID: 50024', 'recordedWell: C15', 'controlType: ', 'assayCompoundConcentration: 11.11111333', 'day: 1.0')	232.0	11.790417	45.287071
('5144 1705', 'smCenterCompoundID: 10105.0', 'smSalt: 101.0', 'smLincsID: LSM-1105', 'smName: MPS-1-IN-1', 'clName: KYSE-140', 'clCenterSpecificID: 50024', 'recordedWell: C15', 'controlType: ', 'assayCompoundConcentration: 11.11111333', 'day: 2.0')	182.0	25.289486	39.77499
('5145 1706', 'smCenterCompoundID: 10103.0', 'smSalt: 101.0', 'smLincsID: LSM-1103', 'smName: Staurosporine', 'clName: KYSE-140', 'clCenterSpecificID: 50024', 'recordedWell: C16', 'controlType: ', 'assayCompoundConcentration: 33.33333333', 'day: 1.0')	199.0	9.762569	26.49408
('5146 1707', 'smCenterCompoundID: 10103.0', 'smSalt: 101.0', 'smLincsID: LSM-1103', 'smName: Staurosporine', 'clName: KYSE-140', 'clCenterSpecificID: 50024', 'recordedWell: C16', 'controlType: ', 'assayCompoundConcentration: 33.33333333', 'day: 2.0')	145.0	23.924112	30.110743
('5147 1708', 'smCenterCompoundID: 10105.0', 'smSalt: 101.0', 'smLincsID: LSM-1105', 'smName: MPS-1-IN-1', 'clName: KYSE-140', 'clCenterSpecificID: 50024', 'recordedWell: C17', 'controlType: ', 'assayCompoundConcentration: 0.015243333', 'day: 1.0')	369.0	6.089796	10.699753
('5148 1709', 'smCenterCompoundID: 10105.0', 'smSalt: 101.0', 'smLincsID: LSM-1105', 'smName: MPS-1-IN-1', 'clName: KYSE-140', 'clCenterSpecificID: 50024', 'recordedWell: C17', 'controlType: ', 'assayCompoundConcentration: 0.015243333', 'day: 2.0')	306.0	13.816577	14.256769
('5149 1710', 'smCenterCompoundID: 10103.0', 'smSalt: 101.0', 'smLincsID: LSM-1103', 'smName: Staurosporine', 'clName: KYSE-140', 'clCenterSpecificID: 50024', 'recordedWell: C18', 'controlType: ', 'assayCompoundConcentration: 33.33333333', 'day: 1.0')	212.0	9.279172	23.346992
('5150 1711', 'smCenterCompoundID: 10103.0', 'smSalt: 101.0', 'smLincsID: LSM-1103', 'smName: Staurosporine', 'clName: KYSE-140', 'clCenterSpecificID: 50024', 'recordedWell: C18', 'controlType: ', 'assayCompoundConcentration: 33.33333333', 'day: 2.0')	169.0	21.669516	23.016365
('5151 1712', 'smCenterCompoundID: 10105.0', 'smSalt: 101.0', 'smLincsID: LSM-1105', 'smName: MPS-1-IN-1', 'clName: KYSE-140', 'clCenterSpecificID: 50024', 'recordedWell: C19', 'controlType: ', 'assayCompoundConcentration: 0.015243333', 'day: 1.0')	360.0	4.739544	9.676333
('5152 1713', 'smCenterCompoundID: 10105.0', 'smSalt: 101.0', 'smLincsID: LSM-1105', 'smName: MPS-1-IN-1', 'clName: KYSE-140', 'clCenterSpecificID: 50024', 'recordedWell: C19', 'controlType: ', 'assayCompoundConcentration: 0.015243333', 'day: 2.0')	59.0	1.29574	0.0
('5153 1714', 'smCenterCompoundID: 10103.0', 'smSalt: 101.0', 'smLincsID: LSM-1103', 'smName: Staurosporine', 'clName: KYSE-140', 'clCenterSpecificID: 50024', 'recordedWell: C20', 'controlType: ', 'assayCompoundConcentration: 0.00019', 'day: 1.0')	357.0	5.262805	12.475849
