	('totalNumberofCells(Nuclei) 0',)	('numberofApoptoticCells 1',)	('relativeViability 2',)	('meanRelativeViability 3',)	('apoptosisFraction 4',)	('meanApoptosisFraction 5',)
('PLX4032 2414', 'smCenterCompoundID: 10068.0', 'smLincsID: LSM-1068', 'smName: PLX4032', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'drugConcentration: 1', 'timePoint: 24', 'replicate: 3')						
('PLX4032 2415', 'smCenterCompoundID: 10068.0', 'smLincsID: LSM-1068', 'smName: PLX4032', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'drugConcentration: 1', 'timePoint: 24', 'replicate: 4')						
('PLX4032 2416', 'smCenterCompoundID: 10068.0', 'smLincsID: LSM-1068', 'smName: PLX4032', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'drugConcentration: 1', 'timePoint: 48', 'replicate: 1')	2990.0	158.0	0.90086	0.88559	0.052843	0.064116
('PLX4032 2417', 'smCenterCompoundID: 10068.0', 'smLincsID: LSM-1068', 'smName: PLX4032', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'drugConcentration: 1', 'timePoint: 48', 'replicate: 2')	2932.0	135.0	0.88973	0.88559	0.046044	0.064116
('PLX4032 2418', 'smCenterCompoundID: 10068.0', 'smLincsID: LSM-1068', 'smName: PLX4032', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'drugConcentration: 1', 'timePoint: 48', 'replicate: 3')	2994.0	237.0	0.877	0.88559	0.079158	0.064116
('PLX4032 2419', 'smCenterCompoundID: 10068.0', 'smLincsID: LSM-1068', 'smName: PLX4032', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'drugConcentration: 1', 'timePoint: 48', 'replicate: 4')	2984.0	234.0	0.87478	0.88559	0.078418	0.064116
('PLX4032 2420', 'smCenterCompoundID: 10068.0', 'smLincsID: LSM-1068', 'smName: PLX4032', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'drugConcentration: 1', 'timePoint: 72', 'replicate: 1')	3927.0	342.0	0.69536	0.67121	0.087089	0.087364
('PLX4032 2421', 'smCenterCompoundID: 10068.0', 'smLincsID: LSM-1068', 'smName: PLX4032', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'drugConcentration: 1', 'timePoint: 72', 'replicate: 2')	4155.0	338.0	0.74036	0.67121	0.081348	0.087364
('PLX4032 2422', 'smCenterCompoundID: 10068.0', 'smLincsID: LSM-1068', 'smName: PLX4032', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'drugConcentration: 1', 'timePoint: 72', 'replicate: 3')	3476.0	312.0	0.6137	0.67121	0.089758	0.087364
('PLX4032 2423', 'smCenterCompoundID: 10068.0', 'smLincsID: LSM-1068', 'smName: PLX4032', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'drugConcentration: 1', 'timePoint: 72', 'replicate: 4')	3605.0	329.0	0.63542	0.67121	0.091262	0.087364
('PLX4032 2424', 'smCenterCompoundID: 10068.0', 'smLincsID: LSM-1068', 'smName: PLX4032', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'drugConcentration: 3.16', 'timePoint: 24', 'replicate: 1')	2246.0	147.0	0.83775	0.87526	0.06545	0.069582
('PLX4032 2425', 'smCenterCompoundID: 10068.0', 'smLincsID: LSM-1068', 'smName: PLX4032', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'drugConcentration: 3.16', 'timePoint: 24', 'replicate: 2')	2469.0	182.0	0.91278	0.87526	0.073714	0.069582
('PLX4032 2426', 'smCenterCompoundID: 10068.0', 'smLincsID: LSM-1068', 'smName: PLX4032', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'drugConcentration: 3.16', 'timePoint: 24', 'replicate: 3')						
('PLX4032 2427', 'smCenterCompoundID: 10068.0', 'smLincsID: LSM-1068', 'smName: PLX4032', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'drugConcentration: 3.16', 'timePoint: 24', 'replicate: 4')						
('PLX4032 2428', 'smCenterCompoundID: 10068.0', 'smLincsID: LSM-1068', 'smName: PLX4032', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'drugConcentration: 3.16', 'timePoint: 48', 'replicate: 1')	2419.0	215.0	0.70109	0.71875	0.08888	0.095079
('PLX4032 2429', 'smCenterCompoundID: 10068.0', 'smLincsID: LSM-1068', 'smName: PLX4032', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'drugConcentration: 3.16', 'timePoint: 48', 'replicate: 2')	2601.0	191.0	0.76662	0.71875	0.073433	0.095079
('PLX4032 2430', 'smCenterCompoundID: 10068.0', 'smLincsID: LSM-1068', 'smName: PLX4032', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'drugConcentration: 3.16', 'timePoint: 48', 'replicate: 3')	2388.0	274.0	0.67247	0.71875	0.11474	0.095079
('PLX4032 2431', 'smCenterCompoundID: 10068.0', 'smLincsID: LSM-1068', 'smName: PLX4032', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'drugConcentration: 3.16', 'timePoint: 48', 'replicate: 4')	2576.0	266.0	0.73481	0.71875	0.10326	0.095079
('PLX4032 2432', 'smCenterCompoundID: 10068.0', 'smLincsID: LSM-1068', 'smName: PLX4032', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'drugConcentration: 3.16', 'timePoint: 72', 'replicate: 1')	2917.0	475.0	0.47366	0.41978	0.16284	0.1638
('PLX4032 2433', 'smCenterCompoundID: 10068.0', 'smLincsID: LSM-1068', 'smName: PLX4032', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'drugConcentration: 3.16', 'timePoint: 72', 'replicate: 2')	2596.0	463.0	0.41372	0.41978	0.17835	0.1638
('PLX4032 2434', 'smCenterCompoundID: 10068.0', 'smLincsID: LSM-1068', 'smName: PLX4032', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'drugConcentration: 3.16', 'timePoint: 72', 'replicate: 3')	2521.0	393.0	0.41275	0.41978	0.15589	0.1638
('PLX4032 2435', 'smCenterCompoundID: 10068.0', 'smLincsID: LSM-1068', 'smName: PLX4032', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'drugConcentration: 3.16', 'timePoint: 72', 'replicate: 4')	2321.0	367.0	0.379	0.41978	0.15812	0.1638
(' 2436', 'smCenterCompoundID: ', 'smLincsID: ', 'smName: ', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'drugConcentration: 0', 'timePoint: 24', 'replicate: 1')	2514.0	153.0	0.94231		0.060859	
(' 2437', 'smCenterCompoundID: ', 'smLincsID: ', 'smName: ', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'drugConcentration: 0', 'timePoint: 24', 'replicate: 1')	2590.0	141.0	0.97744		0.05444	
(' 2438', 'smCenterCompoundID: ', 'smLincsID: ', 'smName: ', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'drugConcentration: 0', 'timePoint: 24', 'replicate: 1')	2640.0	150.0	0.9938		0.056818	
(' 2439', 'smCenterCompoundID: ', 'smLincsID: ', 'smName: ', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'drugConcentration: 0', 'timePoint: 24', 'replicate: 1')	2747.0	183.0	1.0233		0.066618	
(' 2440', 'smCenterCompoundID: ', 'smLincsID: ', 'smName: ', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'drugConcentration: 0', 'timePoint: 24', 'replicate: 1')	2795.0	218.0	1.0285		0.077996	
(' 2441', 'smCenterCompoundID: ', 'smLincsID: ', 'smName: ', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'drugConcentration: 0', 'timePoint: 24', 'replicate: 1')	2800.0	167.0	1.0509		0.059643	
(' 2442', 'smCenterCompoundID: ', 'smLincsID: ', 'smName: ', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'drugConcentration: 0', 'timePoint: 24', 'replicate: 1')	2987.0	209.0	1.1087		0.06997	
(' 2443', 'smCenterCompoundID: ', 'smLincsID: ', 'smName: ', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'drugConcentration: 0', 'timePoint: 24', 'replicate: 2')	2450.0	130.0	0.92595		0.053061	
(' 2444', 'smCenterCompoundID: ', 'smLincsID: ', 'smName: ', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'drugConcentration: 0', 'timePoint: 24', 'replicate: 2')	2565.0	211.0	0.93952		0.082261	
(' 2445', 'smCenterCompoundID: ', 'smLincsID: ', 'smName: ', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'drugConcentration: 0', 'timePoint: 24', 'replicate: 2')	2586.0	230.0	0.94032		0.08894	
(' 2446', 'smCenterCompoundID: ', 'smLincsID: ', 'smName: ', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'drugConcentration: 0', 'timePoint: 24', 'replicate: 2')	2630.0	192.0	0.97305		0.073004	
(' 2447', 'smCenterCompoundID: ', 'smLincsID: ', 'smName: ', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'drugConcentration: 0', 'timePoint: 24', 'replicate: 2')	2711.0	175.0	1.0122		0.064552	
(' 2448', 'smCenterCompoundID: ', 'smLincsID: ', 'smName: ', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'drugConcentration: 0', 'timePoint: 24', 'replicate: 2')	2734.0	181.0	1.0189		0.066203	
(' 2449', 'smCenterCompoundID: ', 'smLincsID: ', 'smName: ', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'drugConcentration: 0', 'timePoint: 24', 'replicate: 2')	2901.0	264.0	1.0525		0.091003	
(' 2450', 'smCenterCompoundID: ', 'smLincsID: ', 'smName: ', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'drugConcentration: 0', 'timePoint: 24', 'replicate: 3')						
(' 2451', 'smCenterCompoundID: ', 'smLincsID: ', 'smName: ', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'drugConcentration: 0', 'timePoint: 24', 'replicate: 3')						
(' 2452', 'smCenterCompoundID: ', 'smLincsID: ', 'smName: ', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'drugConcentration: 0', 'timePoint: 24', 'replicate: 3')						
(' 2453', 'smCenterCompoundID: ', 'smLincsID: ', 'smName: ', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'drugConcentration: 0', 'timePoint: 24', 'replicate: 3')						
(' 2454', 'smCenterCompoundID: ', 'smLincsID: ', 'smName: ', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'drugConcentration: 0', 'timePoint: 24', 'replicate: 3')						
(' 2455', 'smCenterCompoundID: ', 'smLincsID: ', 'smName: ', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'drugConcentration: 0', 'timePoint: 24', 'replicate: 3')						
(' 2456', 'smCenterCompoundID: ', 'smLincsID: ', 'smName: ', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'drugConcentration: 0', 'timePoint: 24', 'replicate: 3')						
(' 2457', 'smCenterCompoundID: ', 'smLincsID: ', 'smName: ', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'drugConcentration: 0', 'timePoint: 24', 'replicate: 4')						
(' 2458', 'smCenterCompoundID: ', 'smLincsID: ', 'smName: ', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'drugConcentration: 0', 'timePoint: 24', 'replicate: 4')						
(' 2459', 'smCenterCompoundID: ', 'smLincsID: ', 'smName: ', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'drugConcentration: 0', 'timePoint: 24', 'replicate: 4')						
(' 2460', 'smCenterCompoundID: ', 'smLincsID: ', 'smName: ', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'drugConcentration: 0', 'timePoint: 24', 'replicate: 4')						
(' 2461', 'smCenterCompoundID: ', 'smLincsID: ', 'smName: ', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'drugConcentration: 0', 'timePoint: 24', 'replicate: 4')						
(' 2462', 'smCenterCompoundID: ', 'smLincsID: ', 'smName: ', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'drugConcentration: 0', 'timePoint: 24', 'replicate: 4')						
(' 2463', 'smCenterCompoundID: ', 'smLincsID: ', 'smName: ', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'drugConcentration: 0', 'timePoint: 24', 'replicate: 4')						
(' 2464', 'smCenterCompoundID: ', 'smLincsID: ', 'smName: ', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'drugConcentration: 0', 'timePoint: 48', 'replicate: 1')	3201.0	173.0	0.96321		0.054046	
(' 2465', 'smCenterCompoundID: ', 'smLincsID: ', 'smName: ', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'drugConcentration: 0', 'timePoint: 48', 'replicate: 1')	3302.0	178.0	0.99375		0.053907	
(' 2466', 'smCenterCompoundID: ', 'smLincsID: ', 'smName: ', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'drugConcentration: 0', 'timePoint: 48', 'replicate: 1')	3316.0	164.0	1.0027		0.049457	
(' 2467', 'smCenterCompoundID: ', 'smLincsID: ', 'smName: ', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'drugConcentration: 0', 'timePoint: 48', 'replicate: 1')	3319.0	235.0	0.98102		0.070804	
(' 2468', 'smCenterCompoundID: ', 'smLincsID: ', 'smName: ', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'drugConcentration: 0', 'timePoint: 48', 'replicate: 1')	3388.0	194.0	1.016		0.057261	
(' 2469', 'smCenterCompoundID: ', 'smLincsID: ', 'smName: ', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'drugConcentration: 0', 'timePoint: 48', 'replicate: 1')	3414.0	191.0	1.0252		0.055946	
(' 2470', 'smCenterCompoundID: ', 'smLincsID: ', 'smName: ', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'drugConcentration: 0', 'timePoint: 48', 'replicate: 1')	3467.0	186.0	1.0437		0.053649	
(' 2471', 'smCenterCompoundID: ', 'smLincsID: ', 'smName: ', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'drugConcentration: 0', 'timePoint: 48', 'replicate: 2')	3091.0	191.0	0.92249		0.061792	
(' 2472', 'smCenterCompoundID: ', 'smLincsID: ', 'smName: ', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'drugConcentration: 0', 'timePoint: 48', 'replicate: 2')	3143.0	205.0	0.93458		0.065224	
(' 2473', 'smCenterCompoundID: ', 'smLincsID: ', 'smName: ', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'drugConcentration: 0', 'timePoint: 48', 'replicate: 2')	3216.0	145.0	0.97689		0.045087	
(' 2474', 'smCenterCompoundID: ', 'smLincsID: ', 'smName: ', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'drugConcentration: 0', 'timePoint: 48', 'replicate: 2')	3217.0	161.0	0.97212		0.050047	
(' 2475', 'smCenterCompoundID: ', 'smLincsID: ', 'smName: ', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'drugConcentration: 0', 'timePoint: 48', 'replicate: 2')	3217.0	134.0	0.98071		0.041654	
(' 2476', 'smCenterCompoundID: ', 'smLincsID: ', 'smName: ', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'drugConcentration: 0', 'timePoint: 48', 'replicate: 2')	3368.0	196.0	1.009		0.058195	
(' 2477', 'smCenterCompoundID: ', 'smLincsID: ', 'smName: ', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'drugConcentration: 0', 'timePoint: 48', 'replicate: 2')	3377.0	200.0	1.0106		0.059224	
(' 2478', 'smCenterCompoundID: ', 'smLincsID: ', 'smName: ', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'drugConcentration: 0', 'timePoint: 48', 'replicate: 3')	3220.0	224.0	0.95303		0.069565	
(' 2479', 'smCenterCompoundID: ', 'smLincsID: ', 'smName: ', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'drugConcentration: 0', 'timePoint: 48', 'replicate: 3')	3234.0	248.0	0.94985		0.076685	
(' 2480', 'smCenterCompoundID: ', 'smLincsID: ', 'smName: ', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'drugConcentration: 0', 'timePoint: 48', 'replicate: 3')	3281.0	224.0	0.97243		0.068272	
(' 2481', 'smCenterCompoundID: ', 'smLincsID: ', 'smName: ', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'drugConcentration: 0', 'timePoint: 48', 'replicate: 3')	3404.0	228.0	1.0103		0.06698	
(' 2482', 'smCenterCompoundID: ', 'smLincsID: ', 'smName: ', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'drugConcentration: 0', 'timePoint: 48', 'replicate: 3')	3407.0	212.0	1.0163		0.062225	
(' 2483', 'smCenterCompoundID: ', 'smLincsID: ', 'smName: ', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'drugConcentration: 0', 'timePoint: 48', 'replicate: 3')	3460.0	228.0	1.0281		0.065896	
(' 2484', 'smCenterCompoundID: ', 'smLincsID: ', 'smName: ', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'drugConcentration: 0', 'timePoint: 48', 'replicate: 3')	3476.0	241.0	1.0291		0.069333	
(' 2485', 'smCenterCompoundID: ', 'smLincsID: ', 'smName: ', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'drugConcentration: 0', 'timePoint: 48', 'replicate: 4')	3141.0	245.0	0.92122		0.078001	
(' 2486', 'smCenterCompoundID: ', 'smLincsID: ', 'smName: ', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'drugConcentration: 0', 'timePoint: 48', 'replicate: 4')	3408.0	248.0	1.0052		0.07277	
(' 2487', 'smCenterCompoundID: ', 'smLincsID: ', 'smName: ', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'drugConcentration: 0', 'timePoint: 48', 'replicate: 4')	3494.0	273.0	1.0246		0.078134	
(' 2488', 'smCenterCompoundID: ', 'smLincsID: ', 'smName: ', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'drugConcentration: 0', 'timePoint: 48', 'replicate: 4')	3529.0	191.0	1.0618		0.054123	
(' 2489', 'smCenterCompoundID: ', 'smLincsID: ', 'smName: ', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'drugConcentration: 0', 'timePoint: 48', 'replicate: 4')	3552.0	176.0	1.0739		0.04955	
(' 2490', 'smCenterCompoundID: ', 'smLincsID: ', 'smName: ', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'drugConcentration: 0', 'timePoint: 48', 'replicate: 4')	3577.0	299.0	1.0427		0.08359	
(' 2491', 'smCenterCompoundID: ', 'smLincsID: ', 'smName: ', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'drugConcentration: 0', 'timePoint: 48', 'replicate: 4')	3587.0	255.0	1.0599		0.07109	
(' 2492', 'smCenterCompoundID: ', 'smLincsID: ', 'smName: ', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'drugConcentration: 0', 'timePoint: 72', 'replicate: 1')	6184.0	456.0	1.111		0.073739	
(' 2493', 'smCenterCompoundID: ', 'smLincsID: ', 'smName: ', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'drugConcentration: 0', 'timePoint: 72', 'replicate: 1')	6262.0	477.0	1.1221		0.076174	
(' 2494', 'smCenterCompoundID: ', 'smLincsID: ', 'smName: ', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'drugConcentration: 0', 'timePoint: 72', 'replicate: 1')	6359.0	427.0	1.1506		0.067149	
(' 2495', 'smCenterCompoundID: ', 'smLincsID: ', 'smName: ', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'drugConcentration: 0', 'timePoint: 72', 'replicate: 1')	6373.0	455.0	1.1479		0.071395	
(' 2496', 'smCenterCompoundID: ', 'smLincsID: ', 'smName: ', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'drugConcentration: 0', 'timePoint: 72', 'replicate: 1')	6739.0	498.0	1.2105		0.073898	
(' 2497', 'smCenterCompoundID: ', 'smLincsID: ', 'smName: ', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'drugConcentration: 0', 'timePoint: 72', 'replicate: 1')	6911.0	468.0	1.2497		0.067718	
(' 2498', 'smCenterCompoundID: ', 'smLincsID: ', 'smName: ', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'drugConcentration: 0', 'timePoint: 72', 'replicate: 1')	6951.0	459.0	1.2592		0.066034	
(' 2499', 'smCenterCompoundID: ', 'smLincsID: ', 'smName: ', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'drugConcentration: 0', 'timePoint: 72', 'replicate: 2')	5072.0	370.0	0.91201		0.07295	
(' 2500', 'smCenterCompoundID: ', 'smLincsID: ', 'smName: ', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'drugConcentration: 0', 'timePoint: 72', 'replicate: 2')	5642.0	401.0	1.0166		0.071074	
(' 2501', 'smCenterCompoundID: ', 'smLincsID: ', 'smName: ', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'drugConcentration: 0', 'timePoint: 72', 'replicate: 2')	5735.0	372.0	1.0402		0.064865	
(' 2502', 'smCenterCompoundID: ', 'smLincsID: ', 'smName: ', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'drugConcentration: 0', 'timePoint: 72', 'replicate: 2')	5877.0	387.0	1.0649		0.06585	
(' 2503', 'smCenterCompoundID: ', 'smLincsID: ', 'smName: ', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'drugConcentration: 0', 'timePoint: 72', 'replicate: 2')	5924.0	416.0	1.0683		0.070223	
(' 2504', 'smCenterCompoundID: ', 'smLincsID: ', 'smName: ', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'drugConcentration: 0', 'timePoint: 72', 'replicate: 2')	6026.0	510.0	1.0699		0.084633	
(' 2505', 'smCenterCompoundID: ', 'smLincsID: ', 'smName: ', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'drugConcentration: 0', 'timePoint: 72', 'replicate: 2')	6741.0	508.0	1.209		0.07536	
(' 2506', 'smCenterCompoundID: ', 'smLincsID: ', 'smName: ', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'drugConcentration: 0', 'timePoint: 72', 'replicate: 3')	4971.0	345.0	0.89727		0.069403	
(' 2507', 'smCenterCompoundID: ', 'smLincsID: ', 'smName: ', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'drugConcentration: 0', 'timePoint: 72', 'replicate: 3')	5057.0	371.0	0.90891		0.073364	
(' 2508', 'smCenterCompoundID: ', 'smLincsID: ', 'smName: ', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'drugConcentration: 0', 'timePoint: 72', 'replicate: 3')	5246.0	394.0	0.94111		0.075105	
(' 2509', 'smCenterCompoundID: ', 'smLincsID: ', 'smName: ', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'drugConcentration: 0', 'timePoint: 72', 'replicate: 3')	5255.0	404.0	0.94091		0.076879	
(' 2510', 'smCenterCompoundID: ', 'smLincsID: ', 'smName: ', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'drugConcentration: 0', 'timePoint: 72', 'replicate: 3')	5367.0	437.0	0.95624		0.081424	
(' 2511', 'smCenterCompoundID: ', 'smLincsID: ', 'smName: ', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'drugConcentration: 0', 'timePoint: 72', 'replicate: 3')	5550.0	412.0	0.99658		0.074234	
(' 2512', 'smCenterCompoundID: ', 'smLincsID: ', 'smName: ', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'drugConcentration: 0', 'timePoint: 72', 'replicate: 3')	5966.0	446.0	1.0707		0.074757	
(' 2513', 'smCenterCompoundID: ', 'smLincsID: ', 'smName: ', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'drugConcentration: 0', 'timePoint: 72', 'replicate: 4')	4411.0	341.0	0.78943		0.077307	
(' 2514', 'smCenterCompoundID: ', 'smLincsID: ', 'smName: ', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'drugConcentration: 0', 'timePoint: 72', 'replicate: 4')	4530.0	347.0	0.81135		0.0766	
(' 2515', 'smCenterCompoundID: ', 'smLincsID: ', 'smName: ', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'drugConcentration: 0', 'timePoint: 72', 'replicate: 4')	4570.0	357.0	0.81717		0.078118	
(' 2516', 'smCenterCompoundID: ', 'smLincsID: ', 'smName: ', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'drugConcentration: 0', 'timePoint: 72', 'replicate: 4')	4576.0	350.0	0.81969		0.076486	
(' 2517', 'smCenterCompoundID: ', 'smLincsID: ', 'smName: ', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'drugConcentration: 0', 'timePoint: 72', 'replicate: 4')	4718.0	358.0	0.84568		0.07588	
(' 2518', 'smCenterCompoundID: ', 'smLincsID: ', 'smName: ', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'drugConcentration: 0', 'timePoint: 72', 'replicate: 4')	4807.0	380.0	0.85867		0.079051	
(' 2519', 'smCenterCompoundID: ', 'smLincsID: ', 'smName: ', 'clName: WM1552C', 'clCenterSpecificID: 50568', 'drugConcentration: 0', 'timePoint: 72', 'replicate: 4')	4930.0	392.0	0.8802		0.079513	
