	('MeanIntensityDAPI 0',)	('ElongationFactor 1',)	('MeanIntensityAlexa488 2',)	('MeanIntensityAlexa555 3',)	('TotalIntensityAlexa555 4',)	('MeanIntensityAlexa647 5',)	('Area 6',)	('Z 7',)	('SpotCellCount 8',)	('TotalIntensityDAPI 9',)	('MeanIntensityDAPIMedNorm 10',)	('MeanIntensityAlexa488MedNorm 11',)	('MeanIntensityAlexa555MedNorm 12',)	('TotalIntensityAlexa555MedNorm 13',)	('MeanIntensityAlexa647MedNorm 14',)	('TotalIntensityDAPIMedNorm 15',)	('SpotCellCountMedNorm 16',)	('RadialPosition 17',)	('Density 18',)	('EdUPositiveProportion 19',)	('CVElongationFactor 20',)	('CVZ 21',)	('CVRadialPosition 22',)	('CVDensity 23',)	('CVEdUPositiveProportion 24',)	('LoessSCC 25',)
('IL6_Q75MH2-RnDSystems_206IL010CF_OJZ0711071 1337', 'id: IL6_Q75MH2-RnDSystems_206IL010CF_OJZ0711071', 'ECMpAnnotID: CDH3_P22223', 'Well: A02', 'Ligand: IL6', 'ReplicateCount:  12', 'ECMp: CDH3')	229.7	1.763	121.342	51.851	176019.0	4.138	3663.0	5706.0	13.5	768957.0	0.5395	1.1524	0.8833	0.73319	0.4433	0.47745	0.3375	94.607	0.99472	0.0	0.070473	0.001255	0.19161	0.32667	1.5219	0.9538
('IL6_Q75MH2-RnDSystems_206IL010CF_OJZ0711071 1338', 'id: IL6_Q75MH2-RnDSystems_206IL010CF_OJZ0711071', 'ECMpAnnotID: CDH6_P55285', 'Well: A02', 'Ligand: IL6', 'ReplicateCount:  12', 'ECMp: CDH6')	205.82	1.762	106.776	45.534	185306.0	4.141	4107.0	5708.0	17.0	718293.0	0.4834	1.0141	0.7757	0.77187	0.4437	0.44599	0.425	114.008	0.99472	0.0	0.032355	0.001099	0.171974	0.40757	1.9335	1.0425
('IL6_Q75MH2-RnDSystems_206IL010CF_OJZ0711071 1339', 'id: IL6_Q75MH2-RnDSystems_206IL010CF_OJZ0711071', 'ECMpAnnotID: CDH8_P55286', 'Well: A02', 'Ligand: IL6', 'ReplicateCount:  10', 'ECMp: CDH8')	202.61	1.715	110.809	48.677	180346.0	4.122	3996.0	5706.0	18.0	718558.0	0.4759	1.0524	0.8292	0.75121	0.4416	0.44616	0.45	124.244	1.11906	0.045019	0.050736	0.001672	0.126826	0.49953	1.0886	1.1142
('IL6_Q75MH2-RnDSystems_206IL010CF_OJZ0711071 1340', 'id: IL6_Q75MH2-RnDSystems_206IL010CF_OJZ0711071', 'ECMpAnnotID: CEACAM6_P40199', 'Well: A02', 'Ligand: IL6', 'ReplicateCount:  14', 'ECMp: CEACAM6')	217.78	1.816	109.179	48.008	164472.0	4.094	3577.0	5712.0	17.5	664594.0	0.5115	1.0369	0.8178	0.68509	0.4386	0.41265	0.4375	115.015	1.11906	0.038352	0.046641	0.001456	0.15838	0.52891	1.2659	1.0399
('IL6_Q75MH2-RnDSystems_206IL010CF_OJZ0711071 1341', 'id: IL6_Q75MH2-RnDSystems_206IL010CF_OJZ0711071', 'ECMpAnnotID: COL1', 'Well: A02', 'Ligand: IL6', 'ReplicateCount:  13', 'ECMp: COL1')	211.11	1.762	108.205	53.332	185494.0	4.022	3988.0	5712.0	13.0	698742.0	0.4958	1.0277	0.9085	0.77265	0.4309	0.43385	0.325	115.745	0.87038	0.0	0.046725	0.001539	0.156408	0.54892	2.0238	0.983
('IL6_Q75MH2-RnDSystems_206IL010CF_OJZ0711071 1342', 'id: IL6_Q75MH2-RnDSystems_206IL010CF_OJZ0711071', 'ECMpAnnotID: COL23A1_Q86Y22', 'Well: A02', 'Ligand: IL6', 'ReplicateCount:  12', 'ECMp: COL23A1')	226.14	1.812	115.316	51.134	181066.0	4.109	4018.0	5710.0	19.5	719667.0	0.5311	1.0952	0.8711	0.75421	0.4403	0.44684	0.4875	108.4	1.15014	0.045833	0.05793	0.001543	0.212334	0.4396	1.244	1.0202
('IL6_Q75MH2-RnDSystems_206IL010CF_OJZ0711071 1343', 'id: IL6_Q75MH2-RnDSystems_206IL010CF_OJZ0711071', 'ECMpAnnotID: COL2A1_P02458', 'Well: A02', 'Ligand: IL6', 'ReplicateCount:  11', 'ECMp: COL2A1')	207.36	1.768	100.094	45.965	149728.0	4.032	4190.0	5711.0	17.0	671609.0	0.4871	0.9506	0.783	0.62367	0.432	0.417	0.425	129.876	0.99472	0.0625	0.074611	0.0007742	0.174475	0.53233	1.2979	1.1046
('IL6_Q75MH2-RnDSystems_206IL010CF_OJZ0711071 1344', 'id: IL6_Q75MH2-RnDSystems_206IL010CF_OJZ0711071', 'ECMpAnnotID: COL3A1_P02461', 'Well: A02', 'Ligand: IL6', 'ReplicateCount:  10', 'ECMp: COL3A1')	209.11	1.712	110.126	49.079	191742.0	4.163	3989.0	5700.0	16.0	716341.0	0.4912	1.0459	0.8361	0.79868	0.446	0.44478	0.4	118.726	0.87038	0.027778	0.057341	0.00137	0.17525	0.48705	1.0877	0.9206
('IL6_Q75MH2-RnDSystems_206IL010CF_OJZ0711071 1345', 'id: IL6_Q75MH2-RnDSystems_206IL010CF_OJZ0711071', 'ECMpAnnotID: COL4A1_P02462', 'Well: A02', 'Ligand: IL6', 'ReplicateCount:  12', 'ECMp: COL4A1')	207.82	1.732	109.584	56.245	186973.0	4.035	3882.0	5711.0	16.0	681370.0	0.4881	1.0408	0.9582	0.77882	0.4323	0.42306	0.4	99.007	1.05689	0.054412	0.058757	0.001607	0.129193	0.44238	1.3733	1.0035
('IL6_Q75MH2-RnDSystems_206IL010CF_OJZ0711071 1346', 'id: IL6_Q75MH2-RnDSystems_206IL010CF_OJZ0711071', 'ECMpAnnotID: COL5A1_P20908', 'Well: A02', 'Ligand: IL6', 'ReplicateCount:  12', 'ECMp: COL5A1')	222.25	1.753	112.245	51.458	184801.0	4.228	3924.0	5707.0	12.0	819424.0	0.522	1.066	0.8766	0.76977	0.453	0.50878	0.3	120.787	0.55953	0.067982	0.068172	0.001287	0.176373	0.45912	1.1303	1.0189
('IL6_Q75MH2-RnDSystems_206IL010CF_OJZ0711071 1347', 'id: IL6_Q75MH2-RnDSystems_206IL010CF_OJZ0711071', 'ECMpAnnotID: DCN_P07585', 'Well: A02', 'Ligand: IL6', 'ReplicateCount:  11', 'ECMp: DCN')	206.1	1.734	122.966	51.408	178052.0	4.493	3776.0	5699.0	13.0	677586.0	0.4841	1.1679	0.8758	0.74165	0.4814	0.42072	0.325	110.664	0.74604	0.0	0.068199	0.001842	0.135154	0.37512	1.7363	1.1006
('IL6_Q75MH2-RnDSystems_206IL010CF_OJZ0711071 1348', 'id: IL6_Q75MH2-RnDSystems_206IL010CF_OJZ0711071', 'ECMpAnnotID: DSG2_Q14126', 'Well: A02', 'Ligand: IL6', 'ReplicateCount:  13', 'ECMp: DSG2')	204.22	1.824	106.825	48.836	178375.0	4.226	3794.0	5709.0	19.0	690764.0	0.4797	1.0146	0.832	0.743	0.4528	0.4289	0.475	105.25	1.18123	0.0	0.057819	0.001574	0.218584	0.5461	1.5372	1.1083
('IL6_Q75MH2-RnDSystems_206IL010CF_OJZ0711071 1349', 'id: IL6_Q75MH2-RnDSystems_206IL010CF_OJZ0711071', 'ECMpAnnotID: ECM1_Q16610', 'Well: A02', 'Ligand: IL6', 'ReplicateCount:  15', 'ECMp: ECM1')	213.95	1.767	92.568	50.766	170001.0	3.996	4055.0	5709.0	16.0	731823.0	0.5025	0.8791	0.8648	0.70812	0.4281	0.45439	0.4	123.326	0.87038	0.055556	0.047853	0.0016	0.20885	0.68299	1.031	0.9996
('IL6_Q75MH2-RnDSystems_206IL010CF_OJZ0711071 1350', 'id: IL6_Q75MH2-RnDSystems_206IL010CF_OJZ0711071', 'ECMpAnnotID: FN1_P02751', 'Well: A02', 'Ligand: IL6', 'ReplicateCount:  10', 'ECMp: FN1')	222.22	1.784	119.887	51.261	189426.0	4.285	4200.0	5709.0	15.5	934001.0	0.5219	1.1386	0.8733	0.78903	0.4591	0.57992	0.3875	103.714	1.2434	0.022727	0.069679	0.001622	0.156212	0.31518	1.4573	0.9658
('IL6_Q75MH2-RnDSystems_206IL010CF_OJZ0711071 1351', 'id: IL6_Q75MH2-RnDSystems_206IL010CF_OJZ0711071', 'ECMpAnnotID: GAP43_P17677', 'Well: A02', 'Ligand: IL6', 'ReplicateCount:  15', 'ECMp: GAP43')	217.34	1.722	108.554	48.872	179472.0	4.111	3613.0	5706.0	18.0	710416.0	0.5105	1.031	0.8326	0.74757	0.4405	0.4411	0.45	108.472	0.99472	0.066667	0.049166	0.001919	0.211431	0.44637	0.9071	1.0405
('IL6_Q75MH2-RnDSystems_206IL010CF_OJZ0711071 1352', 'id: IL6_Q75MH2-RnDSystems_206IL010CF_OJZ0711071', 'ECMpAnnotID: HyA500K', 'Well: A02', 'Ligand: IL6', 'ReplicateCount:  13', 'ECMp: HyA500K')	218.64	1.765	107.394	49.72	148442.0	4.193	3650.0	5711.0	17.0	719433.0	0.5135	1.02	0.847	0.61832	0.4492	0.4467	0.425	115.589	0.87038	0.0	0.043665	0.001933	0.175311	0.4963	1.3306	0.9949
('IL6_Q75MH2-RnDSystems_206IL010CF_OJZ0711071 1353', 'id: IL6_Q75MH2-RnDSystems_206IL010CF_OJZ0711071', 'ECMpAnnotID: HyA50K', 'Well: A02', 'Ligand: IL6', 'ReplicateCount:  16', 'ECMp: HyA50K')	209.44	1.768	104.44	50.858	194656.0	4.01	4138.0	5706.0	15.5	697847.0	0.4919	0.9919	0.8664	0.81081	0.4297	0.4333	0.3875	114.749	0.93255	0.04416	0.068206	0.001412	0.190527	0.49597	1.1001	0.9762
('IL6_Q75MH2-RnDSystems_206IL010CF_OJZ0711071 1354', 'id: IL6_Q75MH2-RnDSystems_206IL010CF_OJZ0711071', 'ECMpAnnotID: ICAM1_P05362', 'Well: A02', 'Ligand: IL6', 'ReplicateCount:  13', 'ECMp: ICAM1')	189.81	1.802	113.209	51.144	168181.0	4.14	4287.0	5707.0	15.0	770521.0	0.4458	1.0752	0.8713	0.70054	0.4436	0.47842	0.375	109.717	0.87038	0.0	0.063073	0.001653	0.159667	0.48279	1.3619	0.9991
('IL6_Q75MH2-RnDSystems_206IL010CF_OJZ0711071 1355', 'id: IL6_Q75MH2-RnDSystems_206IL010CF_OJZ0711071', 'ECMpAnnotID: INGAVB2', 'Well: A02', 'Ligand: IL6', 'ReplicateCount:  11', 'ECMp: INGAVB2')	230.57	1.836	126.36	54.306	193318.0	4.327	3894.0	5708.0	16.0	794171.0	0.5416	1.2001	0.9251	0.80524	0.4636	0.4931	0.4	104.628	0.93255	0.052632	0.058014	0.001316	0.257667	0.43283	1.2202	0.8795
('IL6_Q75MH2-RnDSystems_206IL010CF_OJZ0711071 1356', 'id: IL6_Q75MH2-RnDSystems_206IL010CF_OJZ0711071', 'ECMpAnnotID: ITGA10B1', 'Well: A02', 'Ligand: IL6', 'ReplicateCount:   9', 'ECMp: ITGA10B1')	212.05	1.822	117.943	51.352	178732.0	4.469	3606.0	5708.0	19.0	686442.0	0.4981	1.1201	0.8748	0.74449	0.4788	0.42621	0.475	108.622	1.2434	0.076923	0.055963	0.00152	0.137689	0.42251	0.9712	1.085
('IL6_Q75MH2-RnDSystems_206IL010CF_OJZ0711071 1357', 'id: IL6_Q75MH2-RnDSystems_206IL010CF_OJZ0711071', 'ECMpAnnotID: ITGA2B1', 'Well: A02', 'Ligand: IL6', 'ReplicateCount:   9', 'ECMp: ITGA2B1')	214.38	1.831	105.501	49.936	212866.0	4.312	3860.0	5710.0	20.0	732758.0	0.5035	1.002	0.8507	0.88667	0.462	0.45497	0.5	104.754	1.2434	0.083333	0.040654	0.001572	0.117922	0.3419	1.1171	0.9309
('IL6_Q75MH2-RnDSystems_206IL010CF_OJZ0711071 1358', 'id: IL6_Q75MH2-RnDSystems_206IL010CF_OJZ0711071', 'ECMpAnnotID: ITGA3B1', 'Well: A02', 'Ligand: IL6', 'ReplicateCount:  14', 'ECMp: ITGA3B1')	213.56	1.762	112.966	50.342	184638.0	4.4	3971.0	5711.0	14.0	717133.0	0.5016	1.0729	0.8576	0.76909	0.4714	0.44527	0.35	108.971	0.96363	0.072751	0.066804	0.001192	0.185133	0.54397	1.1685	1.074
('IL6_Q75MH2-RnDSystems_206IL010CF_OJZ0711071 1359', 'id: IL6_Q75MH2-RnDSystems_206IL010CF_OJZ0711071', 'ECMpAnnotID: ITGA4B1', 'Well: A02', 'Ligand: IL6', 'ReplicateCount:   9', 'ECMp: ITGA4B1')	204.27	1.789	94.234	50.206	183344.0	4.01	3816.0	5707.0	18.0	788305.0	0.4798	0.895	0.8553	0.7637	0.4297	0.48946	0.45	113.938	1.05689	0.0	0.077369	0.0008781	0.169808	0.41256	1.4401	1.0485
('IL6_Q75MH2-RnDSystems_206IL010CF_OJZ0711071 1360', 'id: IL6_Q75MH2-RnDSystems_206IL010CF_OJZ0711071', 'ECMpAnnotID: ITGA6B4', 'Well: A02', 'Ligand: IL6', 'ReplicateCount:  12', 'ECMp: ITGA6B4')	210.79	1.732	117.14	53.706	219189.0	4.199	4176.0	5705.0	14.5	750122.0	0.4951	1.1125	0.9149	0.91301	0.4499	0.46575	0.3625	99.894	0.99472	0.0	0.082466	0.001686	0.156956	0.31386	1.2389	0.9414
('IL6_Q75MH2-RnDSystems_206IL010CF_OJZ0711071 1361', 'id: IL6_Q75MH2-RnDSystems_206IL010CF_OJZ0711071', 'ECMpAnnotID: ITGA9B1', 'Well: A02', 'Ligand: IL6', 'ReplicateCount:  13', 'ECMp: ITGA9B1')	205.48	1.769	111.632	52.482	180906.0	3.845	4253.0	5710.0	14.0	682633.0	0.4826	1.0602	0.8941	0.75354	0.412	0.42385	0.35	116.627	0.99472	0.071429	0.044822	0.001804	0.227148	0.46857	0.9682	0.9369
('IL6_Q75MH2-RnDSystems_206IL010CF_OJZ0711071 1362', 'id: IL6_Q75MH2-RnDSystems_206IL010CF_OJZ0711071', 'ECMpAnnotID: ITGAMB2', 'Well: A02', 'Ligand: IL6', 'ReplicateCount:  12', 'ECMp: ITGAMB2')	204.16	1.867	122.664	51.962	182714.0	4.167	3638.0	5706.0	11.0	710638.0	0.4795	1.165	0.8852	0.76107	0.4465	0.44124	0.275	100.559	0.87038	0.0	0.107419	0.00177	0.223483	0.51642	1.4472	0.9098
('IL6_Q75MH2-RnDSystems_206IL010CF_OJZ0711071 1363', 'id: IL6_Q75MH2-RnDSystems_206IL010CF_OJZ0711071', 'ECMpAnnotID: LAMA3_Q16787', 'Well: A02', 'Ligand: IL6', 'ReplicateCount:  11', 'ECMp: LAMA3')	189.95	1.743	113.982	49.693	217050.0	4.12	4357.0	5704.0	15.0	724386.0	0.4462	1.0825	0.8466	0.9041	0.4415	0.44977	0.375	110.784	1.11906	0.083333	0.060223	0.001238	0.188483	0.30222	0.9399	0.9102
('IL6_Q75MH2-RnDSystems_206IL010CF_OJZ0711071 1364', 'id: IL6_Q75MH2-RnDSystems_206IL010CF_OJZ0711071', 'ECMpAnnotID: LAMB1_P07942', 'Well: A02', 'Ligand: IL6', 'ReplicateCount:  15', 'ECMp: LAMB1')	209.26	1.799	107.731	52.206	170824.0	4.247	3560.0	5706.0	18.0	745347.0	0.4915	1.0232	0.8894	0.71155	0.455	0.46279	0.45	114.654	0.99472	0.058824	0.056962	0.001571	0.17796	0.40766	0.7258	1.0204
('IL6_Q75MH2-RnDSystems_206IL010CF_OJZ0711071 1365', 'id: IL6_Q75MH2-RnDSystems_206IL010CF_OJZ0711071', 'ECMpAnnotID: LUM_P51884', 'Well: A02', 'Ligand: IL6', 'ReplicateCount:  12', 'ECMp: LUM')	216.92	1.712	132.301	56.963	189808.0	4.425	3824.0	5703.0	10.5	742571.0	0.5095	1.2565	0.9704	0.79062	0.4741	0.46106	0.2625	108.045	0.6217	0.0	0.106197	0.001791	0.283578	1.02102	2.1396	1.0101
('IL6_Q75MH2-RnDSystems_206IL010CF_OJZ0711071 1366', 'id: IL6_Q75MH2-RnDSystems_206IL010CF_OJZ0711071', 'ECMpAnnotID: OMD_Q99983', 'Well: A02', 'Ligand: IL6', 'ReplicateCount:   9', 'ECMp: OMD')	216.68	1.84	119.046	54.636	183246.0	4.638	4075.0	5704.0	12.0	756132.0	0.5089	1.1306	0.9308	0.76329	0.4969	0.46949	0.3	87.871	0.87038	0.058824	0.076726	0.002075	0.28215	0.41116	1.1269	0.9813
('IL6_Q75MH2-RnDSystems_206IL010CF_OJZ0711071 1367', 'id: IL6_Q75MH2-RnDSystems_206IL010CF_OJZ0711071', 'ECMpAnnotID: PECAM1_P16284', 'Well: A02', 'Ligand: IL6', 'ReplicateCount:   9', 'ECMp: PECAM1')	192.66	1.806	108.894	49.142	177164.0	3.905	4418.0	5707.0	14.0	680254.0	0.4525	1.0342	0.8372	0.73796	0.4184	0.42237	0.35	105.653	1.11906	0.0	0.038954	0.001633	0.139265	0.31923	3.0	1.0906
('IL6_Q75MH2-RnDSystems_206IL010CF_OJZ0711071 1368', 'id: IL6_Q75MH2-RnDSystems_206IL010CF_OJZ0711071', 'ECMpAnnotID: POSTN_ Q15063', 'Well: A02', 'Ligand: IL6', 'ReplicateCount:  13', 'ECMp: POSTN')	232.26	1.749	112.239	52.794	177735.0	4.282	3593.0	5711.0	21.0	715768.0	0.5455	1.066	0.8994	0.74033	0.4588	0.44442	0.525	111.846	1.2434	0.045455	0.071856	0.001833	0.128896	0.51746	1.0668	1.083
('IL6_Q75MH2-RnDSystems_206IL010CF_OJZ0711071 1369', 'id: IL6_Q75MH2-RnDSystems_206IL010CF_OJZ0711071', 'ECMpAnnotID: SPARC_ P09486', 'Well: A02', 'Ligand: IL6', 'ReplicateCount:  11', 'ECMp: SPARC')	244.99	1.824	118.132	50.081	191350.0	4.495	4300.0	5709.0	16.0	817687.0	0.5754	1.1219	0.8532	0.79705	0.4816	0.5077	0.4	114.211	0.99472	0.055556	0.078993	0.001348	0.169221	0.47539	1.2811	1.0775
('IL6_Q75MH2-RnDSystems_206IL010CF_OJZ0711071 1370', 'id: IL6_Q75MH2-RnDSystems_206IL010CF_OJZ0711071', 'ECMpAnnotID: SPP1_P10451', 'Well: A02', 'Ligand: IL6', 'ReplicateCount:  11', 'ECMp: SPP1')	216.0	1.823	107.62	52.734	205237.0	3.978	3915.0	5708.0	19.0	691728.0	0.5073	1.0221	0.8984	0.85489	0.4262	0.4295	0.475	103.016	0.93255	0.04	0.065058	0.001313	0.237519	0.56462	1.1335	1.0023
('IL6_Q75MH2-RnDSystems_206IL010CF_OJZ0711071 1371', 'id: IL6_Q75MH2-RnDSystems_206IL010CF_OJZ0711071', 'ECMpAnnotID: THBS1_P07996', 'Well: A02', 'Ligand: IL6', 'ReplicateCount:  12', 'ECMp: THBS1')	194.24	1.705	106.885	48.214	168598.0	4.164	3806.0	5706.0	14.5	685673.0	0.4562	1.0151	0.8214	0.70228	0.4461	0.42574	0.3625	120.58	0.74604	0.0	0.051878	0.001681	0.239795	0.52077	1.5179	1.0021
('IL6_Q75MH2-RnDSystems_206IL010CF_OJZ0711071 1372', 'id: IL6_Q75MH2-RnDSystems_206IL010CF_OJZ0711071', 'ECMpAnnotID: TNC_P24821', 'Well: A02', 'Ligand: IL6', 'ReplicateCount:  12', 'ECMp: TNC')	206.33	1.775	112.226	54.075	220122.0	4.301	3678.0	5705.0	15.0	775545.0	0.4846	1.0658	0.9212	0.91689	0.4609	0.48154	0.375	102.343	0.99472	0.049412	0.10413	0.002337	0.178983	0.45744	1.6665	0.9365
('IL6_Q75MH2-RnDSystems_206IL010CF_OJZ0711071 1373', 'id: IL6_Q75MH2-RnDSystems_206IL010CF_OJZ0711071', 'ECMpAnnotID: VCAM1_P19320', 'Well: A02', 'Ligand: IL6', 'ReplicateCount:   9', 'ECMp: VCAM1')	223.95	1.776	119.189	54.747	197012.0	4.177	3402.0	5710.0	14.0	731408.0	0.526	1.132	0.9327	0.82063	0.4475	0.45413	0.35	97.4	1.11906	0.0	0.035404	0.001668	0.231517	0.21737	2.1167	0.9948
('IL6_Q75MH2-RnDSystems_206IL010CF_OJZ0711071 1374', 'id: IL6_Q75MH2-RnDSystems_206IL010CF_OJZ0711071', 'ECMpAnnotID: VTN_P04004', 'Well: A02', 'Ligand: IL6', 'ReplicateCount:  13', 'ECMp: VTN')	234.28	1.779	121.932	53.724	174573.0	4.253	3566.0	5706.0	11.0	721402.0	0.5503	1.158	0.9152	0.72716	0.4557	0.44792	0.275	104.0	0.80821	0.0	0.055702	0.001653	0.209062	0.44173	1.801	0.9988
('IL6_Q75MH2-RnDSystems_206IL010CF_OJZ0711071 1375', 'id: IL6_Q75MH2-RnDSystems_206IL010CF_OJZ0711071', 'ECMpAnnotID: fiducial', 'Well: A02', 'Ligand: IL6', 'ReplicateCount:   1', 'ECMp: fiducial')	206.55	1.642	149.384	67.267	389143.0	4.146	5809.0	5693.0	5.0	1087253.0	0.4851	1.4187	1.1459	1.62093	0.4443	0.67508	0.125	100.943	0.37302	0.0						0.9879
('IL7_P13232-RnDSystems_207IL005CF_ 1376', 'id: IL7_P13232-RnDSystems_207IL005CF_', 'ECMpAnnotID: ALCAM_Q13740', 'Well: B01', 'Ligand: IL7', 'ReplicateCount:  11', 'ECMp: ALCAM')	195.26	1.82	149.033	54.846	208415.0	4.517	3876.0	5749.0	12.0	677901.0	0.4893	1.4404	1.0051	0.87459	0.5446	0.42017	0.26667	117.904	0.6217	0.0	0.098465	0.001441	0.167074	0.50113	2.3933	1.033
('IL7_P13232-RnDSystems_207IL005CF_ 1377', 'id: IL7_P13232-RnDSystems_207IL005CF_', 'ECMpAnnotID: BCAN_ Q96GW7', 'Well: B01', 'Ligand: IL7', 'ReplicateCount:   8', 'ECMp: BCAN')	189.51	1.824	151.388	60.974	220296.0	5.007	3592.0	5755.0	11.5	654965.0	0.4749	1.4632	1.1174	0.92445	0.6037	0.40595	0.25556	106.118	0.80821	0.080128	0.074465	0.001269	0.112789	0.402	0.8068	0.9827
('IL7_P13232-RnDSystems_207IL005CF_ 1378', 'id: IL7_P13232-RnDSystems_207IL005CF_', 'ECMpAnnotID: BGN_ P21810', 'Well: B01', 'Ligand: IL7', 'ReplicateCount:   9', 'ECMp: BGN')	182.1	1.865	138.951	62.413	211526.0	4.637	3616.0	5758.0	10.0	628026.0	0.4564	1.343	1.1438	0.88765	0.5591	0.38926	0.22222	103.701	0.6217	0.057143	0.050948	0.001393	0.130873	0.75775	1.1659	0.9083
('IL7_P13232-RnDSystems_207IL005CF_ 1379', 'id: IL7_P13232-RnDSystems_207IL005CF_', 'ECMpAnnotID: CADH15_P55291', 'Well: B01', 'Ligand: IL7', 'ReplicateCount:   6', 'ECMp: CADH15')	188.28	1.747	147.813	59.709	224809.0	4.609	3725.0	5756.0	11.0	773744.0	0.4718	1.4286	1.0943	0.94339	0.5557	0.47957	0.24444	115.165	0.65278	0.0	0.082981	0.001224	0.05858	0.55025		0.9732
('IL7_P13232-RnDSystems_207IL005CF_ 1380', 'id: IL7_P13232-RnDSystems_207IL005CF_', 'ECMpAnnotID: CD44_P16070', 'Well: B01', 'Ligand: IL7', 'ReplicateCount:  10', 'ECMp: CD44')	181.42	1.751	149.167	63.424	236570.0	4.537	3586.0	5753.0	14.5	762007.0	0.4546	1.4417	1.1623	0.99275	0.5471	0.4723	0.32222	111.385	0.87038	0.0	0.066396	0.001182	0.244341	0.4057	1.691	1.0058
('IL7_P13232-RnDSystems_207IL005CF_ 1381', 'id: IL7_P13232-RnDSystems_207IL005CF_', 'ECMpAnnotID: CDH1_P12830', 'Well: B01', 'Ligand: IL7', 'ReplicateCount:  11', 'ECMp: CDH1')	199.11	1.73	145.865	59.007	217647.0	4.668	3847.0	5753.0	12.0	739931.0	0.499	1.4098	1.0814	0.91334	0.5629	0.45861	0.26667	117.602	0.68387	0.0	0.064669	0.0005863	0.104572	0.34459	2.227	1.0391
('IL7_P13232-RnDSystems_207IL005CF_ 1382', 'id: IL7_P13232-RnDSystems_207IL005CF_', 'ECMpAnnotID: CDH20_Q9HBT6', 'Well: B01', 'Ligand: IL7', 'ReplicateCount:  13', 'ECMp: CDH20')	203.96	1.884	138.957	59.834	206340.0	4.659	3414.0	5751.0	10.0	738296.0	0.5111	1.343	1.0965	0.86589	0.5617	0.4576	0.22222	120.691	0.49736	0.0	0.079367	0.001342	0.156338	0.51899	2.4416	0.9247
('IL7_P13232-RnDSystems_207IL005CF_ 1383', 'id: IL7_P13232-RnDSystems_207IL005CF_', 'ECMpAnnotID: CDH3_P22223', 'Well: B01', 'Ligand: IL7', 'ReplicateCount:   7', 'ECMp: CDH3')	190.92	1.798	140.182	60.701	212319.0	4.83	3967.0	5749.0	11.0	666898.0	0.4784	1.3549	1.1124	0.89098	0.5823	0.41335	0.24444	96.931	0.87038	0.0	0.070558	0.0009276	0.097	0.40783	2.2175	1.0001
('IL7_P13232-RnDSystems_207IL005CF_ 1384', 'id: IL7_P13232-RnDSystems_207IL005CF_', 'ECMpAnnotID: CDH6_P55285', 'Well: B01', 'Ligand: IL7', 'ReplicateCount:  11', 'ECMp: CDH6')	190.73	1.837	143.118	59.805	195551.0	4.527	3526.0	5751.0	14.0	673767.0	0.478	1.3832	1.096	0.82061	0.5458	0.41761	0.31111	112.497	0.74604	0.0	0.088938	0.001003	0.13711	0.3213	1.1925	1.0228
('IL7_P13232-RnDSystems_207IL005CF_ 1385', 'id: IL7_P13232-RnDSystems_207IL005CF_', 'ECMpAnnotID: CDH8_P55286', 'Well: B01', 'Ligand: IL7', 'ReplicateCount:  11', 'ECMp: CDH8')	182.15	1.742	150.331	58.296	216729.0	4.459	4048.0	5755.0	12.0	726701.0	0.4565	1.453	1.0684	0.90948	0.5376	0.45041	0.26667	116.06	0.74604	0.0	0.069118	0.001388	0.178763	0.42614	1.5001	0.9606
('IL7_P13232-RnDSystems_207IL005CF_ 1386', 'id: IL7_P13232-RnDSystems_207IL005CF_', 'ECMpAnnotID: CEACAM6_P40199', 'Well: B01', 'Ligand: IL7', 'ReplicateCount:  11', 'ECMp: CEACAM6')	190.71	1.785	156.781	60.491	219538.0	4.733	3643.0	5751.0	12.0	752943.0	0.4779	1.5153	1.1086	0.92127	0.5707	0.46668	0.26667	117.673	0.6217	0.0	0.06446	0.001327	0.154868	0.45876	2.4789	1.0096
('IL7_P13232-RnDSystems_207IL005CF_ 1387', 'id: IL7_P13232-RnDSystems_207IL005CF_', 'ECMpAnnotID: COL1', 'Well: B01', 'Ligand: IL7', 'ReplicateCount:   8', 'ECMp: COL1')	186.76	1.831	152.028	63.341	206639.0	4.404	3885.0	5751.0	12.5	726455.0	0.468	1.4694	1.1608	0.86714	0.5311	0.45026	0.27778	103.056	0.65278	0.0	0.053997	0.0008541	0.131373	0.35112	2.8284	1.0826
('IL7_P13232-RnDSystems_207IL005CF_ 1388', 'id: IL7_P13232-RnDSystems_207IL005CF_', 'ECMpAnnotID: COL23A1_Q86Y22', 'Well: B01', 'Ligand: IL7', 'ReplicateCount:   7', 'ECMp: COL23A1')	182.22	1.785	141.675	56.414	209016.0	4.844	3968.0	5747.0	11.0	549597.0	0.4566	1.3693	1.0339	0.87712	0.5841	0.34064	0.24444	121.091	0.49736	0.0	0.070275	0.0008353	0.132714	0.43205	2.6458	1.0447
