	('cellCount 0',)	('eduPositive 1',)	('mpm2Positive 2',)	('eduPositiveNonMitotic 3',)	('eduPositiveMitotic 4',)
('35917 6414', 'smName: ', 'clName: KYSE-180', 'recordedWell: M21', 'timepoint: 1', 'assayCompoundConcentration: ')	2356.0	96.944	2.3769	96.913	98.214
('35918 6415', 'smName: ', 'clName: KYSE-180', 'recordedWell: M21', 'timepoint: 2', 'assayCompoundConcentration: ')	4780.0	94.268	1.9038	94.178	98.901
('35919 6416', 'smName: ', 'clName: KYSE-180', 'recordedWell: M21', 'timepoint: 3', 'assayCompoundConcentration: ')	6430.0	39.502	1.042	38.881	98.507
('35920 6417', 'smName: Staurosporine', 'clName: KYSE-180', 'recordedWell: M22', 'timepoint: 1', 'assayCompoundConcentration: 0.045726667')	2547.0	96.309	2.8269	96.283	97.222
('35921 6418', 'smName: Staurosporine', 'clName: KYSE-180', 'recordedWell: M22', 'timepoint: 2', 'assayCompoundConcentration: 0.045726667')	4790.0	93.257	2.4635	93.086	100.0
('35922 6419', 'smName: Staurosporine', 'clName: KYSE-180', 'recordedWell: M22', 'timepoint: 3', 'assayCompoundConcentration: 0.045726667')	6412.0	39.769	1.2321	39.034	98.734
('35923 6420', 'smName: GW843682', 'clName: KYSE-180', 'recordedWell: N03', 'timepoint: 1', 'assayCompoundConcentration: 0.137176667')	2574.0	97.591	1.7871	97.547	100.0
('35924 6421', 'smName: GW843682', 'clName: KYSE-180', 'recordedWell: N03', 'timepoint: 2', 'assayCompoundConcentration: 0.137176667')	4633.0	94.647	1.4893	94.588	98.551
('35925 6422', 'smName: GW843682', 'clName: KYSE-180', 'recordedWell: N03', 'timepoint: 3', 'assayCompoundConcentration: 0.137176667')	5922.0	39.176	0.45593	38.914	96.296
('35926 6423', 'smName: ', 'clName: KYSE-180', 'recordedWell: N04', 'timepoint: 1', 'assayCompoundConcentration: ')	2471.0	97.45	1.7402	97.405	100.0
('35927 6424', 'smName: ', 'clName: KYSE-180', 'recordedWell: N04', 'timepoint: 2', 'assayCompoundConcentration: ')	5152.0	92.042	1.611	91.912	100.0
('35928 6425', 'smName: ', 'clName: KYSE-180', 'recordedWell: N04', 'timepoint: 3', 'assayCompoundConcentration: ')	6227.0	40.597	0.52995	40.281	100.0
('35929 6426', 'smName: GW843682', 'clName: KYSE-180', 'recordedWell: N05', 'timepoint: 1', 'assayCompoundConcentration: 0.137176667')	2440.0	96.803	2.0082	96.78	97.959
('35930 6427', 'smName: GW843682', 'clName: KYSE-180', 'recordedWell: N05', 'timepoint: 2', 'assayCompoundConcentration: 0.137176667')	4794.0	90.905	1.9608	90.723	100.0
('35931 6428', 'smName: GW843682', 'clName: KYSE-180', 'recordedWell: N05', 'timepoint: 3', 'assayCompoundConcentration: 0.137176667')	6339.0	36.709	1.0254	36.054	100.0
('35932 6429', 'smName: Tozasertib', 'clName: KYSE-180', 'recordedWell: N06', 'timepoint: 1', 'assayCompoundConcentration: 0.137176667')	2205.0	97.687	2.7664	97.621	100.0
('35933 6430', 'smName: Tozasertib', 'clName: KYSE-180', 'recordedWell: N06', 'timepoint: 2', 'assayCompoundConcentration: 0.137176667')	4533.0	91.948	1.7428	91.805	100.0
('35934 6431', 'smName: Tozasertib', 'clName: KYSE-180', 'recordedWell: N06', 'timepoint: 3', 'assayCompoundConcentration: 0.137176667')	5228.0	32.402	1.052	31.703	98.182
('35935 6432', 'smName: GW843682', 'clName: KYSE-180', 'recordedWell: N07', 'timepoint: 1', 'assayCompoundConcentration: 0.00019')	2191.0	97.033	1.5974	96.985	100.0
('35936 6433', 'smName: GW843682', 'clName: KYSE-180', 'recordedWell: N07', 'timepoint: 2', 'assayCompoundConcentration: 0.00019')	4813.0	93.559	1.7661	93.443	100.0
('35937 6434', 'smName: GW843682', 'clName: KYSE-180', 'recordedWell: N07', 'timepoint: 3', 'assayCompoundConcentration: 0.00019')	5681.0	35.592	0.86252	35.032	100.0
('35938 6435', 'smName: Tozasertib', 'clName: KYSE-180', 'recordedWell: N08', 'timepoint: 1', 'assayCompoundConcentration: 0.137176667')	2323.0	97.374	1.5067	97.334	100.0
('35939 6436', 'smName: Tozasertib', 'clName: KYSE-180', 'recordedWell: N08', 'timepoint: 2', 'assayCompoundConcentration: 0.137176667')	4749.0	89.619	1.8109	89.47	97.674
('35940 6437', 'smName: Tozasertib', 'clName: KYSE-180', 'recordedWell: N08', 'timepoint: 3', 'assayCompoundConcentration: 0.137176667')	4991.0	29.874	0.78141	29.321	100.0
('35941 6438', 'smName: GW843682', 'clName: KYSE-180', 'recordedWell: N09', 'timepoint: 1', 'assayCompoundConcentration: 0.00019')	2210.0	97.421	2.4434	97.356	100.0
('35942 6439', 'smName: GW843682', 'clName: KYSE-180', 'recordedWell: N09', 'timepoint: 2', 'assayCompoundConcentration: 0.00019')	5011.0	93.035	1.7761	92.95	97.753
('35943 6440', 'smName: GW843682', 'clName: KYSE-180', 'recordedWell: N09', 'timepoint: 3', 'assayCompoundConcentration: 0.00019')	5412.0	36.789	0.94235	36.187	100.0
('35944 6441', 'smName: Tozasertib', 'clName: KYSE-180', 'recordedWell: N10', 'timepoint: 1', 'assayCompoundConcentration: 0.00019')	2355.0	96.645	2.2505	96.568	100.0
('35945 6442', 'smName: Tozasertib', 'clName: KYSE-180', 'recordedWell: N10', 'timepoint: 2', 'assayCompoundConcentration: 0.00019')	4781.0	93.056	2.2799	92.894	100.0
('35946 6443', 'smName: Tozasertib', 'clName: KYSE-180', 'recordedWell: N10', 'timepoint: 3', 'assayCompoundConcentration: 0.00019')	5698.0	35.837	0.89505	35.275	98.039
('35947 6444', 'smName: ', 'clName: KYSE-180', 'recordedWell: N11', 'timepoint: 1', 'assayCompoundConcentration: ')	2304.0	97.396	2.3872	97.332	100.0
('35948 6445', 'smName: ', 'clName: KYSE-180', 'recordedWell: N11', 'timepoint: 2', 'assayCompoundConcentration: ')	4821.0	93.196	2.3024	93.079	98.198
('35949 6446', 'smName: ', 'clName: KYSE-180', 'recordedWell: N11', 'timepoint: 3', 'assayCompoundConcentration: ')	5759.0	33.912	0.9203	33.333	96.226
('35950 6447', 'smName: Tozasertib', 'clName: KYSE-180', 'recordedWell: N12', 'timepoint: 1', 'assayCompoundConcentration: 0.00019')	2375.0	97.305	1.4737	97.265	100.0
('35951 6448', 'smName: Tozasertib', 'clName: KYSE-180', 'recordedWell: N12', 'timepoint: 2', 'assayCompoundConcentration: 0.00019')	4908.0	91.707	1.2225	91.646	96.667
('35952 6449', 'smName: Tozasertib', 'clName: KYSE-180', 'recordedWell: N12', 'timepoint: 3', 'assayCompoundConcentration: 0.00019')	5827.0	35.902	1.0983	35.242	95.312
('35953 6450', 'smName: XMD-12', 'clName: KYSE-180', 'recordedWell: N13', 'timepoint: 1', 'assayCompoundConcentration: 0.045726667')	1399.0	93.495	2.5018	93.328	100.0
('35954 6451', 'smName: XMD-12', 'clName: KYSE-180', 'recordedWell: N13', 'timepoint: 2', 'assayCompoundConcentration: 0.045726667')	1452.0	77.961	1.4463	77.638	100.0
('35955 6452', 'smName: XMD-12', 'clName: KYSE-180', 'recordedWell: N13', 'timepoint: 3', 'assayCompoundConcentration: 0.045726667')	1471.0	16.927	0.54385	16.473	100.0
('35956 6453', 'smName: ', 'clName: KYSE-180', 'recordedWell: N14', 'timepoint: 1', 'assayCompoundConcentration: ')	2294.0	96.992	1.918	96.933	100.0
('35957 6454', 'smName: ', 'clName: KYSE-180', 'recordedWell: N14', 'timepoint: 2', 'assayCompoundConcentration: ')	4786.0	93.69	1.8387	93.593	98.864
('35958 6455', 'smName: ', 'clName: KYSE-180', 'recordedWell: N14', 'timepoint: 3', 'assayCompoundConcentration: ')	5614.0	35.162	0.94407	34.544	100.0
('35959 6456', 'smName: XMD-12', 'clName: KYSE-180', 'recordedWell: N15', 'timepoint: 1', 'assayCompoundConcentration: 0.045726667')	1469.0	95.031	2.8591	94.884	100.0
('35960 6457', 'smName: XMD-12', 'clName: KYSE-180', 'recordedWell: N15', 'timepoint: 2', 'assayCompoundConcentration: 0.045726667')	1470.0	71.633	1.3605	71.241	100.0
('35961 6458', 'smName: XMD-12', 'clName: KYSE-180', 'recordedWell: N15', 'timepoint: 3', 'assayCompoundConcentration: 0.045726667')	1415.0	18.021	0.14134	17.976	50.0
('35962 6459', 'smName: Taxol', 'clName: KYSE-180', 'recordedWell: N16', 'timepoint: 1', 'assayCompoundConcentration: 0.137176667')	746.0	78.15	35.657	72.292	88.722
('35963 6460', 'smName: Taxol', 'clName: KYSE-180', 'recordedWell: N16', 'timepoint: 2', 'assayCompoundConcentration: 0.137176667')	467.0	17.131	2.5696	16.703	33.333
('35964 6461', 'smName: Taxol', 'clName: KYSE-180', 'recordedWell: N16', 'timepoint: 3', 'assayCompoundConcentration: 0.137176667')	99.0	25.253	1.0101	24.49	100.0
('35965 6462', 'smName: XMD-12', 'clName: KYSE-180', 'recordedWell: N17', 'timepoint: 1', 'assayCompoundConcentration: 6.33333e-05')	2308.0	97.444	1.2132	97.412	100.0
('35966 6463', 'smName: XMD-12', 'clName: KYSE-180', 'recordedWell: N17', 'timepoint: 2', 'assayCompoundConcentration: 6.33333e-05')	4859.0	93.764	1.7082	93.656	100.0
('35967 6464', 'smName: XMD-12', 'clName: KYSE-180', 'recordedWell: N17', 'timepoint: 3', 'assayCompoundConcentration: 6.33333e-05')	5583.0	36.342	1.1105	35.646	98.387
('35968 6465', 'smName: Taxol', 'clName: KYSE-180', 'recordedWell: N18', 'timepoint: 1', 'assayCompoundConcentration: 0.137176667')	792.0	81.313	40.152	76.793	88.05
('35969 6466', 'smName: Taxol', 'clName: KYSE-180', 'recordedWell: N18', 'timepoint: 2', 'assayCompoundConcentration: 0.137176667')	498.0	12.048	1.6064	11.837	25.0
('35970 6467', 'smName: Taxol', 'clName: KYSE-180', 'recordedWell: N18', 'timepoint: 3', 'assayCompoundConcentration: 0.137176667')	184.0	24.457	1.6304	24.862	0.0
('35971 6468', 'smName: XMD-12', 'clName: KYSE-180', 'recordedWell: N19', 'timepoint: 1', 'assayCompoundConcentration: 6.33333e-05')	2415.0	96.19	1.7805	96.164	97.674
('35972 6469', 'smName: XMD-12', 'clName: KYSE-180', 'recordedWell: N19', 'timepoint: 2', 'assayCompoundConcentration: 6.33333e-05')	4875.0	92.41	1.8872	92.264	100.0
('35973 6470', 'smName: XMD-12', 'clName: KYSE-180', 'recordedWell: N19', 'timepoint: 3', 'assayCompoundConcentration: 6.33333e-05')	6125.0	31.771	0.83265	31.248	94.118
('35974 6471', 'smName: Taxol', 'clName: KYSE-180', 'recordedWell: N20', 'timepoint: 1', 'assayCompoundConcentration: 0.00019')	2472.0	96.804	1.1327	96.768	100.0
('35975 6472', 'smName: Taxol', 'clName: KYSE-180', 'recordedWell: N20', 'timepoint: 2', 'assayCompoundConcentration: 0.00019')	4970.0	92.676	2.0523	92.543	99.02
('35976 6473', 'smName: Taxol', 'clName: KYSE-180', 'recordedWell: N20', 'timepoint: 3', 'assayCompoundConcentration: 0.00019')	6170.0	35.527	0.90762	34.936	100.0
('35977 6474', 'smName: ', 'clName: KYSE-180', 'recordedWell: N21', 'timepoint: 1', 'assayCompoundConcentration: ')	2287.0	96.808	1.4867	96.76	100.0
('35978 6475', 'smName: ', 'clName: KYSE-180', 'recordedWell: N21', 'timepoint: 2', 'assayCompoundConcentration: ')	4944.0	95.328	1.9215	95.236	100.0
('35979 6476', 'smName: ', 'clName: KYSE-180', 'recordedWell: N21', 'timepoint: 3', 'assayCompoundConcentration: ')	6193.0	39.367	1.4048	38.503	100.0
('35980 6477', 'smName: Taxol', 'clName: KYSE-180', 'recordedWell: N22', 'timepoint: 1', 'assayCompoundConcentration: 0.00019')	2605.0	97.044	2.4952	96.969	100.0
('35981 6478', 'smName: Taxol', 'clName: KYSE-180', 'recordedWell: N22', 'timepoint: 2', 'assayCompoundConcentration: 0.00019')	4976.0	94.373	1.869	94.286	98.925
('35982 6479', 'smName: Taxol', 'clName: KYSE-180', 'recordedWell: N22', 'timepoint: 3', 'assayCompoundConcentration: 0.00019')	6357.0	43.244	0.73934	42.837	97.872
('35983 6480', 'smName: RO-3306', 'clName: NCI-H1648', 'recordedWell: C03', 'timepoint: 1', 'assayCompoundConcentration: 33.33333333')	396.0	19.697	0.0	19.697	0.0
('35984 6481', 'smName: RO-3306', 'clName: NCI-H1648', 'recordedWell: C03', 'timepoint: 2', 'assayCompoundConcentration: 33.33333333')	359.0	10.306	0.27855	10.335	0.0
('35985 6482', 'smName: RO-3306', 'clName: NCI-H1648', 'recordedWell: C03', 'timepoint: 3', 'assayCompoundConcentration: 33.33333333')	328.0	9.4512	0.0	9.4512	0.0
('35986 6483', 'smName: ', 'clName: NCI-H1648', 'recordedWell: C04', 'timepoint: 1', 'assayCompoundConcentration: ')	289.0	49.827	3.4602	48.029	100.0
('35987 6484', 'smName: ', 'clName: NCI-H1648', 'recordedWell: C04', 'timepoint: 2', 'assayCompoundConcentration: ')	459.0	59.477	1.5251	59.071	85.714
('35988 6485', 'smName: ', 'clName: NCI-H1648', 'recordedWell: C04', 'timepoint: 3', 'assayCompoundConcentration: ')	687.0	60.553	1.4556	60.414	70.0
('35989 6486', 'smName: RO-3306', 'clName: NCI-H1648', 'recordedWell: C05', 'timepoint: 1', 'assayCompoundConcentration: 33.33333333')	395.0	18.228	0.0	18.228	0.0
('35990 6487', 'smName: RO-3306', 'clName: NCI-H1648', 'recordedWell: C05', 'timepoint: 2', 'assayCompoundConcentration: 33.33333333')	338.0	11.834	0.0	11.834	0.0
('35991 6488', 'smName: RO-3306', 'clName: NCI-H1648', 'recordedWell: C05', 'timepoint: 3', 'assayCompoundConcentration: 33.33333333')	312.0	7.3718	0.0	7.3718	0.0
('35992 6489', 'smName: BI-2536', 'clName: NCI-H1648', 'recordedWell: C06', 'timepoint: 1', 'assayCompoundConcentration: 33.33333333')	117.0	17.094	0.0	17.094	0.0
('35993 6490', 'smName: BI-2536', 'clName: NCI-H1648', 'recordedWell: C06', 'timepoint: 2', 'assayCompoundConcentration: 33.33333333')	51.0	3.9216	0.0	3.9216	0.0
('35994 6491', 'smName: BI-2536', 'clName: NCI-H1648', 'recordedWell: C06', 'timepoint: 3', 'assayCompoundConcentration: 33.33333333')	61.0	0.0	1.6393	0.0	0.0
('35995 6492', 'smName: RO-3306', 'clName: NCI-H1648', 'recordedWell: C07', 'timepoint: 1', 'assayCompoundConcentration: 0.045726667')	292.0	43.493	1.3699	42.708	100.0
('35996 6493', 'smName: RO-3306', 'clName: NCI-H1648', 'recordedWell: C07', 'timepoint: 2', 'assayCompoundConcentration: 0.045726667')	429.0	61.072	4.1958	60.097	83.333
('35997 6494', 'smName: RO-3306', 'clName: NCI-H1648', 'recordedWell: C07', 'timepoint: 3', 'assayCompoundConcentration: 0.045726667')	728.0	63.736	2.4725	62.958	94.444
('35998 6495', 'smName: BI-2536', 'clName: NCI-H1648', 'recordedWell: C08', 'timepoint: 1', 'assayCompoundConcentration: 33.33333333')	119.0	19.328	0.0	19.328	0.0
('35999 6496', 'smName: BI-2536', 'clName: NCI-H1648', 'recordedWell: C08', 'timepoint: 2', 'assayCompoundConcentration: 33.33333333')	67.0	0.0	0.0	0.0	0.0
('36000 6497', 'smName: BI-2536', 'clName: NCI-H1648', 'recordedWell: C08', 'timepoint: 3', 'assayCompoundConcentration: 33.33333333')	78.0	0.0	0.0	0.0	0.0
('36001 6498', 'smName: RO-3306', 'clName: NCI-H1648', 'recordedWell: C09', 'timepoint: 1', 'assayCompoundConcentration: 0.045726667')	339.0	37.168	2.3599	35.952	87.5
('36002 6499', 'smName: RO-3306', 'clName: NCI-H1648', 'recordedWell: C09', 'timepoint: 2', 'assayCompoundConcentration: 0.045726667')	403.0	57.072	1.737	56.313	100.0
('36003 6500', 'smName: RO-3306', 'clName: NCI-H1648', 'recordedWell: C09', 'timepoint: 3', 'assayCompoundConcentration: 0.045726667')	463.0	64.147	2.8078	63.111	100.0
('36004 6501', 'smName: BI-2536', 'clName: NCI-H1648', 'recordedWell: C10', 'timepoint: 1', 'assayCompoundConcentration: 0.045726667')	203.0	41.872	6.4039	41.053	53.846
('36005 6502', 'smName: BI-2536', 'clName: NCI-H1648', 'recordedWell: C10', 'timepoint: 2', 'assayCompoundConcentration: 0.045726667')	130.0	23.846	4.6154	22.581	50.0
('36006 6503', 'smName: BI-2536', 'clName: NCI-H1648', 'recordedWell: C10', 'timepoint: 3', 'assayCompoundConcentration: 0.045726667')	144.0	18.056	7.6389	18.045	18.182
('36007 6504', 'smName: ', 'clName: NCI-H1648', 'recordedWell: C11', 'timepoint: 1', 'assayCompoundConcentration: ')	289.0	32.18	1.0381	32.168	33.333
('36008 6505', 'smName: ', 'clName: NCI-H1648', 'recordedWell: C11', 'timepoint: 2', 'assayCompoundConcentration: ')	357.0	51.261	2.521	50.0	100.0
('36009 6506', 'smName: ', 'clName: NCI-H1648', 'recordedWell: C11', 'timepoint: 3', 'assayCompoundConcentration: ')	599.0	63.773	1.3356	63.283	100.0
('36010 6507', 'smName: BI-2536', 'clName: NCI-H1648', 'recordedWell: C12', 'timepoint: 1', 'assayCompoundConcentration: 0.045726667')	179.0	33.52	6.7039	32.934	41.667
('36011 6508', 'smName: BI-2536', 'clName: NCI-H1648', 'recordedWell: C12', 'timepoint: 2', 'assayCompoundConcentration: 0.045726667')	126.0	15.873	6.3492	14.407	37.5
('36012 6509', 'smName: BI-2536', 'clName: NCI-H1648', 'recordedWell: C12', 'timepoint: 3', 'assayCompoundConcentration: 0.045726667')	118.0	13.559	9.322	14.019	9.0909
('36013 6510', 'smName: MPS-1-IN-1', 'clName: NCI-H1648', 'recordedWell: C13', 'timepoint: 1', 'assayCompoundConcentration: 11.11111333')	260.0	17.692	4.2308	18.072	9.0909
('36014 6511', 'smName: MPS-1-IN-1', 'clName: NCI-H1648', 'recordedWell: C13', 'timepoint: 2', 'assayCompoundConcentration: 11.11111333')	209.0	35.885	9.5694	33.862	55.0
('36015 6512', 'smName: MPS-1-IN-1', 'clName: NCI-H1648', 'recordedWell: C13', 'timepoint: 3', 'assayCompoundConcentration: 11.11111333')	167.0	14.97	4.1916	14.375	28.571
('36016 6513', 'smName: ', 'clName: NCI-H1648', 'recordedWell: C14', 'timepoint: 1', 'assayCompoundConcentration: ')	233.0	44.206	3.4335	42.667	87.5
('36017 6514', 'smName: ', 'clName: NCI-H1648', 'recordedWell: C14', 'timepoint: 2', 'assayCompoundConcentration: ')	317.0	57.729	1.8927	57.235	83.333
('36018 6515', 'smName: ', 'clName: NCI-H1648', 'recordedWell: C14', 'timepoint: 3', 'assayCompoundConcentration: ')	849.0	64.547	1.1779	64.124	100.0
('36019 6516', 'smName: MPS-1-IN-1', 'clName: NCI-H1648', 'recordedWell: C15', 'timepoint: 1', 'assayCompoundConcentration: 11.11111333')	256.0	21.094	1.1719	20.949	33.333
('36020 6517', 'smName: MPS-1-IN-1', 'clName: NCI-H1648', 'recordedWell: C15', 'timepoint: 2', 'assayCompoundConcentration: 11.11111333')	185.0	31.892	4.3243	32.203	25.0
('36021 6518', 'smName: MPS-1-IN-1', 'clName: NCI-H1648', 'recordedWell: C15', 'timepoint: 3', 'assayCompoundConcentration: 11.11111333')	202.0	11.881	7.4257	10.695	26.667
('36022 6519', 'smName: Staurosporine', 'clName: NCI-H1648', 'recordedWell: C16', 'timepoint: 1', 'assayCompoundConcentration: 33.33333333')	217.0	28.111	0.0	28.111	0.0
('36023 6520', 'smName: Staurosporine', 'clName: NCI-H1648', 'recordedWell: C16', 'timepoint: 2', 'assayCompoundConcentration: 33.33333333')	169.0	15.976	0.59172	16.071	0.0
('36024 6521', 'smName: Staurosporine', 'clName: NCI-H1648', 'recordedWell: C16', 'timepoint: 3', 'assayCompoundConcentration: 33.33333333')	222.0	13.063	0.9009	13.182	0.0
('36025 6522', 'smName: MPS-1-IN-1', 'clName: NCI-H1648', 'recordedWell: C17', 'timepoint: 1', 'assayCompoundConcentration: 0.015243333')	289.0	39.1	0.69204	38.676	100.0
('36026 6523', 'smName: MPS-1-IN-1', 'clName: NCI-H1648', 'recordedWell: C17', 'timepoint: 2', 'assayCompoundConcentration: 0.015243333')	409.0	48.655	3.1785	47.222	92.308
('36027 6524', 'smName: MPS-1-IN-1', 'clName: NCI-H1648', 'recordedWell: C17', 'timepoint: 3', 'assayCompoundConcentration: 0.015243333')	457.0	59.519	2.8446	58.784	84.615
('36028 6525', 'smName: Staurosporine', 'clName: NCI-H1648', 'recordedWell: C18', 'timepoint: 1', 'assayCompoundConcentration: 33.33333333')	244.0	38.934	0.40984	39.095	0.0
('36029 6526', 'smName: Staurosporine', 'clName: NCI-H1648', 'recordedWell: C18', 'timepoint: 2', 'assayCompoundConcentration: 33.33333333')	206.0	18.447	2.4272	18.408	20.0
('36030 6527', 'smName: Staurosporine', 'clName: NCI-H1648', 'recordedWell: C18', 'timepoint: 3', 'assayCompoundConcentration: 33.33333333')	304.0	25.987	0.32895	26.073	0.0
('36031 6528', 'smName: MPS-1-IN-1', 'clName: NCI-H1648', 'recordedWell: C19', 'timepoint: 1', 'assayCompoundConcentration: 0.015243333')	241.0	41.079	1.2448	40.756	66.667
('36032 6529', 'smName: MPS-1-IN-1', 'clName: NCI-H1648', 'recordedWell: C19', 'timepoint: 2', 'assayCompoundConcentration: 0.015243333')	497.0	56.539	2.0121	55.647	100.0
('36033 6530', 'smName: MPS-1-IN-1', 'clName: NCI-H1648', 'recordedWell: C19', 'timepoint: 3', 'assayCompoundConcentration: 0.015243333')	743.0	57.201	0.94213	57.065	71.429
('36034 6531', 'smName: Staurosporine', 'clName: NCI-H1648', 'recordedWell: C20', 'timepoint: 1', 'assayCompoundConcentration: 0.00019')	290.0	48.621	2.7586	47.518	87.5
('36035 6532', 'smName: Staurosporine', 'clName: NCI-H1648', 'recordedWell: C20', 'timepoint: 2', 'assayCompoundConcentration: 0.00019')	303.0	48.845	1.6502	48.322	80.0
('36036 6533', 'smName: Staurosporine', 'clName: NCI-H1648', 'recordedWell: C20', 'timepoint: 3', 'assayCompoundConcentration: 0.00019')	668.0	59.731	0.7485	59.578	80.0
('36037 6534', 'smName: ', 'clName: NCI-H1648', 'recordedWell: C21', 'timepoint: 1', 'assayCompoundConcentration: ')	397.0	50.63	2.5189	49.871	80.0
('36038 6535', 'smName: ', 'clName: NCI-H1648', 'recordedWell: C21', 'timepoint: 2', 'assayCompoundConcentration: ')	392.0	53.827	2.8061	52.756	90.909
('36039 6536', 'smName: ', 'clName: NCI-H1648', 'recordedWell: C21', 'timepoint: 3', 'assayCompoundConcentration: ')	822.0	62.652	0.85158	62.331	100.0
('36040 6537', 'smName: Staurosporine', 'clName: NCI-H1648', 'recordedWell: C22', 'timepoint: 1', 'assayCompoundConcentration: 0.00019')	240.0	51.667	2.9167	50.644	85.714
