	('pAkt10min 0',)	('pAkt30min 1',)	('pAkt90min 2',)	('pErk10min 3',)	('pErk30min 4',)	('pErk90min 5',)	('ligrespelisapaktAU 6',)	('ligrespelisaperkAU 7',)
('115212 747', 'protein_ppName: IGF-II', 'cell_clName: MDA-MB-175-VII', 'ligandConcentration: 100.0')	12040.77763	14656.51597	16141.44124	24854.46946	24401.26652	24689.48027		
('115213 748', 'protein_ppName: IGF-II', 'cell_clName: MDA-MB-361', 'ligandConcentration: 1.0')	2379.329835	1350.519546	1130.375539	166.1702235	166.1702235	166.1702235		
('115214 749', 'protein_ppName: IGF-II', 'cell_clName: MDA-MB-361', 'ligandConcentration: 100.0')	3133.803958	3073.04299	5400.992079	166.1702235	166.1702235	166.1702235		
('115215 750', 'protein_ppName: IGF-II', 'cell_clName: MDA-MB-415', 'ligandConcentration: 1.0')	22343.43511	24478.63308	25418.58709	43.43729105	43.43729105	43.43729105		
('115216 751', 'protein_ppName: IGF-II', 'cell_clName: MDA-MB-415', 'ligandConcentration: 100.0')	19348.38199	24912.43478	29230.72902	43.43729105	43.43729105	43.43729105		
('115217 752', 'protein_ppName: IGF-II', 'cell_clName: MDA-MB-436', 'ligandConcentration: 1.0')	4499.742963	2516.984637	4020.223579	2360.487221	2360.487221	2360.487221		
('115218 753', 'protein_ppName: IGF-II', 'cell_clName: MDA-MB-436', 'ligandConcentration: 100.0')	5177.814944	6985.596873	11945.51659	2360.487221	3566.497765	5085.711893		
('115219 754', 'protein_ppName: IGF-II', 'cell_clName: MDA-MB-453', 'ligandConcentration: 1.0')	5097.336934	5135.910154	5050.90807	1279.836928	1270.321062	1691.786618		
('115220 755', 'protein_ppName: IGF-II', 'cell_clName: MDA-MB-453', 'ligandConcentration: 100.0')	5490.018362	4527.903542	7364.193458	1346.601469	1450.237113	2765.790187		
('115221 756', 'protein_ppName: IGF-II', 'cell_clName: MDA-MB-468', 'ligandConcentration: 1.0')	19993.29945	18237.45235	20318.15364	3717.147344	3616.496096	3908.544366		
('115222 757', 'protein_ppName: IGF-II', 'cell_clName: MDA-MB-468', 'ligandConcentration: 100.0')	23747.40842	30340.00746	43099.83044	4242.137581	4929.497803	4011.989467		
('115223 758', 'protein_ppName: IGF-II', 'cell_clName: T47D', 'ligandConcentration: 1.0')	5879.160558	5689.833633	5720.892972	1084.36125	748.3148627	1250.02778		
('115224 759', 'protein_ppName: IGF-II', 'cell_clName: T47D', 'ligandConcentration: 100.0')	8664.057884	8066.458206	15911.05682	1546.504505	2677.189227	3538.643006		
('115225 760', 'protein_ppName: IGF-II', 'cell_clName: UACC-812', 'ligandConcentration: 1.0')	3236.518031	4270.911138	4797.632671	24358.22959	28078.96118	29114.27491		
('115226 761', 'protein_ppName: IGF-II', 'cell_clName: UACC-812', 'ligandConcentration: 100.0')	3784.449827	5256.599197	4335.523884	27269.32105	29683.12086	30560.29745		
('115227 762', 'protein_ppName: IGF-II', 'cell_clName: UACC-893', 'ligandConcentration: 1.0')	25274.4856	21542.29445	24295.88677	2073.098393	2073.098393	2073.098393		
('115228 763', 'protein_ppName: IGF-II', 'cell_clName: UACC-893', 'ligandConcentration: 100.0')	26126.69633	23731.63131	28120.03541	2073.098393	2073.098393	2073.098393		
('115229 764', 'protein_ppName: IGF-II', 'cell_clName: ZR-75-1', 'ligandConcentration: 1.0')	3973.404992	2949.709453	4368.433778	1306.754667	466.1370974	443.8346974		
('115230 765', 'protein_ppName: IGF-II', 'cell_clName: ZR-75-1', 'ligandConcentration: 100.0')	9818.86966	10104.36244	18189.19752	3210.758319	1051.459418	2863.425099		
('115231 766', 'protein_ppName: IGF-II', 'cell_clName: ZR-75-30', 'ligandConcentration: 1.0')	8252.13275	5810.045778	7686.895789	20122.57842	15257.98764	18892.04576		
('115232 767', 'protein_ppName: IGF-II', 'cell_clName: ZR-75-30', 'ligandConcentration: 100.0')	9119.552681	6073.587359	7878.39617	20436.14331	17155.73437	19399.96308		
('115233 768', 'protein_ppName: IGF-II', 'cell_clName: 184B5', 'ligandConcentration: 1.0')	4576.19715	3370.411804	5265.365226	8236.145271	8065.187886	8729.408762		
('115234 769', 'protein_ppName: IGF-II', 'cell_clName: 184B5', 'ligandConcentration: 100.0')	18265.12154	10372.29575	19319.696	14234.46583	11210.74947	7321.355833		
('115235 770', 'protein_ppName: IGF-II', 'cell_clName: HCC1187', 'ligandConcentration: 1.0')	13713.56953	14039.20365	16343.58291	248.3144238	248.3144238	248.3144238		
('115236 771', 'protein_ppName: IGF-II', 'cell_clName: HCC1187', 'ligandConcentration: 100.0')	33153.12354	42775.60485	58813.26157	248.3144238	248.3144238	629.7795553		
('115237 772', 'protein_ppName: IGF-II', 'cell_clName: HCC1500', 'ligandConcentration: 1.0')	1878.229705	1244.241173	1244.241173	3077.164256	3077.164256	3077.164256		
('115238 773', 'protein_ppName: IGF-II', 'cell_clName: HCC1500', 'ligandConcentration: 100.0')	1870.569486	1244.241173	2880.448203	3077.164256	3077.164256	3077.164256		
('115239 774', 'protein_ppName: IGF-II', 'cell_clName: MCF 10A', 'ligandConcentration: 1.0')	7694.615909	3943.374878	12630.76666	10454.2621	2157.849075	12520.99288		
('115240 775', 'protein_ppName: IGF-II', 'cell_clName: MCF 10A', 'ligandConcentration: 100.0')	22678.07765	24868.33078	17983.57956	7938.823436	12455.82766	2091.246382		
('115241 776', 'protein_ppName: IGF-II', 'cell_clName: MCF 10F', 'ligandConcentration: 1.0')	3709.683544	2432.626527	1978.757052	407.4253875	407.4253875	407.4253875		
('115242 777', 'protein_ppName: IGF-II', 'cell_clName: MCF 10F', 'ligandConcentration: 100.0')	6959.124374	5162.045191	5704.39389	1586.646275	407.4253875	407.4253875		
('115243 778', 'protein_ppName: IGF-II', 'cell_clName: MCF12A', 'ligandConcentration: 1.0')	2314.48493	1625.19098	1146.984949	6288.166383	6582.731161	6877.843338		
('115244 779', 'protein_ppName: IGF-II', 'cell_clName: MCF12A', 'ligandConcentration: 100.0')	2836.699919	2233.089878	3736.054638	6786.492193	7851.311023	10980.4017		
('115245 780', 'protein_ppName: INS', 'cell_clName: MCF7', 'ligandConcentration: 1.0')	889.1092723	889.1092723	2007.882348	248.7780028	248.7780028	248.7780028		
('115246 781', 'protein_ppName: INS', 'cell_clName: MCF7', 'ligandConcentration: 100.0')	2289.585093	2901.882011	4597.554182	248.7780028	248.7780028	248.7780028		
('115247 782', 'protein_ppName: INS', 'cell_clName: SK-BR-3', 'ligandConcentration: 1.0')	9071.993092	8195.835376	8409.818794	2173.008132	2173.008132	2173.008132		
('115248 783', 'protein_ppName: INS', 'cell_clName: SK-BR-3', 'ligandConcentration: 100.0')	8936.948679	8477.928151	8484.712991	2173.008132	2173.008132	2173.008132		
('115249 784', 'protein_ppName: INS', 'cell_clName: MDA-MB-231', 'ligandConcentration: 1.0')	1487.724358	547.0725358	547.0725358	466.3456196	31.58511031	31.58511031		
('115250 785', 'protein_ppName: INS', 'cell_clName: MDA-MB-231', 'ligandConcentration: 100.0')	547.0725358	547.0725358	547.0725358	941.1412705	31.58511031	31.58511031		
('115251 786', 'protein_ppName: INS', 'cell_clName: AU565', 'ligandConcentration: 1.0')	6441.363254	6978.642742	6448.838053	8388.368205	7443.541703	4504.180827		
('115252 787', 'protein_ppName: INS', 'cell_clName: AU565', 'ligandConcentration: 100.0')	7540.498462	7073.663292	8375.524107	9676.749916	4429.965748	7020.737639		
('115253 788', 'protein_ppName: INS', 'cell_clName: BT-20', 'ligandConcentration: 1.0')	5564.765129	7305.988739	8139.986291	1534.825216	72.62507464	830.7496096		
('115254 789', 'protein_ppName: INS', 'cell_clName: BT-20', 'ligandConcentration: 100.0')	7709.810869	7032.475221	9352.461957	862.5141586	72.62507464	2169.322908		
('115255 790', 'protein_ppName: INS', 'cell_clName: BT-474', 'ligandConcentration: 1.0')	17811.88751	13956.199	16048.35396	6892.779427	6776.312201	6611.511856		
('115256 791', 'protein_ppName: INS', 'cell_clName: BT-474', 'ligandConcentration: 100.0')	17491.52338	15198.96688	14603.51452	7153.505421	6776.624028	7507.935302		
('115257 792', 'protein_ppName: INS', 'cell_clName: BT-483', 'ligandConcentration: 1.0')	2256.840856	1036.160565	1591.29501	281.9715551	281.9715551	281.9715551		
('115258 793', 'protein_ppName: INS', 'cell_clName: BT-483', 'ligandConcentration: 100.0')	1036.160565	1036.160565	2897.210083	281.9715551	281.9715551	281.9715551		
('115259 794', 'protein_ppName: INS', 'cell_clName: BT-549', 'ligandConcentration: 1.0')	11489.19047	9091.326434	9524.429007	2209.914449	1683.853707	1826.426094		
('115260 795', 'protein_ppName: INS', 'cell_clName: BT-549', 'ligandConcentration: 100.0')	11278.06886	11994.49311	16843.44182	1972.611426	1709.104622	2894.508064		
('115261 796', 'protein_ppName: INS', 'cell_clName: CAMA-1', 'ligandConcentration: 1.0')	4443.545493	3458.87689	3863.541883	70.21348513	70.21348513	70.21348513		
('115262 797', 'protein_ppName: INS', 'cell_clName: CAMA-1', 'ligandConcentration: 100.0')	3050.158763	4042.123009	4632.989021	70.21348513	70.21348513	70.21348513		
('115263 798', 'protein_ppName: INS', 'cell_clName: HCC1395', 'ligandConcentration: 1.0')	9093.605594	8198.446046	9596.54021	2294.37206	2294.37206	2294.37206		
('115264 799', 'protein_ppName: INS', 'cell_clName: HCC1395', 'ligandConcentration: 100.0')	11637.75	13205.62464	15159.44554	2294.37206	2294.37206	2294.37206		
('115265 800', 'protein_ppName: INS', 'cell_clName: HCC1419', 'ligandConcentration: 1.0')	29085.29179	28724.05995	27672.4775	21615.83225	22659.49242	22199.49395		
('115266 801', 'protein_ppName: INS', 'cell_clName: HCC1419', 'ligandConcentration: 100.0')	28454.2145	29469.05068	32919.52564	23565.09685	22221.81639	26124.18567		
('115267 802', 'protein_ppName: INS', 'cell_clName: HCC1428', 'ligandConcentration: 1.0')	1040.118819	1040.118819	1040.118819	103.8606935	103.8606935	103.8606935		
('115268 803', 'protein_ppName: INS', 'cell_clName: HCC1428', 'ligandConcentration: 100.0')	1040.118819	1040.118819	3044.741639	103.8606935	103.8606935	221.8806353		
('115269 804', 'protein_ppName: INS', 'cell_clName: HCC1569', 'ligandConcentration: 1.0')	26161.86458	23399.01601	24019.49985	5285.162175	3776.946063	4263.460196		
('115270 805', 'protein_ppName: INS', 'cell_clName: HCC1569', 'ligandConcentration: 100.0')	26032.56774	22913.93752	30867.14158	4835.248888	3603.75302	4971.936648		
('115271 806', 'protein_ppName: INS', 'cell_clName: HCC1806', 'ligandConcentration: 1.0')	10078.48333	11020.75264	8881.906892	2649.337784	2649.337784	2649.337784		
('115272 807', 'protein_ppName: INS', 'cell_clName: HCC1806', 'ligandConcentration: 100.0')	34626.71029	28035.972	43040.22501	10793.07333	11618.41127	10093.9657		
('115273 808', 'protein_ppName: INS', 'cell_clName: HCC1937', 'ligandConcentration: 1.0')	2318.562914	3161.07835	4621.891406	343.1177563	343.1177563	343.1177563		
('115274 809', 'protein_ppName: INS', 'cell_clName: HCC1937', 'ligandConcentration: 100.0')	12342.29087	11424.24839	10937.80306	4475.172786	2464.124875	1014.880754		
('115275 810', 'protein_ppName: INS', 'cell_clName: HCC1954', 'ligandConcentration: 1.0')	2570.451544	3237.941095	3410.769605	5370.068921	6698.658404	6425.502832		
('115276 811', 'protein_ppName: INS', 'cell_clName: HCC1954', 'ligandConcentration: 100.0')	2462.938482	3851.017931	4013.347513	7156.885021	4504.479584	7353.857637		
('115277 812', 'protein_ppName: INS', 'cell_clName: HCC202', 'ligandConcentration: 1.0')	48695.78199	53546.98075	55296.22252	2702.254783	3411.376619	3756.646588		
('115278 813', 'protein_ppName: INS', 'cell_clName: HCC202', 'ligandConcentration: 100.0')	52550.30589	52700.04527	52247.94943	3785.468157	3158.656274	4190.96572		
('115279 814', 'protein_ppName: INS', 'cell_clName: HCC38', 'ligandConcentration: 1.0')	3173.334136	2431.237841	2541.373204	488.0450149	230.3837462	501.9451079		
('115280 815', 'protein_ppName: INS', 'cell_clName: HCC38', 'ligandConcentration: 100.0')	2721.199486	2900.235322	4270.735546	691.8528723	327.6392672	795.065576		
('115281 816', 'protein_ppName: INS', 'cell_clName: HCC70', 'ligandConcentration: 1.0')	7963.263933	8342.894663	8550.248726	389.867648	389.867648	389.867648		
('115282 817', 'protein_ppName: INS', 'cell_clName: HCC70', 'ligandConcentration: 100.0')	7990.911142	8653.752963	8572.712083	389.867648	389.867648	1064.70022		
('115283 818', 'protein_ppName: INS', 'cell_clName: Hs 578T', 'ligandConcentration: 1.0')	3200.697005	2584.139313	2728.459758	2712.176819	3719.106894	4518.83086		
('115284 819', 'protein_ppName: INS', 'cell_clName: Hs 578T', 'ligandConcentration: 100.0')	2887.786566	2858.329633	3940.084549	3313.009096	3935.89768	6196.495923		
('115285 820', 'protein_ppName: INS', 'cell_clName: MDA-MB-134-VI', 'ligandConcentration: 1.0')	842.221377	842.221377	842.221377	1569.606765	688.9858915	1708.626968		
('115286 821', 'protein_ppName: INS', 'cell_clName: MDA-MB-134-VI', 'ligandConcentration: 100.0')	842.221377	842.221377	1933.059379	942.8488711	1974.279435	1395.457479		
('115287 822', 'protein_ppName: INS', 'cell_clName: MDA-MB-157', 'ligandConcentration: 1.0')	1069.931871	1069.931871	1069.931871	252.4573021	252.4573021	252.4573021		
('115288 823', 'protein_ppName: INS', 'cell_clName: MDA-MB-157', 'ligandConcentration: 100.0')	4973.848327	4002.4469	3336.204239	1157.765189	1701.057429	616.2250867		
('115289 824', 'protein_ppName: INS', 'cell_clName: MDA-MB-175-VII', 'ligandConcentration: 1.0')	12066.24497	12566.29239	14971.84596	22834.29185	21946.62613	25366.22447		
('115290 825', 'protein_ppName: INS', 'cell_clName: MDA-MB-175-VII', 'ligandConcentration: 100.0')	15581.58256	21382.11152	27367.99194	22070.40445	20919.96846	21844.91048		
('115291 826', 'protein_ppName: INS', 'cell_clName: MDA-MB-361', 'ligandConcentration: 1.0')	2002.347217	751.2088921	751.2088921	166.1702235	166.1702235	447.5319348		
('115292 827', 'protein_ppName: INS', 'cell_clName: MDA-MB-361', 'ligandConcentration: 100.0')	1681.34204	1730.398633	2853.509646	166.1702235	166.1702235	166.1702235		
('115293 828', 'protein_ppName: INS', 'cell_clName: MDA-MB-415', 'ligandConcentration: 1.0')	34649.17498	31708.96341	32120.52661	43.43729105	43.43729105	43.43729105		
('115294 829', 'protein_ppName: INS', 'cell_clName: MDA-MB-415', 'ligandConcentration: 100.0')	35265.8154	29093.17232	29000.49513	43.43729105	43.43729105	127.8226878		
('115295 830', 'protein_ppName: INS', 'cell_clName: MDA-MB-436', 'ligandConcentration: 1.0')	8728.903023	2652.701538	3554.337388	5972.101549	2360.487221	2360.487221		
('115296 831', 'protein_ppName: INS', 'cell_clName: MDA-MB-436', 'ligandConcentration: 100.0')	7005.99541	4100.587666	6055.874595	4283.082615	2360.487221	3616.711167		
('115297 832', 'protein_ppName: INS', 'cell_clName: MDA-MB-453', 'ligandConcentration: 1.0')	5920.165164	4451.361381	4507.358014	1158.340811	592.264794	1926.275965		
('115298 833', 'protein_ppName: INS', 'cell_clName: MDA-MB-453', 'ligandConcentration: 100.0')	5771.81437	4411.076033	6884.495679	1191.769126	592.264794	2592.570736		
('115299 834', 'protein_ppName: INS', 'cell_clName: MDA-MB-468', 'ligandConcentration: 1.0')	22125.69137	25162.46508	31384.64863	3148.725404	3201.409475	3461.999695		
('115300 835', 'protein_ppName: INS', 'cell_clName: MDA-MB-468', 'ligandConcentration: 100.0')	41308.43326	42667.2023	45123.63116	6077.662228	4464.375829	4497.829488		
('115301 836', 'protein_ppName: INS', 'cell_clName: T47D', 'ligandConcentration: 1.0')	6739.639275	5269.587279	5528.4151	421.0662755	421.0662755	870.9308856		
('115302 837', 'protein_ppName: INS', 'cell_clName: T47D', 'ligandConcentration: 100.0')	5427.764838	6108.549527	7487.944266	637.961836	723.0478249	1794.45634		
('115303 838', 'protein_ppName: INS', 'cell_clName: UACC-812', 'ligandConcentration: 1.0')	3108.765474	3368.198414	3799.76835	22012.88636	23867.40942	26291.54519		
('115304 839', 'protein_ppName: INS', 'cell_clName: UACC-812', 'ligandConcentration: 100.0')	3070.076383	4098.675947	5528.895769	23070.95761	24808.84073	30214.79416		
('115305 840', 'protein_ppName: INS', 'cell_clName: UACC-893', 'ligandConcentration: 1.0')	18396.70658	22881.4522	23996.38335	2073.098393	2073.098393	2073.098393		
('115306 841', 'protein_ppName: INS', 'cell_clName: UACC-893', 'ligandConcentration: 100.0')	21210.39206	23586.63787	26922.34251	2073.098393	2073.098393	2073.098393		
('115307 842', 'protein_ppName: INS', 'cell_clName: ZR-75-1', 'ligandConcentration: 1.0')	3897.225031	3506.566034	4055.702656	906.377901	40.03814833	40.03814833		
('115308 843', 'protein_ppName: INS', 'cell_clName: ZR-75-1', 'ligandConcentration: 100.0')	18840.00453	12456.61902	12074.11696	10174.57842	1404.124813	2133.566306		
('115309 844', 'protein_ppName: INS', 'cell_clName: ZR-75-30', 'ligandConcentration: 1.0')	6840.56406	5688.880038	8237.626993	18075.73665	14736.31392	19816.67203		
('115310 845', 'protein_ppName: INS', 'cell_clName: ZR-75-30', 'ligandConcentration: 100.0')	7204.426974	5459.225857	7673.487105	18312.54316	13017.83383	20572.58017		
('115311 846', 'protein_ppName: INS', 'cell_clName: 184B5', 'ligandConcentration: 1.0')	4744.686999	1709.167953	4819.456361	5610.545127	5657.364584	6964.025636		
('115312 847', 'protein_ppName: INS', 'cell_clName: 184B5', 'ligandConcentration: 100.0')	5597.487703	4103.454127	7425.395543	6821.515897	4600.608417	7059.534914		
('115313 848', 'protein_ppName: INS', 'cell_clName: HCC1187', 'ligandConcentration: 1.0')	23824.29066	35753.12391	49413.41198	248.3144238	248.3144238	248.3144238		
('115314 849', 'protein_ppName: INS', 'cell_clName: HCC1187', 'ligandConcentration: 100.0')	61463.00181	66623.97154	66018.21598	248.3144238	248.3144238	248.3144238		
('115315 850', 'protein_ppName: INS', 'cell_clName: HCC1500', 'ligandConcentration: 1.0')	1904.015513	1244.241173	1869.706363	3077.164256	3077.164256	3077.164256		
('115316 851', 'protein_ppName: INS', 'cell_clName: HCC1500', 'ligandConcentration: 100.0')	1244.241173	1244.241173	2962.121243	3077.164256	3077.164256	3077.164256		
('115317 852', 'protein_ppName: INS', 'cell_clName: MCF 10A', 'ligandConcentration: 1.0')	3684.207028	5450.820406	3262.560872	2753.048027	7003.641476	1980.430652		
('115318 853', 'protein_ppName: INS', 'cell_clName: MCF 10A', 'ligandConcentration: 100.0')	3509.624729	7471.332838	5975.848903	1870.965271	6255.59174	1927.679925		
('115319 854', 'protein_ppName: INS', 'cell_clName: MCF 10F', 'ligandConcentration: 1.0')	2086.875355	1671.879412	599.6978333	407.4253875	407.4253875	407.4253875		
('115320 855', 'protein_ppName: INS', 'cell_clName: MCF 10F', 'ligandConcentration: 100.0')	1987.853047	1637.450514	2014.004032	407.4253875	407.4253875	407.4253875		
('115321 856', 'protein_ppName: INS', 'cell_clName: MCF12A', 'ligandConcentration: 1.0')	2038.599525	1203.113037	1072.675835	5649.352364	5990.446013	7829.801483		
('115322 857', 'protein_ppName: INS', 'cell_clName: MCF12A', 'ligandConcentration: 100.0')	3672.001487	2982.334593	2893.387423	6588.688145	7959.019723	10989.35327		
('115323 858', 'protein_ppName: NGF-beta', 'cell_clName: MCF7', 'ligandConcentration: 1.0')	2906.393452	2444.967502	3049.185793	834.7545259	248.7780028	248.7780028		
('115324 859', 'protein_ppName: NGF-beta', 'cell_clName: MCF7', 'ligandConcentration: 100.0')	2620.913686	2944.058735	3075.415099	248.7780028	248.7780028	516.798758		
('115325 860', 'protein_ppName: NGF-beta', 'cell_clName: SK-BR-3', 'ligandConcentration: 1.0')	9124.575603	8102.413347	8671.296093	2173.008132	2173.008132	2173.008132		
