	('meanRelativeCellCount 0',)	('standardErroroftheMeanforRelativeCellCount 1',)	('meanNormalizedGrowthRateInhibitionValue 2',)	('standardErroroftheMeanforNormalizedGrowthRateInhibitionValue 3',)
('BYL719 2026', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10233', 'smallmolecule_smLincsID: LSM-4256', 'smallmolecule_smName: BYL719', 'cell_clCenterSpecificID: 50058', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	0.89586	0.0089364	0.88988	0.0084537
('BYL719 2027', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10233', 'smallmolecule_smLincsID: LSM-4256', 'smallmolecule_smName: BYL719', 'cell_clCenterSpecificID: 50058', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP5')	0.68923	0.044472	0.65042	0.05212
('GDC-0980 2028', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10234', 'smallmolecule_smLincsID: LSM-4257', 'smallmolecule_smName: GDC-0980', 'cell_clCenterSpecificID: 50058', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5')	0.73358	0.032243	0.70467	0.039507
('GDC-0980 2029', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10234', 'smallmolecule_smLincsID: LSM-4257', 'smallmolecule_smName: GDC-0980', 'cell_clCenterSpecificID: 50058', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5')	0.64085	0.05009	0.58771	0.067478
('GDC-0980 2030', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10234', 'smallmolecule_smLincsID: LSM-4257', 'smallmolecule_smName: GDC-0980', 'cell_clCenterSpecificID: 50058', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5')	0.52285	0.045455	0.42963	0.069597
('GDC-0980 2031', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10234', 'smallmolecule_smLincsID: LSM-4257', 'smallmolecule_smName: GDC-0980', 'cell_clCenterSpecificID: 50058', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5')	0.44086	0.038576	0.30919	0.065804
('GDC-0980 2032', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10234', 'smallmolecule_smLincsID: LSM-4257', 'smallmolecule_smName: GDC-0980', 'cell_clCenterSpecificID: 50058', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	0.40063	0.035075	0.24637	0.06311
('GDC-0980 2033', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10234', 'smallmolecule_smLincsID: LSM-4257', 'smallmolecule_smName: GDC-0980', 'cell_clCenterSpecificID: 50058', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP5')	0.34605	0.04261	0.15396	0.079429
('Mitoxantrone 2034', 'smallmolecule_smSalt: 102', 'smallmolecule_smCenterCompoundID: 10479', 'smallmolecule_smLincsID: LSM-2481', 'smallmolecule_smName: Mitoxantrone', 'cell_clCenterSpecificID: 50058', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5')	0.23757	0.0098988	-0.045582	0.025997
('Mitoxantrone 2035', 'smallmolecule_smSalt: 102', 'smallmolecule_smCenterCompoundID: 10479', 'smallmolecule_smLincsID: LSM-2481', 'smallmolecule_smName: Mitoxantrone', 'cell_clCenterSpecificID: 50058', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6')	0.23246	0.012229	-0.064685	0.045347
('Mitoxantrone 2036', 'smallmolecule_smSalt: 102', 'smallmolecule_smCenterCompoundID: 10479', 'smallmolecule_smLincsID: LSM-2481', 'smallmolecule_smName: Mitoxantrone', 'cell_clCenterSpecificID: 50058', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5')	0.2382	0.019095	-0.04502	0.045758
('Mitoxantrone 2037', 'smallmolecule_smSalt: 102', 'smallmolecule_smCenterCompoundID: 10479', 'smallmolecule_smLincsID: LSM-2481', 'smallmolecule_smName: Mitoxantrone', 'cell_clCenterSpecificID: 50058', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6')	0.22436	0.012288	-0.081806	0.047399
('Mitoxantrone 2038', 'smallmolecule_smSalt: 102', 'smallmolecule_smCenterCompoundID: 10479', 'smallmolecule_smLincsID: LSM-2481', 'smallmolecule_smName: Mitoxantrone', 'cell_clCenterSpecificID: 50058', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5')	0.19961	0.021685	-0.12924	0.055281
('Mitoxantrone 2039', 'smallmolecule_smSalt: 102', 'smallmolecule_smCenterCompoundID: 10479', 'smallmolecule_smLincsID: LSM-2481', 'smallmolecule_smName: Mitoxantrone', 'cell_clCenterSpecificID: 50058', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6')	0.197	0.022167	-0.14409	0.072373
('Mitoxantrone 2040', 'smallmolecule_smSalt: 102', 'smallmolecule_smCenterCompoundID: 10479', 'smallmolecule_smLincsID: LSM-2481', 'smallmolecule_smName: Mitoxantrone', 'cell_clCenterSpecificID: 50058', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5')	0.1658	0.035048	-0.21604	0.098369
('Mitoxantrone 2041', 'smallmolecule_smSalt: 102', 'smallmolecule_smCenterCompoundID: 10479', 'smallmolecule_smLincsID: LSM-2481', 'smallmolecule_smName: Mitoxantrone', 'cell_clCenterSpecificID: 50058', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6')	0.16315	0.030181	-0.22847	0.098991
('Mitoxantrone 2042', 'smallmolecule_smSalt: 102', 'smallmolecule_smCenterCompoundID: 10479', 'smallmolecule_smLincsID: LSM-2481', 'smallmolecule_smName: Mitoxantrone', 'cell_clCenterSpecificID: 50058', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	0.13552	0.048395	-0.31489	0.15817
('Mitoxantrone 2043', 'smallmolecule_smSalt: 102', 'smallmolecule_smCenterCompoundID: 10479', 'smallmolecule_smLincsID: LSM-2481', 'smallmolecule_smName: Mitoxantrone', 'cell_clCenterSpecificID: 50058', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	0.1264	0.040807	-0.33889	0.14693
('Mitoxantrone 2044', 'smallmolecule_smSalt: 102', 'smallmolecule_smCenterCompoundID: 10479', 'smallmolecule_smLincsID: LSM-2481', 'smallmolecule_smName: Mitoxantrone', 'cell_clCenterSpecificID: 50058', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP5')	0.090112	0.039484	-0.45649	0.1543
('Mitoxantrone 2045', 'smallmolecule_smSalt: 102', 'smallmolecule_smCenterCompoundID: 10479', 'smallmolecule_smLincsID: LSM-2481', 'smallmolecule_smName: Mitoxantrone', 'cell_clCenterSpecificID: 50058', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP6')	0.073312	0.026	-0.50382	0.11669
('Radicicol 2046', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10480', 'smallmolecule_smLincsID: LSM-6548', 'smallmolecule_smName: Radicicol', 'cell_clCenterSpecificID: 50058', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5')	1.0502	0.020782	1.0503	0.020219
('Radicicol 2047', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10480', 'smallmolecule_smLincsID: LSM-6548', 'smallmolecule_smName: Radicicol', 'cell_clCenterSpecificID: 50058', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6')	1.0762	0.023977	1.0765	0.021652
('Radicicol 2048', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10480', 'smallmolecule_smLincsID: LSM-6548', 'smallmolecule_smName: Radicicol', 'cell_clCenterSpecificID: 50058', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5')	0.7722	0.034191	0.74895	0.040531
('Radicicol 2049', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10480', 'smallmolecule_smLincsID: LSM-6548', 'smallmolecule_smName: Radicicol', 'cell_clCenterSpecificID: 50058', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6')	0.76558	0.055772	0.73845	0.065183
('Radicicol 2050', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10480', 'smallmolecule_smLincsID: LSM-6548', 'smallmolecule_smName: Radicicol', 'cell_clCenterSpecificID: 50058', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5')	0.43096	0.036613	0.29431	0.061002
('Radicicol 2051', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10480', 'smallmolecule_smLincsID: LSM-6548', 'smallmolecule_smName: Radicicol', 'cell_clCenterSpecificID: 50058', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6')	0.44195	0.046618	0.30211	0.087437
('Radicicol 2052', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10480', 'smallmolecule_smLincsID: LSM-6548', 'smallmolecule_smName: Radicicol', 'cell_clCenterSpecificID: 50058', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5')	0.28827	0.037136	0.049924	0.078437
('Radicicol 2053', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10480', 'smallmolecule_smLincsID: LSM-6548', 'smallmolecule_smName: Radicicol', 'cell_clCenterSpecificID: 50058', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6')	0.31785	0.026369	0.098248	0.067899
('Radicicol 2054', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10480', 'smallmolecule_smLincsID: LSM-6548', 'smallmolecule_smName: Radicicol', 'cell_clCenterSpecificID: 50058', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	0.25227	0.038197	-0.020996	0.080878
('Radicicol 2055', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10480', 'smallmolecule_smLincsID: LSM-6548', 'smallmolecule_smName: Radicicol', 'cell_clCenterSpecificID: 50058', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	0.28321	0.038053	0.031795	0.089175
('Radicicol 2056', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10480', 'smallmolecule_smLincsID: LSM-6548', 'smallmolecule_smName: Radicicol', 'cell_clCenterSpecificID: 50058', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP5')	0.25021	0.026612	-0.022242	0.059872
('Radicicol 2057', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10480', 'smallmolecule_smLincsID: LSM-6548', 'smallmolecule_smName: Radicicol', 'cell_clCenterSpecificID: 50058', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP6')	0.24762	0.032233	-0.037531	0.087329
('Withaferin A 2058', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10481', 'smallmolecule_smLincsID: LSM-6685', 'smallmolecule_smName: Withaferin A', 'cell_clCenterSpecificID: 50058', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5')	1.062	0.039365	1.0617	0.038476
('Withaferin A 2059', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10481', 'smallmolecule_smLincsID: LSM-6685', 'smallmolecule_smName: Withaferin A', 'cell_clCenterSpecificID: 50058', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6')	1.0171	0.017068	1.0178	0.018622
('Withaferin A 2060', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10481', 'smallmolecule_smLincsID: LSM-6685', 'smallmolecule_smName: Withaferin A', 'cell_clCenterSpecificID: 50058', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5')	1.0219	0.037881	1.0218	0.039077
('Withaferin A 2061', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10481', 'smallmolecule_smLincsID: LSM-6685', 'smallmolecule_smName: Withaferin A', 'cell_clCenterSpecificID: 50058', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6')	0.98242	0.0093761	0.98103	0.010555
('Withaferin A 2062', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10481', 'smallmolecule_smLincsID: LSM-6685', 'smallmolecule_smName: Withaferin A', 'cell_clCenterSpecificID: 50058', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5')	0.70097	0.075437	0.65955	0.092338
('Withaferin A 2063', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10481', 'smallmolecule_smLincsID: LSM-6685', 'smallmolecule_smName: Withaferin A', 'cell_clCenterSpecificID: 50058', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6')	0.63039	0.078397	0.56768	0.097664
('Withaferin A 2064', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10481', 'smallmolecule_smLincsID: LSM-6685', 'smallmolecule_smName: Withaferin A', 'cell_clCenterSpecificID: 50058', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5')	0.25412	0.01981	-0.013473	0.046643
('Withaferin A 2065', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10481', 'smallmolecule_smLincsID: LSM-6685', 'smallmolecule_smName: Withaferin A', 'cell_clCenterSpecificID: 50058', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6')	0.2376	0.012548	-0.054143	0.034321
('Withaferin A 2066', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10481', 'smallmolecule_smLincsID: LSM-6685', 'smallmolecule_smName: Withaferin A', 'cell_clCenterSpecificID: 50058', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	0.20487	0.012056	-0.11709	0.031951
('Withaferin A 2067', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10481', 'smallmolecule_smLincsID: LSM-6685', 'smallmolecule_smName: Withaferin A', 'cell_clCenterSpecificID: 50058', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	0.18634	0.011871	-0.16821	0.030411
('Withaferin A 2068', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10481', 'smallmolecule_smLincsID: LSM-6685', 'smallmolecule_smName: Withaferin A', 'cell_clCenterSpecificID: 50058', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP5')	0.12028	0.014615	-0.3298	0.044105
('Withaferin A 2069', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10481', 'smallmolecule_smLincsID: LSM-6685', 'smallmolecule_smName: Withaferin A', 'cell_clCenterSpecificID: 50058', 'cell_clName: MDA-MB-231', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP6')	0.1207	0.022274	-0.34243	0.076961
('(R)- Roscovitine 2070', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10001', 'smallmolecule_smLincsID: LSM-1001', 'smallmolecule_smName: (R)- Roscovitine', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5')	1.0186	0.0024172	1.0218	0.0024282
('(R)- Roscovitine 2071', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10001', 'smallmolecule_smLincsID: LSM-1001', 'smallmolecule_smName: (R)- Roscovitine', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5')	0.99749	0.0017092	0.99672	0.0019917
('(R)- Roscovitine 2072', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10001', 'smallmolecule_smLincsID: LSM-1001', 'smallmolecule_smName: (R)- Roscovitine', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP5')	0.92543	0.016147	0.91278	0.016623
('(R)- Roscovitine 2073', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10001', 'smallmolecule_smLincsID: LSM-1001', 'smallmolecule_smName: (R)- Roscovitine', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP5')	0.86787	0.043044	0.84386	0.04839
('(R)- Roscovitine 2074', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10001', 'smallmolecule_smLincsID: LSM-1001', 'smallmolecule_smName: (R)- Roscovitine', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP5')	0.80125	0.034064	0.75878	0.036047
('(R)- Roscovitine 2075', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10001', 'smallmolecule_smLincsID: LSM-1001', 'smallmolecule_smName: (R)- Roscovitine', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP5')	0.41485	0.012087	0.19703	0.025638
('AT-7519 2076', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10004', 'smallmolecule_smLincsID: LSM-1004', 'smallmolecule_smName: AT-7519', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6')	0.90989	0.043061	0.89097	0.050706
('AT-7519 2077', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10004', 'smallmolecule_smLincsID: LSM-1004', 'smallmolecule_smName: AT-7519', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6')	0.76309	0.13607	0.69514	0.17906
('AT-7519 2078', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10004', 'smallmolecule_smLincsID: LSM-1004', 'smallmolecule_smName: AT-7519', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6')	0.44895	0.16429	0.20716	0.2503
('AT-7519 2079', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10004', 'smallmolecule_smLincsID: LSM-1004', 'smallmolecule_smName: AT-7519', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6')	0.2171	0.032822	-0.20671	0.070961
('AT-7519 2080', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10004', 'smallmolecule_smLincsID: LSM-1004', 'smallmolecule_smName: AT-7519', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	0.15408	0.039615	-0.3612	0.11928
('AT-7519 2081', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10004', 'smallmolecule_smLincsID: LSM-1004', 'smallmolecule_smName: AT-7519', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP6')	0.12947	0.029429	-0.42209	0.10496
('AZD7762 2082', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10006', 'smallmolecule_smLincsID: LSM-1006', 'smallmolecule_smName: AZD7762', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6')	1.0457	0.026762	1.0539	0.03106
('AZD7762 2083', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10006', 'smallmolecule_smLincsID: LSM-1006', 'smallmolecule_smName: AZD7762', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6')	0.89787	0.065176	0.87369	0.078972
('AZD7762 2084', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10006', 'smallmolecule_smLincsID: LSM-1006', 'smallmolecule_smName: AZD7762', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6')	0.71457	0.069789	0.63374	0.088678
('AZD7762 2085', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10006', 'smallmolecule_smLincsID: LSM-1006', 'smallmolecule_smName: AZD7762', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6')	0.46648	0.063327	0.26221	0.085974
('AZD7762 2086', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10006', 'smallmolecule_smLincsID: LSM-1006', 'smallmolecule_smName: AZD7762', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	0.28657	0.046863	-0.061631	0.071822
('AZD7762 2087', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10006', 'smallmolecule_smLincsID: LSM-1006', 'smallmolecule_smName: AZD7762', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP6')	0.12859	0.014265	-0.41826	0.057013
('AZD8055 2088', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10007', 'smallmolecule_smLincsID: LSM-1007', 'smallmolecule_smName: AZD8055', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6')	0.49001	0.062641	0.29993	0.081987
('AZD8055 2089', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10007', 'smallmolecule_smLincsID: LSM-1007', 'smallmolecule_smName: AZD8055', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6')	0.41666	0.052057	0.1787	0.072455
('AZD8055 2090', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10007', 'smallmolecule_smLincsID: LSM-1007', 'smallmolecule_smName: AZD8055', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'smallMolConcentration: 0.37', 'ljpLibraryPlate: LJP6')	0.36031	0.030408	0.081607	0.036134
('AZD8055 2091', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10007', 'smallmolecule_smLincsID: LSM-1007', 'smallmolecule_smName: AZD8055', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'smallMolConcentration: 1.11', 'ljpLibraryPlate: LJP6')	0.34615	0.030487	0.05557	0.041244
('AZD8055 2092', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10007', 'smallmolecule_smLincsID: LSM-1007', 'smallmolecule_smName: AZD8055', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'smallMolConcentration: 3.33', 'ljpLibraryPlate: LJP6')	0.31352	0.03366	-0.0064546	0.049545
('AZD8055 2093', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10007', 'smallmolecule_smLincsID: LSM-1007', 'smallmolecule_smName: AZD8055', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'smallMolConcentration: 10', 'ljpLibraryPlate: LJP6')	0.1935	0.08052	-0.30585	0.20847
