	('auc 0',)
('491227 577', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10006', 'smallmolecule_smLincsID: LSM-1006', 'smallmolecule_smName: AZD7762', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'ljpLibraryPlate: LJP6')	0.45261
('491228 578', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10007', 'smallmolecule_smLincsID: LSM-1007', 'smallmolecule_smName: AZD8055', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'ljpLibraryPlate: LJP6')	0.20243
('491229 579', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10008', 'smallmolecule_smLincsID: LSM-1008', 'smallmolecule_smName: Sorafenib', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'ljpLibraryPlate: LJP6')	0.92729
('491230 580', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10009', 'smallmolecule_smLincsID: LSM-1009', 'smallmolecule_smName: CP466722', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'ljpLibraryPlate: LJP5')	0.95571
('491231 581', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10010', 'smallmolecule_smLincsID: LSM-1010', 'smallmolecule_smName: CP724714', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'ljpLibraryPlate: LJP5')	0.98385
('491232 582', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10011', 'smallmolecule_smLincsID: LSM-1011', 'smallmolecule_smName: Flavopiridol', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'ljpLibraryPlate: LJP6')	-0.18601
('491233 583', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10014', 'smallmolecule_smLincsID: LSM-1014', 'smallmolecule_smName: GW843682', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'ljpLibraryPlate: LJP6')	0.34347
('491234 584', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10015', 'smallmolecule_smLincsID: LSM-5982', 'smallmolecule_smName: HG-5-113-01', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'ljpLibraryPlate: LJP5')	0.6203
('491235 585', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10016', 'smallmolecule_smLincsID: LSM-5245', 'smallmolecule_smName: HG-5-88-01', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'ljpLibraryPlate: LJP6')	0.72767
('491236 586', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10017', 'smallmolecule_smLincsID: LSM-6015', 'smallmolecule_smName: HG-6-64-01', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'ljpLibraryPlate: LJP6')	0.72464
('491237 587', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10018', 'smallmolecule_smLincsID: LSM-1018', 'smallmolecule_smName: Neratinib', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'ljpLibraryPlate: LJP5')	0.2278
('491238 588', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10019', 'smallmolecule_smLincsID: LSM-5674', 'smallmolecule_smName: JW-7-24-1', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'ljpLibraryPlate: LJP6')	0.80833
('491239 589', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10020', 'smallmolecule_smLincsID: LSM-1020', 'smallmolecule_smName: Dasatinib', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'ljpLibraryPlate: LJP5')	0.27759
('491240 590', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10020', 'smallmolecule_smLincsID: LSM-1020', 'smallmolecule_smName: Dasatinib', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'ljpLibraryPlate: LJP6')	0.097906
('491241 591', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10021', 'smallmolecule_smLincsID: LSM-1021', 'smallmolecule_smName: Tozasertib', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'ljpLibraryPlate: LJP5')	0.158
('491242 592', 'smallmolecule_smSalt: 103', 'smallmolecule_smCenterCompoundID: 10023', 'smallmolecule_smLincsID: LSM-1023', 'smallmolecule_smName: Imatinib', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'ljpLibraryPlate: LJP6')	1.0025
('491243 593', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10024', 'smallmolecule_smLincsID: LSM-1024', 'smallmolecule_smName: NVP-TAE684', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'ljpLibraryPlate: LJP6')	0.56604
('491244 594', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10025', 'smallmolecule_smLincsID: LSM-1025', 'smallmolecule_smName: CGP60474', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'ljpLibraryPlate: LJP5')	-0.044706
('491245 595', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10025', 'smallmolecule_smLincsID: LSM-1025', 'smallmolecule_smName: CGP60474', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'ljpLibraryPlate: LJP6')	-0.2498
('491246 596', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10026', 'smallmolecule_smLincsID: LSM-1026', 'smallmolecule_smName: PD173074', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'ljpLibraryPlate: LJP6')	0.94109
('491247 597', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10027', 'smallmolecule_smLincsID: LSM-1027', 'smallmolecule_smName: Crizotinib', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'ljpLibraryPlate: LJP5')	0.78649
('491248 598', 'smallmolecule_smSalt: 102', 'smallmolecule_smCenterCompoundID: 10028', 'smallmolecule_smLincsID: LSM-1028', 'smallmolecule_smName: BMS345541', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'ljpLibraryPlate: LJP6')	0.95394
('491249 599', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10031', 'smallmolecule_smLincsID: LSM-1031', 'smallmolecule_smName: KIN001-043', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'ljpLibraryPlate: LJP6')	0.87468
('491250 600', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10032', 'smallmolecule_smLincsID: LSM-1032', 'smallmolecule_smName: Saracatinib', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'ljpLibraryPlate: LJP6')	0.71217
('491251 601', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10035', 'smallmolecule_smLincsID: LSM-1035', 'smallmolecule_smName: Sigma A6730', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'ljpLibraryPlate: LJP5')	0.90284
('491252 602', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10039', 'smallmolecule_smLincsID: LSM-5431', 'smallmolecule_smName: WH-4-025', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'ljpLibraryPlate: LJP5')	0.62103
('491253 603', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10040', 'smallmolecule_smLincsID: LSM-1040', 'smallmolecule_smName: R406', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'ljpLibraryPlate: LJP6')	0.88052
('491254 604', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10041', 'smallmolecule_smLincsID: LSM-1041', 'smallmolecule_smName: BI-2536', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'ljpLibraryPlate: LJP6')	-0.011508
('491255 605', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10045', 'smallmolecule_smLincsID: LSM-1045', 'smallmolecule_smName: A443654', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'ljpLibraryPlate: LJP6')	0.20826
('491256 606', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10046', 'smallmolecule_smLincsID: LSM-1046', 'smallmolecule_smName: SB590885', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'ljpLibraryPlate: LJP5')	0.93029
('491257 607', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10047', 'smallmolecule_smLincsID: LSM-1047', 'smallmolecule_smName: GDC-0941', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'ljpLibraryPlate: LJP6')	0.51749
('491258 608', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10048', 'smallmolecule_smLincsID: LSM-1048', 'smallmolecule_smName: PD184352', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'ljpLibraryPlate: LJP5')	0.41286
('491259 609', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10049', 'smallmolecule_smLincsID: LSM-1049', 'smallmolecule_smName: PLX-4720', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'ljpLibraryPlate: LJP5')	0.97847
('491260 610', 'smallmolecule_smSalt: 104', 'smallmolecule_smCenterCompoundID: 10051', 'smallmolecule_smLincsID: LSM-1051', 'smallmolecule_smName: Lapatinib', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'ljpLibraryPlate: LJP6')	0.80062
('491261 611', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10052', 'smallmolecule_smLincsID: LSM-1052', 'smallmolecule_smName: Rapamycin', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'ljpLibraryPlate: LJP6')	0.99306
('491262 612', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10053', 'smallmolecule_smLincsID: LSM-1053', 'smallmolecule_smName: ZSTK474', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'ljpLibraryPlate: LJP6')	0.57341
('491263 613', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10055', 'smallmolecule_smLincsID: LSM-1055', 'smallmolecule_smName: BX-912', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'ljpLibraryPlate: LJP5')	0.49733
('491264 614', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10056', 'smallmolecule_smLincsID: LSM-1056', 'smallmolecule_smName: Selumetinib', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'ljpLibraryPlate: LJP6')	0.35353
('491265 615', 'smallmolecule_smSalt: 102', 'smallmolecule_smCenterCompoundID: 10057', 'smallmolecule_smLincsID: LSM-1057', 'smallmolecule_smName: MK2206', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'ljpLibraryPlate: LJP6')	0.8034
('491266 616', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10059', 'smallmolecule_smLincsID: LSM-1059', 'smallmolecule_smName: AZD-6482', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'ljpLibraryPlate: LJP5')	0.82945
('491267 617', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10061', 'smallmolecule_smLincsID: LSM-1061', 'smallmolecule_smName: NU7441', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'ljpLibraryPlate: LJP5')	0.86889
('491268 618', 'smallmolecule_smSalt: 102', 'smallmolecule_smCenterCompoundID: 10063', 'smallmolecule_smLincsID: LSM-1063', 'smallmolecule_smName: OSI-027', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'ljpLibraryPlate: LJP6')	0.436
('491269 619', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10064', 'smallmolecule_smLincsID: LSM-1064', 'smallmolecule_smName: WYE-125132', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'ljpLibraryPlate: LJP6')	0.24678
('491270 620', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10067', 'smallmolecule_smLincsID: LSM-1067', 'smallmolecule_smName: AZD1152-HQPA', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'ljpLibraryPlate: LJP5')	0.15178
('491271 621', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10068', 'smallmolecule_smLincsID: LSM-1068', 'smallmolecule_smName: Vemurafenib', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'ljpLibraryPlate: LJP5')	0.86348
('491272 622', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10069', 'smallmolecule_smLincsID: LSM-1069', 'smallmolecule_smName: Enzastaurin', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'ljpLibraryPlate: LJP5')	1.0038
('491273 623', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10071', 'smallmolecule_smLincsID: LSM-1071', 'smallmolecule_smName: Palbociclib', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'ljpLibraryPlate: LJP6')	0.62852
('491274 624', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10072', 'smallmolecule_smLincsID: LSM-1072', 'smallmolecule_smName: PF562271', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'ljpLibraryPlate: LJP6')	0.44255
('491275 625', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10073', 'smallmolecule_smLincsID: LSM-1073', 'smallmolecule_smName: PHA-793887', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'ljpLibraryPlate: LJP6')	0.077608
('491276 626', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10075', 'smallmolecule_smLincsID: LSM-5803', 'smallmolecule_smName: QL-X-138', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'ljpLibraryPlate: LJP6')	0.67702
('491277 627', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10077', 'smallmolecule_smLincsID: LSM-6019', 'smallmolecule_smName: QL-XII-47', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'ljpLibraryPlate: LJP6')	0.62876
('491278 628', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10079', 'smallmolecule_smLincsID: LSM-1079', 'smallmolecule_smName: Torin1', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'ljpLibraryPlate: LJP6')	0.23998
('491279 629', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10080', 'smallmolecule_smLincsID: LSM-1080', 'smallmolecule_smName: Torin2', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'ljpLibraryPlate: LJP5')	0.075851
('491280 630', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10082', 'smallmolecule_smLincsID: LSM-5545', 'smallmolecule_smName: WZ-4-145', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'ljpLibraryPlate: LJP6')	0.72335
('491281 631', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10084', 'smallmolecule_smLincsID: LSM-5970', 'smallmolecule_smName: WZ3105', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'ljpLibraryPlate: LJP5')	-0.021326
('491282 632', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10086', 'smallmolecule_smLincsID: LSM-1086', 'smallmolecule_smName: XMD11-50', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'ljpLibraryPlate: LJP6')	0.65403
('491283 633', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10087', 'smallmolecule_smLincsID: LSM-5577', 'smallmolecule_smName: XMD11-85h', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'ljpLibraryPlate: LJP6')	0.936
('491284 634', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10091', 'smallmolecule_smLincsID: LSM-6299', 'smallmolecule_smName: XMD16-144', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'ljpLibraryPlate: LJP5')	0.26651
('491285 635', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10097', 'smallmolecule_smLincsID: LSM-1097', 'smallmolecule_smName: Erlotinib', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'ljpLibraryPlate: LJP5')	0.43463
('491286 636', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10098', 'smallmolecule_smLincsID: LSM-1098', 'smallmolecule_smName: Gefitinib', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'ljpLibraryPlate: LJP6')	0.34848
('491287 637', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10099', 'smallmolecule_smLincsID: LSM-1099', 'smallmolecule_smName: Nilotinib', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'ljpLibraryPlate: LJP5')	0.90835
('491288 638', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10100', 'smallmolecule_smLincsID: LSM-36386', 'smallmolecule_smName: JNK-9L', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'ljpLibraryPlate: LJP6')	0.40941
('491289 639', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10101', 'smallmolecule_smLincsID: LSM-1101', 'smallmolecule_smName: PD0325901', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'ljpLibraryPlate: LJP5')	0.17854
('491290 640', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10101', 'smallmolecule_smLincsID: LSM-1101', 'smallmolecule_smName: PD0325901', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'ljpLibraryPlate: LJP6')	0.12241
('491291 641', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10108', 'smallmolecule_smLincsID: LSM-1108', 'smallmolecule_smName: Geldanamycin', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'ljpLibraryPlate: LJP5')	-0.026341
('491292 642', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10108', 'smallmolecule_smLincsID: LSM-1108', 'smallmolecule_smName: Geldanamycin', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'ljpLibraryPlate: LJP6')	-0.070257
('491293 643', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10109', 'smallmolecule_smLincsID: LSM-1109', 'smallmolecule_smName: YM 201636', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'ljpLibraryPlate: LJP5')	0.80234
('491294 644', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10111', 'smallmolecule_smLincsID: LSM-1111', 'smallmolecule_smName: TWS119', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'ljpLibraryPlate: LJP5')	0.83485
('491295 645', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10112', 'smallmolecule_smLincsID: LSM-1112', 'smallmolecule_smName: PF477736', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'ljpLibraryPlate: LJP5')	0.59524
('491296 646', 'smallmolecule_smSalt: 102', 'smallmolecule_smCenterCompoundID: 10115', 'smallmolecule_smLincsID: LSM-1115', 'smallmolecule_smName: LDN-193189', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'ljpLibraryPlate: LJP5')	0.69496
('491297 647', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10116', 'smallmolecule_smLincsID: LSM-1116', 'smallmolecule_smName: PF431396', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'ljpLibraryPlate: LJP5')	0.24802
('491298 648', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10117', 'smallmolecule_smLincsID: LSM-1117', 'smallmolecule_smName: Celastrol', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'ljpLibraryPlate: LJP6')	0.48395
('491299 649', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10119', 'smallmolecule_smLincsID: LSM-1119', 'smallmolecule_smName: SU11274', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'ljpLibraryPlate: LJP5')	0.8335
('491300 650', 'smallmolecule_smSalt: 102', 'smallmolecule_smCenterCompoundID: 10120', 'smallmolecule_smLincsID: LSM-1120', 'smallmolecule_smName: Canertinib', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'ljpLibraryPlate: LJP6')	0.23348
('491301 651', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10122', 'smallmolecule_smLincsID: LSM-1122', 'smallmolecule_smName: NVP-AEW541', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'ljpLibraryPlate: LJP5')	0.79801
('491302 652', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10125', 'smallmolecule_smLincsID: LSM-1125', 'smallmolecule_smName: PHA-665752', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'ljpLibraryPlate: LJP5')	0.90445
('491303 653', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10126', 'smallmolecule_smLincsID: LSM-1126', 'smallmolecule_smName: PI103', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'ljpLibraryPlate: LJP6')	0.42491
('491304 654', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10127', 'smallmolecule_smLincsID: LSM-1127', 'smallmolecule_smName: Dovitinib', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'ljpLibraryPlate: LJP5')	0.49884
('491305 655', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10128', 'smallmolecule_smLincsID: LSM-1128', 'smallmolecule_smName: GSK 690693', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'ljpLibraryPlate: LJP5')	0.92292
('491306 656', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10132', 'smallmolecule_smLincsID: LSM-1132', 'smallmolecule_smName: BMS-387032', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'ljpLibraryPlate: LJP6')	0.0034488
('491307 657', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10133', 'smallmolecule_smLincsID: LSM-5742', 'smallmolecule_smName: Afatinib', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'ljpLibraryPlate: LJP6')	0.040752
('491308 658', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10134', 'smallmolecule_smLincsID: LSM-1134', 'smallmolecule_smName: GSK1904529A', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'ljpLibraryPlate: LJP6')	0.65632
('491309 659', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10135', 'smallmolecule_smLincsID: LSM-1135', 'smallmolecule_smName: Linsitinib', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'ljpLibraryPlate: LJP5')	0.80507
('491310 660', 'smallmolecule_smSalt: 105', 'smallmolecule_smCenterCompoundID: 10138', 'smallmolecule_smLincsID: LSM-1139', 'smallmolecule_smName: Ruxolitinib', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'ljpLibraryPlate: LJP5')	0.94686
('491311 661', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10140', 'smallmolecule_smLincsID: LSM-1141', 'smallmolecule_smName: CYT387', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'ljpLibraryPlate: LJP5')	0.73086
('491312 662', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10141', 'smallmolecule_smLincsID: LSM-1142', 'smallmolecule_smName: TG 101348', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'ljpLibraryPlate: LJP5')	0.72208
('491313 663', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10142', 'smallmolecule_smLincsID: LSM-1143', 'smallmolecule_smName: Trametinib', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'ljpLibraryPlate: LJP5')	0.19177
('491314 664', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10146', 'smallmolecule_smLincsID: LSM-1147', 'smallmolecule_smName: GSK2126458', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'ljpLibraryPlate: LJP6')	-0.016145
('491315 665', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10147', 'smallmolecule_smLincsID: LSM-1148', 'smallmolecule_smName: Buparlisib', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'ljpLibraryPlate: LJP5')	0.52346
('491316 666', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10148', 'smallmolecule_smLincsID: LSM-1149', 'smallmolecule_smName: XL147', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'ljpLibraryPlate: LJP5')	0.89618
('491317 667', 'smallmolecule_smSalt: 102', 'smallmolecule_smCenterCompoundID: 10149', 'smallmolecule_smLincsID: LSM-1150', 'smallmolecule_smName: Y39983', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'ljpLibraryPlate: LJP6')	0.78981
('491318 668', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10151', 'smallmolecule_smLincsID: LSM-1152', 'smallmolecule_smName: Nintedanib', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'ljpLibraryPlate: LJP6')	0.97877
('491319 669', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10157', 'smallmolecule_smLincsID: LSM-1158', 'smallmolecule_smName: Foretinib', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'ljpLibraryPlate: LJP5')	0.57857
('491320 670', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10158', 'smallmolecule_smLincsID: LSM-1159', 'smallmolecule_smName: AZD 5438', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'ljpLibraryPlate: LJP6')	0.29462
('491321 671', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10159', 'smallmolecule_smLincsID: LSM-1160', 'smallmolecule_smName: Pelitinib', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'ljpLibraryPlate: LJP5')	0.19106
('491322 672', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10161', 'smallmolecule_smLincsID: LSM-1162', 'smallmolecule_smName: NVP-AUY922', 'cell_clCenterSpecificID: 50583', 'cell_clName: MCF 10A', 'ljpLibraryPlate: LJP5')	-0.050787
