	('maxDose(log10) 0',)	('goodnessOfFit 1',)	('EC50(log10) 2',)	('IC50(log10) 3',)	('GI50(log10) 4',)	('hillSlope 5',)	('E_inf 6',)	('E_max 7',)	('areaUnderCurve 8',)
('Fascaplysin 1876', 'smCenterCompoundID: 10251', 'smSalt: 112', 'smCenterSampleID: 1.0', 'smLincsID: LSM-4272', 'smName: Fascaplysin', 'clName: MB 157', 'clCenterSpecificID: 50324')	-4.4776	0.9257	-6.8596	-6.8594	-6.909	2.596	1.27e-16	6.56e-07	5.4423
('Fascaplysin 1877', 'smCenterCompoundID: 10251', 'smSalt: 112', 'smCenterSampleID: 1.0', 'smLincsID: LSM-4272', 'smName: Fascaplysin', 'clName: MDA-MB-134-VI', 'clCenterSpecificID: 50327')	-4.4776	0.9267	-6.3986	-6.3988	-6.6442	1.9	5.8e-11	0.0002237	5.4362
('Fascaplysin 1878', 'smCenterCompoundID: 10251', 'smSalt: 112', 'smCenterSampleID: 1.0', 'smLincsID: LSM-4272', 'smName: Fascaplysin', 'clName: MDA-MB-157', 'clCenterSpecificID: 50328')	-4.4776	0.9457	-6.5211	-6.5212	-6.7578	1.9595	1.49e-16	0.0001406	5.3349
('Fascaplysin 1879', 'smCenterCompoundID: 10251', 'smSalt: 112', 'smCenterSampleID: 1.0', 'smLincsID: LSM-4272', 'smName: Fascaplysin', 'clName: MDA-MB-175-VII', 'clCenterSpecificID: 50329')	-4.4776	0.9647	-6.4386	-6.439	-6.6543	2.769	2.22e-16	3.71e-06	5.4065
('Fascaplysin 1880', 'smCenterCompoundID: 10251', 'smSalt: 112', 'smCenterSampleID: 1.0', 'smLincsID: LSM-4272', 'smName: Fascaplysin', 'clName: MDA-MB-361', 'clCenterSpecificID: 50331')	-4.4776	0.9925	-7.0436	-7.0411	-7.1518	3.999	0.004044	0.004044	4.9497
('Fascaplysin 1881', 'smCenterCompoundID: 10251', 'smSalt: 112', 'smCenterSampleID: 1.0', 'smLincsID: LSM-4272', 'smName: Fascaplysin', 'clName: MDA-MB-436', 'clCenterSpecificID: 50333')	-4.4776	0.9447	-6.3926	-6.3844	-6.4753	2.384	0.02311	0.023137	6.2197
('Fascaplysin 1882', 'smCenterCompoundID: 10251', 'smSalt: 112', 'smCenterSampleID: 1.0', 'smLincsID: LSM-4272', 'smName: Fascaplysin', 'clName: MDA-MB-453', 'clCenterSpecificID: 50334')	-4.4776	0.97655	-6.7916	-6.7919	-7.0851	1.2255	4.33e-14	0.0014712	5.1059
('Fascaplysin 1883', 'smCenterCompoundID: 10251', 'smSalt: 112', 'smCenterSampleID: 1.0', 'smLincsID: LSM-4272', 'smName: Fascaplysin', 'clName: MDA-MB-468', 'clCenterSpecificID: 50335')	-4.4776	0.99005	-6.9081	-6.9059	-6.9905	2.6085	0.008009	0.0080144	4.9375
('Fascaplysin 1884', 'smCenterCompoundID: 10251', 'smSalt: 112', 'smCenterSampleID: 1.0', 'smLincsID: LSM-4272', 'smName: Fascaplysin', 'clName: T47D', 'clCenterSpecificID: 50541')	-4.4776	0.9854	-6.2056	-6.2051	-6.3709	2.181	2.02e-16	0.00017074	6.1009
('Fascaplysin 1885', 'smCenterCompoundID: 10251', 'smSalt: 112', 'smCenterSampleID: 1.0', 'smLincsID: LSM-4272', 'smName: Fascaplysin', 'clName: UACC-812', 'clCenterSpecificID: 50556')									
('Fascaplysin 1886', 'smCenterCompoundID: 10251', 'smSalt: 112', 'smCenterSampleID: 1.0', 'smLincsID: LSM-4272', 'smName: Fascaplysin', 'clName: UACC-893', 'clCenterSpecificID: 50557')	-4.4776	0.992	-6.4296	-6.4285	-6.5724	3.956	0.004585	0.004585	5.6547
('Fascaplysin 1887', 'smCenterCompoundID: 10251', 'smSalt: 112', 'smCenterSampleID: 1.0', 'smLincsID: LSM-4272', 'smName: Fascaplysin', 'clName: ZR-75-1', 'clCenterSpecificID: 50574')	-4.4776	0.9876	-6.3036	-6.3012	-6.4821	2.4065	0.006357	0.0064204	5.9147
('Fascaplysin 1888', 'smCenterCompoundID: 10251', 'smSalt: 112', 'smCenterSampleID: 1.0', 'smLincsID: LSM-4272', 'smName: Fascaplysin', 'clName: 184B5', 'clCenterSpecificID: 50576')	-4.4776	0.99385	-6.4566	-6.4549	-6.5644	3.4105	0.0058365	0.0058389	5.6477
('Fascaplysin 1889', 'smCenterCompoundID: 10251', 'smSalt: 112', 'smCenterSampleID: 1.0', 'smLincsID: LSM-4272', 'smName: Fascaplysin', 'clName: HCC1187', 'clCenterSpecificID: 50578')	-4.4776	0.9758	-7.7196	-7.7192	-7.9829	2.055	0.002125	0.0021252	4.1023
('Fascaplysin 1890', 'smCenterCompoundID: 10251', 'smSalt: 112', 'smCenterSampleID: 1.0', 'smLincsID: LSM-4272', 'smName: Fascaplysin', 'clName: MCF 10A', 'clCenterSpecificID: 50583')	-4.4776	0.9668	-6.4206	-6.421	-6.47	2.905	0.0001497	0.00015196	5.8112
('Fascaplysin 1891', 'smCenterCompoundID: 10251', 'smSalt: 112', 'smCenterSampleID: 1.0', 'smLincsID: LSM-4272', 'smName: Fascaplysin', 'clName: MCF 10F', 'clCenterSpecificID: 50584')	-4.4776	0.9815	-6.3996	-6.3999	-6.5768	2.072	1.24e-16	0.000104	5.5879
('Fascaplysin 1892', 'smCenterCompoundID: 10251', 'smSalt: 112', 'smCenterSampleID: 1.0', 'smLincsID: LSM-4272', 'smName: Fascaplysin', 'clName: SUM1315MO2', 'clCenterSpecificID: 51081')	-4.4776	0.9611	-6.1336	-6.1327	-6.3906	2.741	0.00592	0.0080702	6.295
('Fascaplysin 1893', 'smCenterCompoundID: 10251', 'smSalt: 112', 'smCenterSampleID: 1.0', 'smLincsID: LSM-4272', 'smName: Fascaplysin', 'clName: SUM149PT', 'clCenterSpecificID: 51082')	-4.4776	0.9776	-6.3746	-6.372	-6.4522	2.528	0.008176	0.0081919	5.8486
('Fascaplysin 1894', 'smCenterCompoundID: 10251', 'smSalt: 112', 'smCenterSampleID: 1.0', 'smLincsID: LSM-4272', 'smName: Fascaplysin', 'clName: SUM159PT', 'clCenterSpecificID: 51083')	-4.4776	0.9625	-6.3636	-6.3633	-6.4005	1.871	1.61e-16	0.00029627	6.0962
('Fascaplysin 1895', 'smCenterCompoundID: 10251', 'smSalt: 112', 'smCenterSampleID: 1.0', 'smLincsID: LSM-4272', 'smName: Fascaplysin', 'clName: SUM185PE', 'clCenterSpecificID: 51084')	-4.4776	0.9796	-6.8116	-6.8116	-7.2637	1.295	1.15e-16	0.00094869	5.027
('Fascaplysin 1896', 'smCenterCompoundID: 10251', 'smSalt: 112', 'smCenterSampleID: 1.0', 'smLincsID: LSM-4272', 'smName: Fascaplysin', 'clName: SUM225CWN', 'clCenterSpecificID: 51085')	-4.4776	0.98475	-6.9386	-6.9375	-7.27	1.893	0.0038265	0.0048036	4.9975
('Fascaplysin 1897', 'smCenterCompoundID: 10251', 'smSalt: 112', 'smCenterSampleID: 1.0', 'smLincsID: LSM-4272', 'smName: Fascaplysin', 'clName: SUM229PE', 'clCenterSpecificID: 51086')	-4.4776	0.9915	-6.3796	-6.3782	-6.4457	3.637	0.00736	0.0073601	5.8936
('Fascaplysin 1898', 'smCenterCompoundID: 10251', 'smSalt: 112', 'smCenterSampleID: 1.0', 'smLincsID: LSM-4272', 'smName: Fascaplysin', 'clName: SUM52PE', 'clCenterSpecificID: 51087')	-4.4776	0.9805	-6.4616	-6.4614	-6.728	1.569	2.62e-13	0.00077104	5.4847
('Fascaplysin 1899', 'smCenterCompoundID: 10251', 'smSalt: 112', 'smCenterSampleID: 1.0', 'smLincsID: LSM-4272', 'smName: Fascaplysin', 'clName: 184A1', 'clCenterSpecificID: 51088')	-4.4776	0.9829	-6.3051	-6.3045	-6.4382	2.427	0.000654	0.0007135	5.973
('Fascaplysin 1900', 'smCenterCompoundID: 10251', 'smSalt: 112', 'smCenterSampleID: 1.0', 'smLincsID: LSM-4272', 'smName: Fascaplysin', 'clName: MCF12A', 'clCenterSpecificID: 51089')	-4.4776	0.98835	-6.3991	-6.3982	-6.485	2.169	0.0017125	0.0023671	5.7422
('Fascaplysin 1901', 'smCenterCompoundID: 10251', 'smSalt: 112', 'smCenterSampleID: 1.0', 'smLincsID: LSM-4272', 'smName: Fascaplysin', 'clName: MX1', 'clCenterSpecificID: 51090')	-4.4776	0.9772	-6.4086	-6.4082	-6.5484	3.693	0.003555	0.0035551	5.4928
('Fascaplysin 1902', 'smCenterCompoundID: 10251', 'smSalt: 112', 'smCenterSampleID: 1.0', 'smLincsID: LSM-4272', 'smName: Fascaplysin', 'clName: T47DKBLUC', 'clCenterSpecificID: 51091')	-4.4776	0.9903	-7.1796	-7.1786	-7.3774	2.536	0.003577	0.0035771	4.5486
('Fascaplysin 1903', 'smCenterCompoundID: 10251', 'smSalt: 112', 'smCenterSampleID: 1.0', 'smLincsID: LSM-4272', 'smName: Fascaplysin', 'clName: 600MPE', 'clCenterSpecificID: 51092')	-4.4776	0.98425	-6.4026	-6.401	-6.5333	3.9995	0.0053455	0.0053455	5.6846
('Fascaplysin 1904', 'smCenterCompoundID: 10251', 'smSalt: 112', 'smCenterSampleID: 1.0', 'smLincsID: LSM-4272', 'smName: Fascaplysin', 'clName: HCC2185', 'clCenterSpecificID: 51093')	-4.4776	0.971	-6.4916	-6.4913	-6.849	1.811	1.11e-13	0.00019112	5.3366
('Fascaplysin 1905', 'smCenterCompoundID: 10251', 'smSalt: 112', 'smCenterSampleID: 1.0', 'smLincsID: LSM-4272', 'smName: Fascaplysin', 'clName: HCC3153', 'clCenterSpecificID: 51094')	-4.4776	0.99145	-6.3846	-6.3845	-6.6083	2.043	0.0006658	0.0010428	5.6496
('Fascaplysin 1906', 'smCenterCompoundID: 10251', 'smSalt: 112', 'smCenterSampleID: 1.0', 'smLincsID: LSM-4272', 'smName: Fascaplysin', 'clName: LY2', 'clCenterSpecificID: 51095')									
('Fascaplysin 1907', 'smCenterCompoundID: 10251', 'smSalt: 112', 'smCenterSampleID: 1.0', 'smLincsID: LSM-4272', 'smName: Fascaplysin', 'clName: ZR75B', 'clCenterSpecificID: 51096')	-4.4776	0.981	-6.3476	-6.3463	-6.4454	2.784	0.003021	0.0030272	5.7017
('Gemcitabine 1908', 'smCenterCompoundID: 10252', 'smSalt: 101', 'smCenterSampleID: 1.0', 'smLincsID: LSM-5333', 'smName: Gemcitabine', 'clName: MCF7', 'clCenterSpecificID: 50029')	-3.8416	0.76665	-8.0196	-3.8416	-4.489	2.304	0.7316	0.73188	7.3115
('Gemcitabine 1909', 'smCenterCompoundID: 10252', 'smSalt: 101', 'smCenterSampleID: 1.0', 'smLincsID: LSM-5333', 'smName: Gemcitabine', 'clName: SK-BR-3', 'clCenterSpecificID: 50057')	-3.8416	0.924	-7.9446	-5.8528	-7.949	3.999	0.42625	0.42625	5.4749
('Gemcitabine 1910', 'smCenterCompoundID: 10252', 'smSalt: 101', 'smCenterSampleID: 1.0', 'smLincsID: LSM-5333', 'smName: Gemcitabine', 'clName: MDA-MB-231', 'clCenterSpecificID: 50058')	-3.8416	0.93335	-7.9971	-7.1523	-7.5536	1.4703	0.42945	0.4311	5.4652
('Gemcitabine 1911', 'smCenterCompoundID: 10252', 'smSalt: 101', 'smCenterSampleID: 1.0', 'smLincsID: LSM-5333', 'smName: Gemcitabine', 'clName: AU565', 'clCenterSpecificID: 50091')	-3.8416	0.9938	-7.7556	-7.6986	-7.8877	2.502	0.1406	0.1406	3.7074
('Gemcitabine 1912', 'smCenterCompoundID: 10252', 'smSalt: 101', 'smCenterSampleID: 1.0', 'smLincsID: LSM-5333', 'smName: Gemcitabine', 'clName: BT-20', 'clCenterSpecificID: 50105')									
('Gemcitabine 1913', 'smCenterCompoundID: 10252', 'smSalt: 101', 'smCenterSampleID: 1.0', 'smLincsID: LSM-5333', 'smName: Gemcitabine', 'clName: BT-474', 'clCenterSpecificID: 50106')	-3.8416								8.1726
('Gemcitabine 1914', 'smCenterCompoundID: 10252', 'smSalt: 101', 'smCenterSampleID: 1.0', 'smLincsID: LSM-5333', 'smName: Gemcitabine', 'clName: BT-483', 'clCenterSpecificID: 50107')									
('Gemcitabine 1915', 'smCenterCompoundID: 10252', 'smSalt: 101', 'smCenterSampleID: 1.0', 'smLincsID: LSM-5333', 'smName: Gemcitabine', 'clName: BT-549', 'clCenterSpecificID: 50108')	-3.8416	0.9956	-8.0476	-7.9848	-8.0901	1.739	0.105	0.105	3.1948
('Gemcitabine 1916', 'smCenterCompoundID: 10252', 'smSalt: 101', 'smCenterSampleID: 1.0', 'smLincsID: LSM-5333', 'smName: Gemcitabine', 'clName: CAMA-1', 'clCenterSpecificID: 50131')	-3.8416	0.8152	-7.2376	-3.8416	-6.5058	0.5254	0.6609	0.66638	7.2283
('Gemcitabine 1917', 'smCenterCompoundID: 10252', 'smSalt: 101', 'smCenterSampleID: 1.0', 'smLincsID: LSM-5333', 'smName: Gemcitabine', 'clName: HCC1143', 'clCenterSpecificID: 50205')	-3.8416	0.9031	-8.1686	-3.8416	-8.1737	3.996	0.5155	0.5155	5.9323
('Gemcitabine 1918', 'smCenterCompoundID: 10252', 'smSalt: 101', 'smCenterSampleID: 1.0', 'smLincsID: LSM-5333', 'smName: Gemcitabine', 'clName: HCC1395', 'clCenterSpecificID: 50206')	-3.8416	0.8728	-6.5846	-3.8416	-6.5152	0.6857	0.5879	0.59739	7.2072
('Gemcitabine 1919', 'smCenterCompoundID: 10252', 'smSalt: 101', 'smCenterSampleID: 1.0', 'smLincsID: LSM-5333', 'smName: Gemcitabine', 'clName: HCC1419', 'clCenterSpecificID: 50207')	-3.8416	0.7119	-7.3646	-3.8416	-6.5238	0.8363	0.812	0.81221	8.1875
('Gemcitabine 1920', 'smCenterCompoundID: 10252', 'smSalt: 101', 'smCenterSampleID: 1.0', 'smLincsID: LSM-5333', 'smName: Gemcitabine', 'clName: HCC1428', 'clCenterSpecificID: 50208')	-3.8416	0.8697	-4.6041	-3.8416	-4.4875	4.0	0.7348	0.73504	8.5577
('Gemcitabine 1921', 'smCenterCompoundID: 10252', 'smSalt: 101', 'smCenterSampleID: 1.0', 'smLincsID: LSM-5333', 'smName: Gemcitabine', 'clName: HCC1569', 'clCenterSpecificID: 50210')	-3.8416	0.86595	-7.1526	-4.5744	-6.0004	0.43625	0.51475	0.53259	6.4818
('Gemcitabine 1922', 'smCenterCompoundID: 10252', 'smSalt: 101', 'smCenterSampleID: 1.0', 'smLincsID: LSM-5333', 'smName: Gemcitabine', 'clName: HCC1806', 'clCenterSpecificID: 50211')	-3.8416	0.979	-8.6516	-8.5897	-8.7366	2.103	0.1252	0.1252	2.5814
('Gemcitabine 1923', 'smCenterCompoundID: 10252', 'smSalt: 101', 'smCenterSampleID: 1.0', 'smLincsID: LSM-5333', 'smName: Gemcitabine', 'clName: HCC1937', 'clCenterSpecificID: 50212')	-3.8416	0.9065	-6.4476	-3.8727	-6.1325	0.3636	0.4421	0.49867	6.6081
('Gemcitabine 1924', 'smCenterCompoundID: 10252', 'smSalt: 101', 'smCenterSampleID: 1.0', 'smLincsID: LSM-5333', 'smName: Gemcitabine', 'clName: HCC1954', 'clCenterSpecificID: 50213')	-3.8416	0.7528	-7.9646	-3.8416	-3.8416	0.8621	0.7267	0.72678	7.2829
('Gemcitabine 1925', 'smCenterCompoundID: 10252', 'smSalt: 101', 'smCenterSampleID: 1.0', 'smLincsID: LSM-5333', 'smName: Gemcitabine', 'clName: HCC202', 'clCenterSpecificID: 50214')	-3.8416								8.9123
('Gemcitabine 1926', 'smCenterCompoundID: 10252', 'smSalt: 101', 'smCenterSampleID: 1.0', 'smLincsID: LSM-5333', 'smName: Gemcitabine', 'clName: HCC38', 'clCenterSpecificID: 50216')	-3.8416	0.9855	-8.2706	-8.2417	-8.3689	3.45	0.1041	0.1041	2.7812
('Gemcitabine 1927', 'smCenterCompoundID: 10252', 'smSalt: 101', 'smCenterSampleID: 1.0', 'smLincsID: LSM-5333', 'smName: Gemcitabine', 'clName: HCC70', 'clCenterSpecificID: 50219')	-3.8416	0.7515	-7.1421	-3.8416	-4.5991	1.435	0.72215	0.72837	7.7175
('Gemcitabine 1928', 'smCenterCompoundID: 10252', 'smSalt: 101', 'smCenterSampleID: 1.0', 'smLincsID: LSM-5333', 'smName: Gemcitabine', 'clName: Hs 578T', 'clCenterSpecificID: 50238')	-3.8416	0.9097	-5.8236	-5.3681	-5.765	1.358	0.457	0.45701	6.8844
('Gemcitabine 1929', 'smCenterCompoundID: 10252', 'smSalt: 101', 'smCenterSampleID: 1.0', 'smLincsID: LSM-5333', 'smName: Gemcitabine', 'clName: MB 157', 'clCenterSpecificID: 50324')									
('Gemcitabine 1930', 'smCenterCompoundID: 10252', 'smSalt: 101', 'smCenterSampleID: 1.0', 'smLincsID: LSM-5333', 'smName: Gemcitabine', 'clName: MDA-MB-134-VI', 'clCenterSpecificID: 50327')									
('Gemcitabine 1931', 'smCenterCompoundID: 10252', 'smSalt: 101', 'smCenterSampleID: 1.0', 'smLincsID: LSM-5333', 'smName: Gemcitabine', 'clName: MDA-MB-157', 'clCenterSpecificID: 50328')									
('Gemcitabine 1932', 'smCenterCompoundID: 10252', 'smSalt: 101', 'smCenterSampleID: 1.0', 'smLincsID: LSM-5333', 'smName: Gemcitabine', 'clName: MDA-MB-175-VII', 'clCenterSpecificID: 50329')	-3.8416	0.75745	-8.2176	-3.8416	-8.1862	2.852	0.68665	0.68665	6.8317
('Gemcitabine 1933', 'smCenterCompoundID: 10252', 'smSalt: 101', 'smCenterSampleID: 1.0', 'smLincsID: LSM-5333', 'smName: Gemcitabine', 'clName: MDA-MB-361', 'clCenterSpecificID: 50331')	-3.8416	0.9796	-8.0931	-7.5478	-8.2338	1.483	0.41675	0.41675	5.1734
('Gemcitabine 1934', 'smCenterCompoundID: 10252', 'smSalt: 101', 'smCenterSampleID: 1.0', 'smLincsID: LSM-5333', 'smName: Gemcitabine', 'clName: MDA-MB-436', 'clCenterSpecificID: 50333')	-3.8416	0.93725	-7.4836	-7.2564	-7.5337	3.782	0.43055	0.43055	5.7065
('Gemcitabine 1935', 'smCenterCompoundID: 10252', 'smSalt: 101', 'smCenterSampleID: 1.0', 'smLincsID: LSM-5333', 'smName: Gemcitabine', 'clName: MDA-MB-453', 'clCenterSpecificID: 50334')	-3.8416	0.9232	-7.9436	-5.8467	-7.9523	2.9725	0.4122	0.4122	5.3277
('Gemcitabine 1936', 'smCenterCompoundID: 10252', 'smSalt: 101', 'smCenterSampleID: 1.0', 'smLincsID: LSM-5333', 'smName: Gemcitabine', 'clName: MDA-MB-468', 'clCenterSpecificID: 50335')	-3.8416								7.4449
('Gemcitabine 1937', 'smCenterCompoundID: 10252', 'smSalt: 101', 'smCenterSampleID: 1.0', 'smLincsID: LSM-5333', 'smName: Gemcitabine', 'clName: T47D', 'clCenterSpecificID: 50541')									
('Gemcitabine 1938', 'smCenterCompoundID: 10252', 'smSalt: 101', 'smCenterSampleID: 1.0', 'smLincsID: LSM-5333', 'smName: Gemcitabine', 'clName: UACC-812', 'clCenterSpecificID: 50556')	-3.8416	0.9444	-7.1636	-7.0124	-7.3309	3.998	0.3757	0.3757	6.0354
('Gemcitabine 1939', 'smCenterCompoundID: 10252', 'smSalt: 101', 'smCenterSampleID: 1.0', 'smLincsID: LSM-5333', 'smName: Gemcitabine', 'clName: UACC-893', 'clCenterSpecificID: 50557')									
('Gemcitabine 1940', 'smCenterCompoundID: 10252', 'smSalt: 101', 'smCenterSampleID: 1.0', 'smLincsID: LSM-5333', 'smName: Gemcitabine', 'clName: ZR-75-1', 'clCenterSpecificID: 50574')	-3.8416	0.92615	-7.6441	-3.8416	-7.4682	2.358	0.6182	0.6182	6.7463
('Gemcitabine 1941', 'smCenterCompoundID: 10252', 'smSalt: 101', 'smCenterSampleID: 1.0', 'smLincsID: LSM-5333', 'smName: Gemcitabine', 'clName: 184B5', 'clCenterSpecificID: 50576')									
('Gemcitabine 1942', 'smCenterCompoundID: 10252', 'smSalt: 101', 'smCenterSampleID: 1.0', 'smLincsID: LSM-5333', 'smName: Gemcitabine', 'clName: HCC1187', 'clCenterSpecificID: 50578')	-3.8416								7.9252
('Gemcitabine 1943', 'smCenterCompoundID: 10252', 'smSalt: 101', 'smCenterSampleID: 1.0', 'smLincsID: LSM-5333', 'smName: Gemcitabine', 'clName: MCF 10A', 'clCenterSpecificID: 50583')	-3.8416	0.9637	-7.7446	-7.5227	-7.7141	1.042	0.2014	0.20142	4.2132
('Gemcitabine 1944', 'smCenterCompoundID: 10252', 'smSalt: 101', 'smCenterSampleID: 1.0', 'smLincsID: LSM-5333', 'smName: Gemcitabine', 'clName: MCF 10F', 'clCenterSpecificID: 50584')	-3.8416	0.9817	-7.0696	-6.7141	-7.1662	0.4548	0.1554	0.1832	4.7293
('Gemcitabine 1945', 'smCenterCompoundID: 10252', 'smSalt: 101', 'smCenterSampleID: 1.0', 'smLincsID: LSM-5333', 'smName: Gemcitabine', 'clName: SUM1315MO2', 'clCenterSpecificID: 51081')	-3.8416								7.2445
('Gemcitabine 1946', 'smCenterCompoundID: 10252', 'smSalt: 101', 'smCenterSampleID: 1.0', 'smLincsID: LSM-5333', 'smName: Gemcitabine', 'clName: SUM149PT', 'clCenterSpecificID: 51082')	-3.8416	0.9195	-7.8406	-7.5714	-7.9561	0.6463	0.1649	0.16707	3.9461
('Gemcitabine 1947', 'smCenterCompoundID: 10252', 'smSalt: 101', 'smCenterSampleID: 1.0', 'smLincsID: LSM-5333', 'smName: Gemcitabine', 'clName: SUM159PT', 'clCenterSpecificID: 51083')	-3.8416	0.934	-8.0211	-7.9651	-7.996	3.9985	0.197	0.197	3.9495
('Gemcitabine 1948', 'smCenterCompoundID: 10252', 'smSalt: 101', 'smCenterSampleID: 1.0', 'smLincsID: LSM-5333', 'smName: Gemcitabine', 'clName: SUM185PE', 'clCenterSpecificID: 51084')	-3.8416	0.8934	-6.7876	-3.8416	-6.391	0.6739	0.7119	0.71485	7.6269
('Gemcitabine 1949', 'smCenterCompoundID: 10252', 'smSalt: 101', 'smCenterSampleID: 1.0', 'smLincsID: LSM-5333', 'smName: Gemcitabine', 'clName: SUM225CWN', 'clCenterSpecificID: 51085')									
('Gemcitabine 1950', 'smCenterCompoundID: 10252', 'smSalt: 101', 'smCenterSampleID: 1.0', 'smLincsID: LSM-5333', 'smName: Gemcitabine', 'clName: SUM229PE', 'clCenterSpecificID: 51086')	-3.8416	0.847	-7.1186	-6.2995	-7.0037	1.765	0.4821	0.4821	6.8269
('Gemcitabine 1951', 'smCenterCompoundID: 10252', 'smSalt: 101', 'smCenterSampleID: 1.0', 'smLincsID: LSM-5333', 'smName: Gemcitabine', 'clName: SUM52PE', 'clCenterSpecificID: 51087')	-3.8416	0.9073	-8.0736	-7.7371	-8.1643	1.292	0.3163	0.3163	4.6098
('Gemcitabine 1952', 'smCenterCompoundID: 10252', 'smSalt: 101', 'smCenterSampleID: 1.0', 'smLincsID: LSM-5333', 'smName: Gemcitabine', 'clName: 184A1', 'clCenterSpecificID: 51088')	-3.8416	0.8958	-4.9646	-4.8599	-6.3316	0.4675	0.05319	0.27091	6.6571
('Gemcitabine 1953', 'smCenterCompoundID: 10252', 'smSalt: 101', 'smCenterSampleID: 1.0', 'smLincsID: LSM-5333', 'smName: Gemcitabine', 'clName: MCF12A', 'clCenterSpecificID: 51089')	-3.8416	0.9832	-7.5536	-7.4446	-7.6193	1.39	0.1477	0.14771	4.0962
('Gemcitabine 1954', 'smCenterCompoundID: 10252', 'smSalt: 101', 'smCenterSampleID: 1.0', 'smLincsID: LSM-5333', 'smName: Gemcitabine', 'clName: MX1', 'clCenterSpecificID: 51090')									
('Gemcitabine 1955', 'smCenterCompoundID: 10252', 'smSalt: 101', 'smCenterSampleID: 1.0', 'smLincsID: LSM-5333', 'smName: Gemcitabine', 'clName: T47DKBLUC', 'clCenterSpecificID: 51091')									
('Gemcitabine 1956', 'smCenterCompoundID: 10252', 'smSalt: 101', 'smCenterSampleID: 1.0', 'smLincsID: LSM-5333', 'smName: Gemcitabine', 'clName: 600MPE', 'clCenterSpecificID: 51092')	-3.8416	0.9498	-7.8236	-3.8416	-7.6369	1.264	0.5904	0.5904	6.525
('Gemcitabine 1957', 'smCenterCompoundID: 10252', 'smSalt: 101', 'smCenterSampleID: 1.0', 'smLincsID: LSM-5333', 'smName: Gemcitabine', 'clName: HCC2185', 'clCenterSpecificID: 51093')	-3.8416	0.8499	-7.5826	-3.8416	-7.5856	2.1275	0.72775	0.72775	7.3709
('Gemcitabine 1958', 'smCenterCompoundID: 10252', 'smSalt: 101', 'smCenterSampleID: 1.0', 'smLincsID: LSM-5333', 'smName: Gemcitabine', 'clName: HCC3153', 'clCenterSpecificID: 51094')	-3.8416	0.8777	-7.7166	-3.8416	-7.0757	3.323	0.6587	0.6587	7.0092
('Gemcitabine 1959', 'smCenterCompoundID: 10252', 'smSalt: 101', 'smCenterSampleID: 1.0', 'smLincsID: LSM-5333', 'smName: Gemcitabine', 'clName: LY2', 'clCenterSpecificID: 51095')	-3.8416	0.9104	-7.8891	-3.8416	-7.6572	3.6505	0.65335	0.65335	6.8318
('Gemcitabine 1960', 'smCenterCompoundID: 10252', 'smSalt: 101', 'smCenterSampleID: 1.0', 'smLincsID: LSM-5333', 'smName: Gemcitabine', 'clName: ZR75B', 'clCenterSpecificID: 51096')	-3.8416	0.7019	-7.6686	-3.8416	-7.4014	3.946	0.7177	0.7177	7.4982
('GSK1838705 1961', 'smCenterCompoundID: 10255', 'smSalt: 101', 'smCenterSampleID: 1.0', 'smLincsID: LSM-4276', 'smName: GSK1838705', 'clName: MCF7', 'clCenterSpecificID: 50029')	-4.1759	0.89765	-5.8759	-5.5369	-6.0785	1.3176	0.2332	0.25119	6.7024
('GSK1838705 1962', 'smCenterCompoundID: 10255', 'smSalt: 101', 'smCenterSampleID: 1.0', 'smLincsID: LSM-4276', 'smName: GSK1838705', 'clName: SK-BR-3', 'clCenterSpecificID: 50057')	-4.1759	0.978	-5.3439	-5.3351	-5.4308	2.62	0.025872	0.026754	6.8881
('GSK1838705 1963', 'smCenterCompoundID: 10255', 'smSalt: 101', 'smCenterSampleID: 1.0', 'smLincsID: LSM-4276', 'smName: GSK1838705', 'clName: MDA-MB-231', 'clCenterSpecificID: 50058')	-4.1759	0.8626	-5.3939	-5.3805	-5.4071	3.989	0.05747	0.057483	7.2303
('GSK1838705 1964', 'smCenterCompoundID: 10255', 'smSalt: 101', 'smCenterSampleID: 1.0', 'smLincsID: LSM-4276', 'smName: GSK1838705', 'clName: AU565', 'clCenterSpecificID: 50091')	-4.1759	0.97735	-5.5579	-5.49	-5.6148	2.449	0.0039439	0.0044965	6.5579
('GSK1838705 1965', 'smCenterCompoundID: 10255', 'smSalt: 101', 'smCenterSampleID: 1.0', 'smLincsID: LSM-4276', 'smName: GSK1838705', 'clName: BT-20', 'clCenterSpecificID: 50105')	-4.1759	0.7254	-5.3809	-5.2943	-5.4635	3.997	0.2736	0.27361	7.878
('GSK1838705 1966', 'smCenterCompoundID: 10255', 'smSalt: 101', 'smCenterSampleID: 1.0', 'smLincsID: LSM-4276', 'smName: GSK1838705', 'clName: BT-474', 'clCenterSpecificID: 50106')	-4.1759								8.3415
('GSK1838705 1967', 'smCenterCompoundID: 10255', 'smSalt: 101', 'smCenterSampleID: 1.0', 'smLincsID: LSM-4276', 'smName: GSK1838705', 'clName: BT-483', 'clCenterSpecificID: 50107')	-4.1759	0.7767	-5.4409	-5.3967	-5.5872	4.0	0.1687	0.16871	6.7544
