	('seedingDensity 0', 'datapointUnit: ')	('iC50 1', 'datapointUnit: uM')	('emaxIC 2', 'datapointUnit: ')	('aUCIC 3', 'datapointUnit: ')	('curveFitIC 4', 'datapointUnit: ')	('r2Ic 5', 'datapointUnit: ')	('eC50IC 6', 'datapointUnit: uM')	('einfIC 7', 'datapointUnit: ')	('hillCoefficientIC 8', 'datapointUnit: ')	('gR50 9', 'datapointUnit: uM')	('gRmax 10', 'datapointUnit: ')	('aUCGR 11', 'datapointUnit: ')	('curveFitGR 12', 'datapointUnit: ')	('r2Gr 13', 'datapointUnit: ')	('eC50GR 14', 'datapointUnit: uM')	('gRinf 15', 'datapointUnit: ')	('hillCoefficientGR 16', 'datapointUnit: ')
('556135 480', 'smallmolecule_smSalt: 999', 'smallmolecule_smCenterCompoundID: 10102', 'smallmolecule_smLincsID: LSM-1102', 'smallmolecule_smCenterSampleID: 6', 'smallmolecule_smName: Taxol', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'replicate: 3')	156.25	inf	0.48007	0.28481		0.9337	0.0023	0.58639	4.0329	0.0025	-0.081109	0.59542		0.9502	0.0023	0.13139	4.2691
('556136 481', 'smallmolecule_smSalt: 999', 'smallmolecule_smCenterCompoundID: 10102', 'smallmolecule_smLincsID: LSM-1102', 'smallmolecule_smCenterSampleID: 6', 'smallmolecule_smName: Taxol', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'replicate: 3')	312.5	0.0095	0.37655	0.34575		0.9756	0.0066	0.41561	5.0	0.0066	-0.16393	0.64403		0.9707	0.0068	-0.084613	5.0
('556137 482', 'smallmolecule_smSalt: 999', 'smallmolecule_smCenterCompoundID: 10102', 'smallmolecule_smLincsID: LSM-1102', 'smallmolecule_smCenterSampleID: 6', 'smallmolecule_smName: Taxol', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'replicate: 3')	625.0	0.0088	0.27069	0.43465		0.9661	0.0039	0.31308	1.2202	0.0028	-0.27912	0.7551		0.9615	0.0038	-0.19392	1.1242
('556138 483', 'smallmolecule_smSalt: 999', 'smallmolecule_smCenterCompoundID: 10102', 'smallmolecule_smLincsID: LSM-1102', 'smallmolecule_smCenterSampleID: 6', 'smallmolecule_smName: Taxol', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'replicate: 3')	1250.0	0.0066	0.27757	0.43137		0.9934	0.0042	0.3056	2.0466	0.0038	-0.20303	0.70905		0.9926	0.0043	-0.14906	1.857
('556139 484', 'smallmolecule_smSalt: 999', 'smallmolecule_smCenterCompoundID: 10102', 'smallmolecule_smLincsID: LSM-1102', 'smallmolecule_smCenterSampleID: 6', 'smallmolecule_smName: Taxol', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'replicate: 3')	2500.0	0.0068	0.23817	0.4601		0.9884	0.0052	0.25979	2.6837	0.0052	-0.17134	0.68802		0.9902	0.0056	-0.12528	2.6438
('556140 485', 'smallmolecule_smSalt: 999', 'smallmolecule_smCenterCompoundID: 10102', 'smallmolecule_smLincsID: LSM-1102', 'smallmolecule_smCenterSampleID: 6', 'smallmolecule_smName: Taxol', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'replicate: 3')	5000.0	0.0077	0.26787	0.4488		0.9791	0.0055	0.27133	2.3342	0.0049	-0.25785	0.76098		0.9835	0.0059	-0.2476	2.3414
('556141 486', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10146', 'smallmolecule_smLincsID: LSM-1147', 'smallmolecule_smCenterSampleID: 3', 'smallmolecule_smName: GSK2126458', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'replicate: 3')	156.25	0.0551	0.23074	0.40673		0.9576	0.0336	0.35098	2.4465	0.0268	-0.57121	0.85433		0.9671	0.0342	-0.34822	2.1648
('556142 487', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10146', 'smallmolecule_smLincsID: LSM-1147', 'smallmolecule_smCenterSampleID: 3', 'smallmolecule_smName: GSK2126458', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'replicate: 3')	312.5	0.0713	0.12413	0.45137		0.9549	0.0408	0.25328	1.2673	0.0293	-0.67403	0.83562		0.9543	0.0491	-0.43113	1.2077
('556143 488', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10146', 'smallmolecule_smLincsID: LSM-1147', 'smallmolecule_smCenterSampleID: 3', 'smallmolecule_smName: GSK2126458', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'replicate: 3')	625.0	0.0239	0.11276	0.57836		0.9842	0.0189	0.18769	2.0127	0.014	-0.63443	1.0271		0.9805	0.0204	-0.46773	1.7687
('556144 489', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10146', 'smallmolecule_smLincsID: LSM-1147', 'smallmolecule_smCenterSampleID: 3', 'smallmolecule_smName: GSK2126458', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'replicate: 3')	1250.0	0.0298	0.10045	0.55604		0.9758	0.0215	0.19175	1.4874	0.0165	-0.60584	0.93499		0.9683	0.0271	-0.41818	1.2221
('556145 490', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10146', 'smallmolecule_smLincsID: LSM-1147', 'smallmolecule_smCenterSampleID: 3', 'smallmolecule_smName: GSK2126458', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'replicate: 3')	2500.0	0.022	0.12297	0.60516		0.9847	0.015	0.1735	1.1114	0.0127	-0.44623	0.92447		0.9739	0.023	-0.35797	0.9143
('556146 491', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10146', 'smallmolecule_smLincsID: LSM-1147', 'smallmolecule_smCenterSampleID: 3', 'smallmolecule_smName: GSK2126458', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'replicate: 3')	5000.0	0.0197	0.1256	0.61258		0.9855	0.0127	0.18261	1.0436	0.0082	-0.57869	1.0528		0.9795	0.0163	-0.46158	0.94812
('556147 492', 'smallmolecule_smSalt: 999', 'smallmolecule_smCenterCompoundID: 10250', 'smallmolecule_smLincsID: LSM-6348', 'smallmolecule_smCenterSampleID: 4', 'smallmolecule_smName: Etoposide', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'replicate: 3')	156.25	24.8498	0.54715	0.059534		0.9299	16.0883	0.19366	1.1268	8.4612	0.14335	0.13442		0.9568	20.2676	-0.72599	1.0267
('556148 493', 'smallmolecule_smSalt: 999', 'smallmolecule_smCenterCompoundID: 10250', 'smallmolecule_smLincsID: LSM-6348', 'smallmolecule_smCenterSampleID: 4', 'smallmolecule_smName: Etoposide', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'replicate: 3')	312.5	inf	0.53241	0.077902		0.9614	2.7175	0.53616	1.8586	3.3112	0.13157	0.16928		0.9851	2.7935	0.12652	1.7158
('556149 494', 'smallmolecule_smSalt: 999', 'smallmolecule_smCenterCompoundID: 10250', 'smallmolecule_smLincsID: LSM-6348', 'smallmolecule_smCenterSampleID: 4', 'smallmolecule_smName: Etoposide', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'replicate: 3')	625.0	6.0975	0.42466	0.11717		0.9733	2.1561	0.42877	1.8746	2.5827	0.084021	0.197		0.9868	2.3288	0.084096	1.7793
('556150 495', 'smallmolecule_smSalt: 999', 'smallmolecule_smCenterCompoundID: 10250', 'smallmolecule_smLincsID: LSM-6348', 'smallmolecule_smCenterSampleID: 4', 'smallmolecule_smName: Etoposide', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'replicate: 3')	1250.0	3.4238	0.39162	0.16031		0.9801	1.2638	0.41221	1.7456	1.7161	0.097268	0.23806		0.9879	1.4469	0.12036	1.614
('556151 496', 'smallmolecule_smSalt: 999', 'smallmolecule_smCenterCompoundID: 10250', 'smallmolecule_smLincsID: LSM-6348', 'smallmolecule_smCenterSampleID: 4', 'smallmolecule_smName: Etoposide', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'replicate: 3')	2500.0	2.4283	0.3429	0.2		0.9866	1.1042	0.34444	1.4816	1.2701	-0.0038653	0.29832		0.9918	1.2899	-0.011032	1.4091
('556152 497', 'smallmolecule_smSalt: 999', 'smallmolecule_smCenterCompoundID: 10250', 'smallmolecule_smLincsID: LSM-6348', 'smallmolecule_smCenterSampleID: 4', 'smallmolecule_smName: Etoposide', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'replicate: 3')	5000.0	2.2034	0.35426	0.22274		0.9877	0.9445	0.3406	1.3495	0.8879	-0.092993	0.37132		0.9912	1.05	-0.12393	1.3204
('556153 498', 'smallmolecule_smSalt: 999', 'smallmolecule_smCenterCompoundID: 10264', 'smallmolecule_smLincsID: LSM-5690', 'smallmolecule_smCenterSampleID: 2', 'smallmolecule_smName: Methotrexate', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'replicate: 3')	156.25	inf	0.93922	0.047636		0.2299	inf	0.93922	0.0	inf	0.92179	0.11668		0.2226	inf	0.92179	0.0
('556154 499', 'smallmolecule_smSalt: 999', 'smallmolecule_smCenterCompoundID: 10264', 'smallmolecule_smLincsID: LSM-5690', 'smallmolecule_smCenterSampleID: 2', 'smallmolecule_smName: Methotrexate', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'replicate: 3')	312.5	inf	1.0075	-0.042129		-3.507	inf	1.0075	0.0	inf	1.0411	-0.044451		-1.1546	inf	1.0411	0.0
('556155 500', 'smallmolecule_smSalt: 999', 'smallmolecule_smCenterCompoundID: 10264', 'smallmolecule_smLincsID: LSM-5690', 'smallmolecule_smCenterSampleID: 2', 'smallmolecule_smName: Methotrexate', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'replicate: 3')	625.0	12.7108	0.75527	0.014661		0.511	12.2258	0.088381	5.0	inf	0.56122	0.06247		0.4448	inf	0.56122	0.0
('556156 501', 'smallmolecule_smSalt: 999', 'smallmolecule_smCenterCompoundID: 10264', 'smallmolecule_smLincsID: LSM-5690', 'smallmolecule_smCenterSampleID: 2', 'smallmolecule_smName: Methotrexate', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'replicate: 3')	1250.0	inf	0.90854	0.014205		0.4105	inf	0.90854	0.0	inf	0.86582	0.038768		0.3205	inf	0.86582	0.0
('556157 502', 'smallmolecule_smSalt: 999', 'smallmolecule_smCenterCompoundID: 10264', 'smallmolecule_smLincsID: LSM-5690', 'smallmolecule_smCenterSampleID: 2', 'smallmolecule_smName: Methotrexate', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'replicate: 3')	2500.0	inf	0.60732	0.18759		0.9688	0.0866	0.65061	5.0	inf	0.47079	0.24973		0.9667	0.0887	0.53858	5.0
('556158 503', 'smallmolecule_smSalt: 999', 'smallmolecule_smCenterCompoundID: 10264', 'smallmolecule_smLincsID: LSM-5690', 'smallmolecule_smCenterSampleID: 2', 'smallmolecule_smName: Methotrexate', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'replicate: 3')	5000.0	inf	0.48606	0.25755		0.9828	0.1004	0.50911	2.2595	0.1369	0.16425	0.41465		0.9846	0.1068	0.19925	2.0464
('556159 504', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10024', 'smallmolecule_smLincsID: LSM-1024', 'smallmolecule_smCenterSampleID: 1', 'smallmolecule_smName: NVP-TAE684', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'replicate: 4')	156.25	3.3458	0.42363	0.10272		0.9663	1.2865	0.44152	2.2452	0.9059	-0.38274	0.29083		0.9858	1.1161	-0.32479	2.3985
('556160 505', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10024', 'smallmolecule_smLincsID: LSM-1024', 'smallmolecule_smCenterSampleID: 1', 'smallmolecule_smName: NVP-TAE684', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'replicate: 4')	312.5	2.2326	0.32183	0.10708		0.9794	1.6422	0.32221	3.3666	1.454	-0.29814	0.23233		0.9937	1.6739	-0.29964	3.3346
('556161 506', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10024', 'smallmolecule_smLincsID: LSM-1024', 'smallmolecule_smCenterSampleID: 1', 'smallmolecule_smName: NVP-TAE684', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'replicate: 4')	625.0	1.838	0.24417	0.1539		0.9776	1.3623	0.25427	2.3716	1.3203	-0.22563	0.2487		0.9858	1.5865	-0.23724	2.1144
('556162 507', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10024', 'smallmolecule_smLincsID: LSM-1024', 'smallmolecule_smCenterSampleID: 1', 'smallmolecule_smName: NVP-TAE684', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'replicate: 4')	1250.0	2.5924	0.24239	0.11721		0.9856	2.0725	0.23405	2.8206	2.0395	-0.15331	0.17976		0.9929	2.2705	-0.17217	2.7574
('556163 508', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10024', 'smallmolecule_smLincsID: LSM-1024', 'smallmolecule_smCenterSampleID: 1', 'smallmolecule_smName: NVP-TAE684', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'replicate: 4')	2500.0	2.7229	0.25906	0.11714		0.9916	2.1662	0.25283	3.0802	2.2088	-0.09914	0.16961		0.9948	2.3626	-0.11283	3.0237
('556164 509', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10024', 'smallmolecule_smLincsID: LSM-1024', 'smallmolecule_smCenterSampleID: 1', 'smallmolecule_smName: NVP-TAE684', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'replicate: 4')	5000.0	3.5506	0.30721	0.12568		0.9942	2.4061	0.25582	1.8418	2.2664	-0.07523	0.18565		0.9957	2.6479	-0.1675	1.857
('556165 510', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10049', 'smallmolecule_smLincsID: LSM-1049', 'smallmolecule_smCenterSampleID: 1', 'smallmolecule_smName: PLX-4720', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'replicate: 4')	156.25	inf	0.86548	-0.03553		0.4446	inf	0.86548	0.0	21.958	0.65146	-0.034123		0.8479	27.3526	-0.99969	5.0
('556166 511', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10049', 'smallmolecule_smLincsID: LSM-1049', 'smallmolecule_smCenterSampleID: 1', 'smallmolecule_smName: PLX-4720', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'replicate: 4')	312.5	inf	0.85549	-0.042251		0.389	inf	0.85549	0.0	23.4797	0.73748	-0.03755		0.7578	29.2472	-0.99943	5.0
('556167 512', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10049', 'smallmolecule_smLincsID: LSM-1049', 'smallmolecule_smCenterSampleID: 1', 'smallmolecule_smName: PLX-4720', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'replicate: 4')	625.0	inf	0.70027	0.0082555		0.8963	15.9659	0.5038	1.8581	23.816	0.56478	0.021707		0.9345	19.7846	0.13886	1.7544
('556168 513', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10049', 'smallmolecule_smLincsID: LSM-1049', 'smallmolecule_smCenterSampleID: 1', 'smallmolecule_smName: PLX-4720', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'replicate: 4')	1250.0	23.8927	0.70601	-0.026327		0.845	23.8926	9.5951e-06	5.0	21.4082	0.61403	-0.024057		0.8958	26.6681	-0.99979	5.0
('556169 514', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10049', 'smallmolecule_smLincsID: LSM-1049', 'smallmolecule_smCenterSampleID: 1', 'smallmolecule_smName: PLX-4720', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'replicate: 4')	2500.0	inf	0.60322	0.0030768		0.9433	12.0049	0.56145	4.4079	18.7391	0.48249	0.01038		0.9627	12.2913	0.42157	4.3924
('556170 515', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10049', 'smallmolecule_smLincsID: LSM-1049', 'smallmolecule_smCenterSampleID: 1', 'smallmolecule_smName: PLX-4720', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'replicate: 4')	5000.0	62.9954	0.69937	0.031278		0.9721	23.0622	0.34565	1.1697	26.5658	0.58235	0.044762		0.9835	27.6747	-0.02423	1.1573
('556171 516', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10071', 'smallmolecule_smLincsID: LSM-1071', 'smallmolecule_smCenterSampleID: 1', 'smallmolecule_smName: Palbociclib', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'replicate: 4')	156.25	inf	0.94816	0.18268		0.2919	inf	0.94816	0.0	inf	0.77217	0.4184		0.4764	inf	0.77217	0.0
('556172 517', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10071', 'smallmolecule_smLincsID: LSM-1071', 'smallmolecule_smCenterSampleID: 1', 'smallmolecule_smName: Palbociclib', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'replicate: 4')	312.5	inf	0.46109	0.31354		0.9248	0.0579	0.51426	1.0098	0.0803	0.012065	0.57027		0.9296	0.0626	0.10491	0.94674
('556173 518', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10071', 'smallmolecule_smLincsID: LSM-1071', 'smallmolecule_smCenterSampleID: 1', 'smallmolecule_smName: Palbociclib', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'replicate: 4')	625.0	0.81	0.42124	0.40559		0.9032	0.0387	0.39006	0.49785	0.0519	0.087519	0.62868		0.9057	0.0431	0.045422	0.51518
('556174 519', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10071', 'smallmolecule_smLincsID: LSM-1071', 'smallmolecule_smCenterSampleID: 1', 'smallmolecule_smName: Palbociclib', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'replicate: 4')	1250.0	0.4745	0.32385	0.37958		0.9418	0.1309	0.33695	0.87014	0.1592	-0.01468	0.54445		0.9466	0.1531	0.016712	0.87595
('556175 520', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10071', 'smallmolecule_smLincsID: LSM-1071', 'smallmolecule_smCenterSampleID: 1', 'smallmolecule_smName: Palbociclib', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'replicate: 4')	2500.0	0.3058	0.34077	0.43572		0.9608	0.0771	0.30721	0.69172	0.0998	0.056519	0.60099		0.9649	0.0951	0.018058	0.75561
('556176 521', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10071', 'smallmolecule_smLincsID: LSM-1071', 'smallmolecule_smCenterSampleID: 1', 'smallmolecule_smName: Palbociclib', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'replicate: 4')	5000.0	0.6018	0.38441	0.4049		0.9286	0.0792	0.34052	0.56347	0.0999	0.070083	0.59187		0.9333	0.0953	0.014233	0.60587
('556177 522', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10099', 'smallmolecule_smLincsID: LSM-1099', 'smallmolecule_smCenterSampleID: 1', 'smallmolecule_smName: Nilotinib', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'replicate: 4')	156.25	inf	1.05	-0.038541		-2.1987	inf	1.05	0.0	inf	1.05	-0.034579		-1.0221	inf	1.05	0.0
('556178 523', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10099', 'smallmolecule_smLincsID: LSM-1099', 'smallmolecule_smCenterSampleID: 1', 'smallmolecule_smName: Nilotinib', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'replicate: 4')	312.5	inf	1.05	-0.05		-inf	inf	1.05	0.0	inf	1.05	-0.05		-inf	inf	1.05	0.0
('556179 524', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10099', 'smallmolecule_smLincsID: LSM-1099', 'smallmolecule_smCenterSampleID: 1', 'smallmolecule_smName: Nilotinib', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'replicate: 4')	625.0	inf	1.05	-0.042998		-7.0398	inf	1.05	0.0	inf	1.05	-0.042825		-6.6624	inf	1.05	0.0
('556180 525', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10099', 'smallmolecule_smLincsID: LSM-1099', 'smallmolecule_smCenterSampleID: 1', 'smallmolecule_smName: Nilotinib', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'replicate: 4')	1250.0	inf	0.51741	0.014422		0.349	inf	0.51741	0.0	inf	0.34083	0.03229		0.3757	inf	0.34083	0.0
('556181 526', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10099', 'smallmolecule_smLincsID: LSM-1099', 'smallmolecule_smCenterSampleID: 1', 'smallmolecule_smName: Nilotinib', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'replicate: 4')	2500.0	7.0539	0.35516	0.071822		0.9492	4.5265	0.4456	5.0	5.1679	0.084109	0.10742		0.9411	4.5623	0.23189	5.0
('556182 527', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10099', 'smallmolecule_smLincsID: LSM-1099', 'smallmolecule_smCenterSampleID: 1', 'smallmolecule_smName: Nilotinib', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'replicate: 4')	5000.0	5.2447	0.26468	0.10957		0.9957	4.4998	0.26754	5.0	4.4058	-0.16068	0.17261		0.9967	4.6487	-0.1539	5.0
('556183 528', 'smallmolecule_smSalt: 999', 'smallmolecule_smCenterCompoundID: 10102', 'smallmolecule_smLincsID: LSM-1102', 'smallmolecule_smCenterSampleID: 6', 'smallmolecule_smName: Taxol', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'replicate: 4')	156.25	inf	0.63595	0.20218		0.9748	0.0074	0.62344	5.0	0.0085	0.046037	0.51609		0.9909	0.0083	0.049607	5.0
('556184 529', 'smallmolecule_smSalt: 999', 'smallmolecule_smCenterCompoundID: 10102', 'smallmolecule_smLincsID: LSM-1102', 'smallmolecule_smCenterSampleID: 6', 'smallmolecule_smName: Taxol', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'replicate: 4')	312.5	0.0092	0.34348	0.41549		0.987	0.0042	0.3436	1.4916	0.0034	-0.21892	0.76938		0.9873	0.0044	-0.21893	1.4628
('556185 530', 'smallmolecule_smSalt: 999', 'smallmolecule_smCenterCompoundID: 10102', 'smallmolecule_smLincsID: LSM-1102', 'smallmolecule_smCenterSampleID: 6', 'smallmolecule_smName: Taxol', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'replicate: 4')	625.0	0.0091	0.28176	0.42469		0.9928	0.0057	0.29275	1.854	0.0054	-0.1835	0.68382		0.9944	0.0062	-0.15779	1.8754
('556186 531', 'smallmolecule_smSalt: 999', 'smallmolecule_smCenterCompoundID: 10102', 'smallmolecule_smLincsID: LSM-1102', 'smallmolecule_smCenterSampleID: 6', 'smallmolecule_smName: Taxol', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'replicate: 4')	1250.0	0.0076	0.23324	0.45638		0.9906	0.0056	0.24514	2.2389	0.0055	-0.19795	0.69264		0.9929	0.0063	-0.17235	2.1963
('556187 532', 'smallmolecule_smSalt: 999', 'smallmolecule_smCenterCompoundID: 10102', 'smallmolecule_smLincsID: LSM-1102', 'smallmolecule_smCenterSampleID: 6', 'smallmolecule_smName: Taxol', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'replicate: 4')	2500.0	0.0054	0.20576	0.51644		0.9921	0.0039	0.1978	1.5928	0.0038	-0.21555	0.76507		0.9947	0.0047	-0.22471	1.6937
('556188 533', 'smallmolecule_smSalt: 999', 'smallmolecule_smCenterCompoundID: 10102', 'smallmolecule_smLincsID: LSM-1102', 'smallmolecule_smCenterSampleID: 6', 'smallmolecule_smName: Taxol', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'replicate: 4')	5000.0	0.0064	0.1856	0.49163		0.9973	0.0052	0.19788	2.3837	0.0047	-0.33482	0.78158		0.9979	0.0057	-0.30521	2.3533
('556189 534', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10146', 'smallmolecule_smLincsID: LSM-1147', 'smallmolecule_smCenterSampleID: 3', 'smallmolecule_smName: GSK2126458', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'replicate: 4')	156.25	0.147	0.2064	0.40078		0.9106	0.0604	0.29712	1.0133	0.0214	-0.73357	0.99486		0.9141	0.0407	-0.58409	1.2069
('556190 535', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10146', 'smallmolecule_smLincsID: LSM-1147', 'smallmolecule_smCenterSampleID: 3', 'smallmolecule_smName: GSK2126458', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'replicate: 4')	312.5	0.0433	0.13142	0.5288		0.9729	0.0283	0.19468	1.1652	0.016	-0.66203	0.99306		0.9753	0.0321	-0.54475	1.0605
('556191 536', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10146', 'smallmolecule_smLincsID: LSM-1147', 'smallmolecule_smCenterSampleID: 3', 'smallmolecule_smName: GSK2126458', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'replicate: 4')	625.0	0.0296	0.10442	0.57483		0.973	0.02	0.17501	1.0999	0.014	-0.59347	0.95753		0.9674	0.0302	-0.47881	0.87043
('556192 537', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10146', 'smallmolecule_smLincsID: LSM-1147', 'smallmolecule_smCenterSampleID: 3', 'smallmolecule_smName: GSK2126458', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'replicate: 4')	1250.0	0.0166	0.09276	0.60675		0.9693	0.0131	0.18527	1.9922	0.0124	-0.55072	0.95559		0.952	0.018	-0.35537	1.4297
('556193 538', 'smallmolecule_smSalt: 101', 'smallmolecule_smCenterCompoundID: 10146', 'smallmolecule_smLincsID: LSM-1147', 'smallmolecule_smCenterSampleID: 3', 'smallmolecule_smName: GSK2126458', 'cell_clCenterSpecificID: 50105', 'cell_clName: BT-20', 'replicate: 4')	2500.0	0.019	0.086746	0.63812		0.9892	0.0144	0.13374	1.1215	0.0118	-0.52934	0.97483		0.9819	0.0239	-0.44261	0.89971
