	('meanRelativeCellCountAfterTreatment 0',)	('standardErroroftheMeanforRelativeCellCountAfterTreatment 1',)	('meanRelativeGrowthRateAfterTreatment 2',)	('standardErroroftheMeanforRelativeGrowthRateAfterTreatment 3',)
('337131 2135', 'smCenterCompoundID: 10479', 'smSalt: 102', 'smLincsID: ', 'smName: Mitoxantrone', 'clName: MCF7', 'clCenterSpecificID: 50029', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5')	0.30896	0.012047	0.0407	0.015532
('337132 2136', 'smCenterCompoundID: 10479', 'smSalt: 102', 'smLincsID: ', 'smName: Mitoxantrone', 'clName: MCF7', 'clCenterSpecificID: 50029', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6')	0.28606	0.011229	0.0088438	0.016165
('337133 2137', 'smCenterCompoundID: 10057', 'smSalt: 102', 'smLincsID: LSM-1057', 'smName: MK2206', 'clName: MCF7', 'clCenterSpecificID: 50029', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6')	0.66589	0.037803	0.53428	0.060113
('337134 2138', 'smCenterCompoundID: 10018', 'smSalt: 101', 'smLincsID: LSM-1018', 'smName: Neratinib', 'clName: MCF7', 'clCenterSpecificID: 50029', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5')	0.77758	0.07003	0.69478	0.090525
('337135 2139', 'smCenterCompoundID: 10099', 'smSalt: 101', 'smLincsID: LSM-1099', 'smName: Nilotinib', 'clName: MCF7', 'clCenterSpecificID: 50029', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5')	1.0606	0.014271	1.0837	0.019088
('337136 2140', 'smCenterCompoundID: 10151', 'smSalt: 101', 'smLincsID: LSM-1152', 'smName: BIBF-1120', 'clName: MCF7', 'clCenterSpecificID: 50029', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6')	0.97252	0.024802	0.96299	0.033734
('337137 2141', 'smCenterCompoundID: 10061', 'smSalt: 101', 'smLincsID: LSM-1061', 'smName: NU7441', 'clName: MCF7', 'clCenterSpecificID: 50029', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5')	1.0358	0.036067	1.0476	0.048121
('337138 2142', 'smCenterCompoundID: 10232', 'smSalt: 101', 'smLincsID: LSM-4255', 'smName: BEZ235', 'clName: MCF7', 'clCenterSpecificID: 50029', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5')	0.37634	0.049941	0.13382	0.073113
('337139 2143', 'smCenterCompoundID: 10024', 'smSalt: 101', 'smLincsID: LSM-1024', 'smName: NVP-TAE684', 'clName: MCF7', 'clCenterSpecificID: 50029', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6')	0.62631	0.079694	0.4767	0.11957
('337140 2144', 'smCenterCompoundID: 10071', 'smSalt: 101', 'smLincsID: LSM-1071', 'smName: PD0332991', 'clName: MCF7', 'clCenterSpecificID: 50029', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6')	0.72574	0.029403	0.61744	0.047986
('337141 2145', 'smCenterCompoundID: 10101', 'smSalt: 101', 'smLincsID: LSM-1101', 'smName: PD0325901', 'clName: MCF7', 'clCenterSpecificID: 50029', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5')	0.67737	0.020469	0.55185	0.030928
('337142 2146', 'smCenterCompoundID: 10101', 'smSalt: 101', 'smLincsID: LSM-1101', 'smName: PD0325901', 'clName: MCF7', 'clCenterSpecificID: 50029', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6')	0.66412	0.02233	0.5343	0.026687
('337143 2147', 'smCenterCompoundID: 10026', 'smSalt: 101', 'smLincsID: LSM-1026', 'smName: PD173074', 'clName: MCF7', 'clCenterSpecificID: 50029', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6')	1.0609	0.032114	1.0834	0.043786
('337144 2148', 'smCenterCompoundID: 10048', 'smSalt: 101', 'smLincsID: LSM-1048', 'smName: PD184352', 'clName: MCF7', 'clCenterSpecificID: 50029', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5')	0.96026	0.084901	0.9408	0.11843
('337145 2149', 'smCenterCompoundID: 10159', 'smSalt: 101', 'smLincsID: LSM-1160', 'smName: Pelitinib', 'clName: MCF7', 'clCenterSpecificID: 50029', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5')	1.0876	0.029709	1.1232	0.043362
('337146 2150', 'smCenterCompoundID: 10116', 'smSalt: 101', 'smLincsID: LSM-1116', 'smName: PF431396', 'clName: MCF7', 'clCenterSpecificID: 50029', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5')	0.79723	0.027523	0.71658	0.043883
('337147 2151', 'smCenterCompoundID: 10112', 'smSalt: 101', 'smLincsID: LSM-1112', 'smName: PF477736', 'clName: MCF7', 'clCenterSpecificID: 50029', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5')	0.66134	0.024138	0.5299	0.033912
('337148 2152', 'smCenterCompoundID: 10072', 'smSalt: 101', 'smLincsID: LSM-1072', 'smName: PF562271', 'clName: MCF7', 'clCenterSpecificID: 50029', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6')	0.84919	0.0081539	0.79104	0.0063465
('337149 2153', 'smCenterCompoundID: 10125', 'smSalt: 101', 'smLincsID: LSM-1125', 'smName: PHA-665752', 'clName: MCF7', 'clCenterSpecificID: 50029', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5')	1.0921	0.016976	1.1269	0.020127
('337150 2154', 'smCenterCompoundID: 10073', 'smSalt: 101', 'smLincsID: LSM-1073', 'smName: PHA-793887', 'clName: MCF7', 'clCenterSpecificID: 50029', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6')	0.39447	0.043076	0.1585	0.06675
('337151 2155', 'smCenterCompoundID: 10126', 'smSalt: 101', 'smLincsID: LSM-1126', 'smName: PI103', 'clName: MCF7', 'clCenterSpecificID: 50029', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6')	0.73813	0.05562	0.6364	0.079179
('337152 2156', 'smCenterCompoundID: 10049', 'smSalt: 101', 'smLincsID: LSM-1049', 'smName: PLX-4720', 'clName: MCF7', 'clCenterSpecificID: 50029', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5')	1.0707	0.044046	1.0973	0.06158
('337153 2157', 'smCenterCompoundID: 10075', 'smSalt: 101', 'smLincsID: LSM-5803', 'smName: QL-X-138', 'clName: MCF7', 'clCenterSpecificID: 50029', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6')	0.58462	0.081949	0.42244	0.11864
('337154 2158', 'smCenterCompoundID: 10077', 'smSalt: 101', 'smLincsID: LSM-6019', 'smName: QL-XII-47', 'clName: MCF7', 'clCenterSpecificID: 50029', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6')	0.63764	0.057479	0.49423	0.087887
('337155 2159', 'smCenterCompoundID: 10480', 'smSalt: 101', 'smLincsID: ', 'smName: Radicicol', 'clName: MCF7', 'clCenterSpecificID: 50029', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5')	0.6711	0.015011	0.54218	0.030964
('337156 2160', 'smCenterCompoundID: 10480', 'smSalt: 101', 'smLincsID: ', 'smName: Radicicol', 'clName: MCF7', 'clCenterSpecificID: 50029', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6')	0.62168	0.014044	0.47368	0.030662
('337157 2161', 'smCenterCompoundID: 10001', 'smSalt: 101', 'smLincsID: LSM-1001', 'smName: (R)- Roscovitine', 'clName: MCF7', 'clCenterSpecificID: 50029', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5')	1.1021	0.031267	1.1433	0.045877
('337158 2162', 'smCenterCompoundID: 10138', 'smSalt: 105', 'smLincsID: LSM-1139', 'smName: Ruxolitinib', 'clName: MCF7', 'clCenterSpecificID: 50029', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5')	1.0032	0.035485	1.004	0.050347
('337159 2163', 'smCenterCompoundID: 10148', 'smSalt: 101', 'smLincsID: LSM-1149', 'smName: XL147', 'clName: MCF7', 'clCenterSpecificID: 50029', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5')	1.1357	0.027249	1.1872	0.034754
('337160 2164', 'smCenterCompoundID: 10032', 'smSalt: 101', 'smLincsID: LSM-1032', 'smName: Saracatinib', 'clName: MCF7', 'clCenterSpecificID: 50029', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6')	0.84769	0.029713	0.78968	0.038613
('337161 2165', 'smCenterCompoundID: 10056', 'smSalt: 101', 'smLincsID: LSM-1056', 'smName: Selumetinib', 'clName: MCF7', 'clCenterSpecificID: 50029', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6')	0.86035	0.056691	0.80618	0.080502
('337162 2166', 'smCenterCompoundID: 10052', 'smSalt: 101', 'smLincsID: LSM-1052', 'smName: Rapamycin', 'clName: MCF7', 'clCenterSpecificID: 50029', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6')	0.58134	0.029501	0.4191	0.039569
('337163 2167', 'smCenterCompoundID: 10008', 'smSalt: 101', 'smLincsID: LSM-1008', 'smName: Sorafenib', 'clName: MCF7', 'clCenterSpecificID: 50029', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6')	0.92603	0.011058	0.89763	0.01448
('337164 2168', 'smCenterCompoundID: 10119', 'smSalt: 101', 'smLincsID: LSM-1119', 'smName: SU11274', 'clName: MCF7', 'clCenterSpecificID: 50029', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5')	1.1342	0.022667	1.1866	0.032793
('337165 2169', 'smCenterCompoundID: 10141', 'smSalt: 101', 'smLincsID: LSM-1142', 'smName: TG 101348', 'clName: MCF7', 'clCenterSpecificID: 50029', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5')	1.0529	0.034885	1.073	0.049152
('337166 2170', 'smCenterCompoundID: 10171', 'smSalt: 101', 'smLincsID: LSM-1172', 'smName: TGX221', 'clName: MCF7', 'clCenterSpecificID: 50029', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5')	0.86332	0.03829	0.8113	0.051946
('337167 2171', 'smCenterCompoundID: 10079', 'smSalt: 101', 'smLincsID: LSM-1079', 'smName: Torin1', 'clName: MCF7', 'clCenterSpecificID: 50029', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6')	0.36891	0.023476	0.12462	0.02063
('337168 2172', 'smCenterCompoundID: 10080', 'smSalt: 101', 'smLincsID: LSM-1080', 'smName: Torin2', 'clName: MCF7', 'clCenterSpecificID: 50029', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5')	0.27729	0.0092021	-0.0034023	0.016012
('337169 2173', 'smCenterCompoundID: 10021', 'smSalt: 101', 'smLincsID: LSM-1021', 'smName: Tozasertib', 'clName: MCF7', 'clCenterSpecificID: 50029', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5')	0.31745	0.021597	0.053289	0.0088579
('337170 2174', 'smCenterCompoundID: 10142', 'smSalt: 101', 'smLincsID: LSM-1143', 'smName: Trametinib', 'clName: MCF7', 'clCenterSpecificID: 50029', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5')	0.50147	0.017817	0.3084	0.016535
('337171 2175', 'smCenterCompoundID: 10111', 'smSalt: 101', 'smLincsID: LSM-1111', 'smName: TWS119', 'clName: MCF7', 'clCenterSpecificID: 50029', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5')	1.0898	0.034635	1.1246	0.049001
('337172 2176', 'smCenterCompoundID: 10068', 'smSalt: 101', 'smLincsID: LSM-1068', 'smName: PLX4032', 'clName: MCF7', 'clCenterSpecificID: 50029', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5')	1.012	0.0099636	1.0162	0.013491
('337173 2177', 'smCenterCompoundID: 10481', 'smSalt: 101', 'smLincsID: ', 'smName: Withaferin A', 'clName: MCF7', 'clCenterSpecificID: 50029', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5')	1.0573	0.034739	1.0803	0.049811
('337174 2178', 'smCenterCompoundID: 10481', 'smSalt: 101', 'smLincsID: ', 'smName: Withaferin A', 'clName: MCF7', 'clCenterSpecificID: 50029', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6')	0.97521	0.019689	0.96474	0.028018
('337175 2179', 'smCenterCompoundID: 10064', 'smSalt: 101', 'smLincsID: LSM-1064', 'smName: WYE-125132', 'clName: MCF7', 'clCenterSpecificID: 50029', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6')	0.36523	0.030021	0.11897	0.040314
('337176 2180', 'smCenterCompoundID: 10084', 'smSalt: 101', 'smLincsID: LSM-5970', 'smName: WZ3105', 'clName: MCF7', 'clCenterSpecificID: 50029', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5')	0.13886	0.024506	-0.19474	0.01608
('337177 2181', 'smCenterCompoundID: 10086', 'smSalt: 101', 'smLincsID: LSM-1086', 'smName: XMD11-50', 'clName: MCF7', 'clCenterSpecificID: 50029', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6')	0.85314	0.01236	0.79669	0.013274
('337178 2182', 'smCenterCompoundID: 10149', 'smSalt: 102', 'smLincsID: LSM-1150', 'smName: Y39983', 'clName: MCF7', 'clCenterSpecificID: 50029', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6')	1.0236	0.027404	1.0343	0.038276
('337179 2183', 'smCenterCompoundID: 10109', 'smSalt: 101', 'smLincsID: LSM-1109', 'smName: YM 201636', 'clName: MCF7', 'clCenterSpecificID: 50029', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP5')	1.0931	0.023375	1.1283	0.030429
('337180 2184', 'smCenterCompoundID: 10053', 'smSalt: 101', 'smLincsID: LSM-1053', 'smName: ZSTK474', 'clName: MCF7', 'clCenterSpecificID: 50029', 'smallMolConcentration: 0.04', 'ljpLibraryPlate: LJP6')	0.70383	0.077141	0.58699	0.11231
('337181 2185', 'smCenterCompoundID: 10133', 'smSalt: 101', 'smLincsID: LSM-5742', 'smName: Afatinib', 'clName: MCF7', 'clCenterSpecificID: 50029', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6')	0.81446	0.060793	0.74095	0.088204
('337182 2186', 'smCenterCompoundID: 10035', 'smSalt: 101', 'smLincsID: LSM-1035', 'smName: Sigma A6730', 'clName: MCF7', 'clCenterSpecificID: 50029', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5')	0.79534	0.011717	0.71511	0.021786
('337183 2187', 'smCenterCompoundID: 10011', 'smSalt: 101', 'smLincsID: LSM-1011', 'smName: Flavopiridol', 'clName: MCF7', 'clCenterSpecificID: 50029', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6')	0.13836	0.019494	-0.1956	0.0036323
('337184 2188', 'smCenterCompoundID: 10004', 'smSalt: 101', 'smLincsID: LSM-1004', 'smName: AT-7519', 'clName: MCF7', 'clCenterSpecificID: 50029', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6')	0.314	0.08356	0.042963	0.13288
('337185 2189', 'smCenterCompoundID: 10158', 'smSalt: 101', 'smLincsID: LSM-1159', 'smName: AZD 5438', 'clName: MCF7', 'clCenterSpecificID: 50029', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6')	0.49675	0.026883	0.29987	0.049185
('337186 2190', 'smCenterCompoundID: 10059', 'smSalt: 101', 'smLincsID: LSM-1059', 'smName: AZD-6482', 'clName: MCF7', 'clCenterSpecificID: 50029', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5')	0.99176	0.038947	0.98628	0.053642
('337187 2191', 'smCenterCompoundID: 10006', 'smSalt: 101', 'smLincsID: LSM-1006', 'smName: AZD7762', 'clName: MCF7', 'clCenterSpecificID: 50029', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6')	0.37415	0.037912	0.13312	0.031329
('337188 2192', 'smCenterCompoundID: 10007', 'smSalt: 101', 'smLincsID: LSM-1007', 'smName: AZD8055', 'clName: MCF7', 'clCenterSpecificID: 50029', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6')	0.2784	0.020712	-0.0012826	0.01849
('337189 2193', 'smCenterCompoundID: 10164', 'smSalt: 101', 'smLincsID: LSM-1165', 'smName: AZD8330', 'clName: MCF7', 'clCenterSpecificID: 50029', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5')	0.47775	0.028178	0.27613	0.026129
('337190 2194', 'smCenterCompoundID: 10067', 'smSalt: 101', 'smLincsID: LSM-1067', 'smName: AZD1152-HQPA', 'clName: MCF7', 'clCenterSpecificID: 50029', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5')	0.35256	0.019561	0.10184	0.011392
('337191 2195', 'smCenterCompoundID: 10041', 'smSalt: 101', 'smLincsID: LSM-1041', 'smName: BI-2536', 'clName: MCF7', 'clCenterSpecificID: 50029', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6')	0.3103	0.022098	0.043404	0.0081589
('337192 2196', 'smCenterCompoundID: 10028', 'smSalt: 102', 'smLincsID: LSM-1028', 'smName: BMS345541', 'clName: MCF7', 'clCenterSpecificID: 50029', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6')	0.97189	0.035207	0.96282	0.047872
('337193 2197', 'smCenterCompoundID: 10132', 'smSalt: 101', 'smLincsID: LSM-1132', 'smName: BMS-387032', 'clName: MCF7', 'clCenterSpecificID: 50029', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6')	0.15052	0.017237	-0.17897	0.013695
('337194 2198', 'smCenterCompoundID: 10234', 'smSalt: 101', 'smLincsID: LSM-4257', 'smName: GDC-0980', 'clName: MCF7', 'clCenterSpecificID: 50029', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5')	0.26068	0.010238	-0.026809	0.025353
('337195 2199', 'smCenterCompoundID: 10122', 'smSalt: 101', 'smLincsID: LSM-1122', 'smName: NVP-AEW541', 'clName: MCF7', 'clCenterSpecificID: 50029', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5')	0.88224	0.061559	0.83399	0.088148
('337196 2200', 'smCenterCompoundID: 10046', 'smSalt: 101', 'smLincsID: LSM-1046', 'smName: SB590885', 'clName: MCF7', 'clCenterSpecificID: 50029', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5')	1.0025	0.024703	1.0045	0.034523
('337197 2201', 'smCenterCompoundID: 10190', 'smSalt: 101', 'smLincsID: LSM-1191', 'smName: PIK-93', 'clName: MCF7', 'clCenterSpecificID: 50029', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5')	1.0615	0.07623	1.0853	0.10826
('337198 2202', 'smCenterCompoundID: 10031', 'smSalt: 101', 'smLincsID: LSM-1031', 'smName: KIN001-043', 'clName: MCF7', 'clCenterSpecificID: 50029', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6')	0.85718	0.031513	0.80121	0.045777
('337199 2203', 'smCenterCompoundID: 10233', 'smSalt: 101', 'smLincsID: LSM-4256', 'smName: BYL719', 'clName: MCF7', 'clCenterSpecificID: 50029', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5')	0.76299	0.045407	0.67026	0.066122
('337200 2204', 'smCenterCompoundID: 10161', 'smSalt: 101', 'smLincsID: LSM-1162', 'smName: NVP-AUY922', 'clName: MCF7', 'clCenterSpecificID: 50029', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5')	0.29649	0.027316	0.024444	0.018493
('337201 2205', 'smCenterCompoundID: 10045', 'smSalt: 101', 'smLincsID: LSM-1045', 'smName: A443654', 'clName: MCF7', 'clCenterSpecificID: 50029', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6')	0.2119	0.014662	-0.093839	0.011496
('337202 2206', 'smCenterCompoundID: 10063', 'smSalt: 102', 'smLincsID: LSM-1063', 'smName: OSI-027', 'clName: MCF7', 'clCenterSpecificID: 50029', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6')	0.67049	0.047388	0.54116	0.071325
('337203 2207', 'smCenterCompoundID: 10087', 'smSalt: 101', 'smLincsID: LSM-5577', 'smName: XMD11-85h', 'clName: MCF7', 'clCenterSpecificID: 50029', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6')	0.83945	0.030829	0.77871	0.037931
('337204 2208', 'smCenterCompoundID: 10017', 'smSalt: 101', 'smLincsID: LSM-6015', 'smName: HG-6-64-01', 'clName: MCF7', 'clCenterSpecificID: 50029', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6')	1.0401	0.045471	1.0553	0.064375
('337205 2209', 'smCenterCompoundID: 10039', 'smSalt: 101', 'smLincsID: LSM-5431', 'smName: WH-4-025', 'clName: MCF7', 'clCenterSpecificID: 50029', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5')	0.73748	0.054068	0.63655	0.073989
('337206 2210', 'smCenterCompoundID: 10082', 'smSalt: 101', 'smLincsID: LSM-5545', 'smName: WZ-4-145', 'clName: MCF7', 'clCenterSpecificID: 50029', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6')	0.68431	0.037502	0.55951	0.06011
('337207 2211', 'smCenterCompoundID: 10091', 'smSalt: 101', 'smLincsID: LSM-6299', 'smName: XMD16-144', 'clName: MCF7', 'clCenterSpecificID: 50029', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5')	0.36171	0.025391	0.11501	0.014579
('337208 2212', 'smCenterCompoundID: 10177', 'smSalt: 101', 'smLincsID: LSM-1178', 'smName: Brivanib', 'clName: MCF7', 'clCenterSpecificID: 50029', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5')	0.90673	0.032747	0.86974	0.047417
('337209 2213', 'smCenterCompoundID: 10147', 'smSalt: 101', 'smLincsID: LSM-1148', 'smName: NVP-BKM120', 'clName: MCF7', 'clCenterSpecificID: 50029', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5')	0.58891	0.065838	0.42632	0.10036
('337210 2214', 'smCenterCompoundID: 10055', 'smSalt: 101', 'smLincsID: LSM-1055', 'smName: BX-912', 'clName: MCF7', 'clCenterSpecificID: 50029', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5')	0.90774	0.030563	0.86993	0.044428
('337211 2215', 'smCenterCompoundID: 10120', 'smSalt: 102', 'smLincsID: LSM-1120', 'smName: Canertinib', 'clName: MCF7', 'clCenterSpecificID: 50029', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6')	0.87421	0.02034	0.82606	0.02622
('337212 2216', 'smCenterCompoundID: 10117', 'smSalt: 101', 'smLincsID: LSM-1117', 'smName: Celastrol', 'clName: MCF7', 'clCenterSpecificID: 50029', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6')	0.97075	0.0092876	0.95877	0.013542
('337213 2217', 'smCenterCompoundID: 10025', 'smSalt: 101', 'smLincsID: LSM-1025', 'smName: CGP60474', 'clName: MCF7', 'clCenterSpecificID: 50029', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5')	0.17708	0.0069819	-0.14319	0.030792
('337214 2218', 'smCenterCompoundID: 10025', 'smSalt: 101', 'smLincsID: LSM-1025', 'smName: CGP60474', 'clName: MCF7', 'clCenterSpecificID: 50029', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6')	0.14391	0.016693	-0.18826	0.016817
('337215 2219', 'smCenterCompoundID: 10180', 'smSalt: 101', 'smLincsID: LSM-1181', 'smName: CHIR-99021', 'clName: MCF7', 'clCenterSpecificID: 50029', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6')	0.79899	0.043109	0.72276	0.055458
('337216 2220', 'smCenterCompoundID: 10010', 'smSalt: 101', 'smLincsID: LSM-1010', 'smName: CP724714', 'clName: MCF7', 'clCenterSpecificID: 50029', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5')	0.84855	0.033594	0.79046	0.045818
('337217 2221', 'smCenterCompoundID: 10009', 'smSalt: 101', 'smLincsID: LSM-1009', 'smName: CP466722', 'clName: MCF7', 'clCenterSpecificID: 50029', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5')	1.0778	0.03011	1.1067	0.040067
('337218 2222', 'smCenterCompoundID: 10027', 'smSalt: 101', 'smLincsID: LSM-1027', 'smName: Crizotinib', 'clName: MCF7', 'clCenterSpecificID: 50029', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5')	0.80187	0.03598	0.72452	0.052244
('337219 2223', 'smCenterCompoundID: 10140', 'smSalt: 101', 'smLincsID: LSM-1141', 'smName: CYT387', 'clName: MCF7', 'clCenterSpecificID: 50029', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5')	0.93663	0.051198	0.90966	0.072722
('337220 2224', 'smCenterCompoundID: 10020', 'smSalt: 101', 'smLincsID: LSM-1020', 'smName: Dasatinib', 'clName: MCF7', 'clCenterSpecificID: 50029', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP5')	0.39322	0.079385	0.15934	0.10531
('337221 2225', 'smCenterCompoundID: 10020', 'smSalt: 101', 'smLincsID: LSM-1020', 'smName: Dasatinib', 'clName: MCF7', 'clCenterSpecificID: 50029', 'smallMolConcentration: 0.12', 'ljpLibraryPlate: LJP6')	0.26778	0.053516	-0.014765	0.06162
